C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C016	C017	C018	C019	C020	C021	C022	C023	C024	C025	PH001	PH002	PH003	PH004	PH005	PH006	PH007	PH008	PH010	PH011	PH012	PH013	PH014	PH015	PH016	PH017	PH018	PH019	PH020	PH021	PH022	PH023	PH024	PH025	PH026	PH027	PH028	PH029	PH030	PH031	PH032	PH033	PH034	PH035	PT001	PT002	PT003	PT004	PT005	PT006	PT007	PT008	PT009	PT010	PT011	PT012	PT013	PT014	PT015	PT016	PT017	PT018	PT019	PT020	PT021	PT022	PT023	PT024	PT025	PT026	PT027	PT028	PT029	PT030	PT031	PT032	PT033	PT034	PT035
DEFB1	0.602822209919038	4.24639346125587	3.27721354701145	3.06082824576512	2.92701752447741	3.24589355593285	4.3968038557623	0.399423423550073	0.65206790479796	0.0333486349603092	0.97829442013171	0.449538525636754	0.109838420694381	-0.179831459546624	0.343980995723512	NA	0.441317751629204	0.878400162860503	0.13845970581416	0.28052547823003	-0.0605723209225148	0.327088521800807	1.63443853753623	0.606654982135783	0.182540469458006	-0.238742315100191	-0.290943763097783	-0.276719609715881	-0.269344074312551	-0.284762794419883	-0.245640891884931	-0.248765975470536	-0.168143671644471	-0.24729790536153	-0.251284068155544	-0.359596919116279	-0.292863822612592	-0.271768962696512	NA	-0.182165534749863	-0.290450985239542	-0.264867788327482	-0.193211156254965	-0.307143204132621	-0.268648768994675	-0.328817028889311	-0.261604756132224	-0.273976259068485	-0.27405574371648	-0.28059631942006	-0.272157901780445	-0.285205380597335	-0.27411080897858	-0.260254392255997	-0.273576534702274	-0.234925911306258	-0.273247186755008	-0.248285280132986	-0.253532279646185	-0.316039137118135	-0.493767647369212	-0.274578680715031	0.255059079766274	-0.144495841434105	-0.126443936784832	0.225283915986273	-0.192530171167496	NA	0.136932612564225	0.0920999251501329	0.163023683584202	0.289496893417254	NA	0.121440307341318	0.224169185846321	-0.0971112470961599	0.745350302886041	0.467663701251565	-0.108539217194028	-0.0534998271418672	0.0632595862193446	0.203369861556729	0.210944658198667	0.843192901325137	1.24952884349035	-0.20228508733351	0.479388406699252	-0.274915173126255	0.583221430419755	-0.304934388196864	0.232792035467825	0.483920887615072	-0.0500935382468765	0.0921717608796772
EOMES	-0.601263833354314	NA	-0.359471088803453	-0.363241190047669	NA	NA	NA	-0.397858161536624	-0.609611839489992	NA	NA	-0.479107473746377	-0.639744744865742	NA	NA	NA	-0.737154983692884	-0.514304081263802	-0.638417671825102	NA	-0.474970093775642	NA	-0.888556770058555	NA	NA	NA	-0.339740654671078	-0.313582671643027	-0.324697488842353	-0.317761379225478	-0.316227586868782	-0.358764155315004	-0.29821860687518	-0.286764672911456	-0.304375558257652	NA	-0.330575224270613	-0.343768667198313	NA	-0.344888887237629	-0.303963721586187	-0.310760870380847	-0.26341959038675	NA	-0.273000185477569	-0.335438368158586	-0.283480029280164	-0.293411284590585	-0.33077626519836	-0.297539165541334	-0.289995783987201	-0.351252145908566	-0.317973775404334	-0.331267277237486	-0.311429934317955	-0.299634445088049	-0.350513554094576	-0.306099684057902	-0.328479377855258	-0.379243736334835	-0.479128201470794	-0.69560461116147	-0.473824482538924	-0.542427528745313	NA	-0.494397142697254	-0.342996305946544	NA	-0.386562437537975	-0.38304891297544	-0.445737984713812	-0.430289984587359	NA	NA	-0.502348479316061	NA	NA	-0.539873633119101	-0.257365427454716	-0.511030805389441	-0.569230538025361	-0.514163056690458	-0.550863833808579	-0.590925880208899	NA	-0.649085450212464	-0.624523213259388	-0.427802616368755	NA	-0.408250043272741	-0.595148888590815	-0.579587492651109	-0.429115793940749	-0.52479927317002
FOXP3	-0.107821111136455	NA	-0.284688076348552	-0.349229785578775	-0.391555904903513	-0.369525218894864	-0.318261640833852	-0.137668584384572	-0.0139315873864434	0.236471733937757	NA	-0.197102597192555	-0.00455290779089681	0.0947227894950941	0.0266613474755551	NA	0.632514874685402	0.252415162201332	-0.258155343265967	-0.0635517960525109	-0.107999232447859	0.358373579147969	1.71471304620267	0.638362085824986	2.30425936155932	-0.213692013342388	-0.292210310742573	-0.280812049480413	-0.214375350147784	-0.239123945870095	-0.262259099860486	-0.237370431371201	-0.226701926772583	-0.202445268135978	-0.152723320243839	NA	-0.138651233401147	-0.181334635133469	NA	-0.172051752261678	-0.252040514641763	-0.241085417856803	-0.02292161147442	-0.232407292010608	-0.254674577475086	-0.0150003290044585	-0.122530679659472	-0.0605749965861193	-0.0657927097797637	-0.112237459026195	-0.0897808978168329	-0.211956057434645	-0.143721524676492	0.0255554970802062	-0.179132372399684	-0.0567791154006425	-0.101574914356285	-0.176241004009796	-0.139802955857379	-0.26943501051665	-0.113537319677842	-0.30735185896033	-0.169562859926115	0.148334180002709	-0.304236816712412	-0.319908055212106	-0.292489176352285	NA	-0.215793305856255	-0.104737335079405	-0.179295876801455	0.0231041328396066	NA	-0.0739511634567807	-0.0372460748112656	-0.224773547758137	NA	-0.2253690699206	-0.1290710460974	-0.492587931664426	-0.158441738471951	-0.233222010701659	0.238983201811277	-0.244787711102385	0.240701855578025	0.183785726292784	-0.368978908603396	-0.147988038817656	-0.155506672006545	0.141451801308126	-0.298879744228817	NA	-0.223402404037333	0.126094528932082
IFIH1	-0.505619723959628	-0.267902812231222	-0.233277301845277	-0.276357062571712	-0.295553404486826	-0.297748279599103	-0.215663818682374	-0.232231552006411	-0.579826850114629	NA	-0.354475226037227	-0.319975263715968	-0.496488263455201	-0.464089854612737	-0.362025134043193	NA	-0.532071830401734	-0.398295379386886	-0.542484529290779	-0.462447012741504	-0.319878144145205	-0.291918857491361	-0.446377862683167	-0.270103262538472	-0.596101191356807	-0.269643915212028	-0.315304514882995	-0.285562287542123	-0.305585116911743	NA	-0.306964345386819	-0.3113588279324	-0.233159484876746	-0.260430747804656	-0.287051483008703	NA	-0.308723448741638	-0.333756157540008	NA	-0.33747951330583	-0.275954490557428	-0.25292244290505	NA	-0.309337295081578	-0.276624639480248	-0.284256978907397	-0.23776995081171	-0.240270512897333	-0.289183505575662	-0.284248337960939	-0.243108667072141	-0.271458804798105	-0.227909556558921	-0.262759767406717	-0.261481893291269	-0.242563428105049	-0.187394018816271	-0.226562649942639	-0.272966201665319	-0.368648627493614	-0.164439861477882	0.559839585283846	-0.392357245700901	-0.369732499320484	-0.341833116298766	-0.320069223209223	-0.278277988046286	NA	-0.275087010813455	-0.310635835428594	-0.152499085445363	-0.40103238140884	NA	-0.355024155077469	-0.362053503809542	-0.338100722121979	NA	-0.338742302977244	-0.216707952778286	-0.418791639331615	-0.304969721812412	NA	-0.227566947109621	-0.144975812201805	NA	-0.269333706254447	0.0224134129701023	-0.303958761821537	-0.370250379855371	-0.448581750625757	-0.156590775833521	-0.242922303252998	NA	0.023192976532908
IFNAR1	-0.594213908496815	-0.406212509663067	-0.361430942956727	-0.363797146020925	-0.438085572046601	-0.430333192568644	-0.409531596155193	-0.44224574457843	-0.715084966607224	-0.827252724371343	-0.597803519308688	-0.508862091863072	-0.708559454127978	-0.67612082126032	-0.799079364640256	NA	-0.711612053313462	-0.539343197612251	-0.607411189887771	-0.618639804254541	-0.485072420964735	-0.528196896773573	-0.812202999677071	-0.605053338760363	-0.700109095342745	-0.279040295497356	-0.340716276413739	-0.314077223629802	-0.330097172279844	-0.317873724354774	-0.317239640065464	-0.365828226022983	-0.297464173822644	-0.287232972977628	-0.319268833182967	-0.440006177615147	-0.332479217266007	-0.357797045077336	NA	-0.354882203201457	-0.306220659680557	-0.310971747287571	-0.282044823889671	-0.343554130716302	-0.331083871638916	-0.347543752460105	-0.286117868232946	-0.297019389162539	-0.345906145505827	-0.315515064450943	-0.296538059359887	-0.360183310777878	-0.31951437351464	-0.349602075806493	-0.319034964868345	-0.305302240068997	-0.357894388493239	-0.30975040500949	-0.331572059309801	-0.383641642068209	-0.470977380675736	-0.708822498748575	-0.51305625276117	-0.609687053612653	-0.371616716985645	-0.5074115693572	-0.342767354308987	NA	-0.406228359600109	-0.460482767553068	-0.485482761112073	-0.49270152739968	NA	-0.577685857975919	-0.511005150753037	-0.411582203801345	-0.967766200073906	-0.730754562595051	-0.265566670335538	-0.65395529340875	-0.615695942412771	-0.542679606850589	-0.619539606849547	-0.631073220016669	NA	-0.684660789417468	-0.648575423146576	-0.457009533211729	-0.487076768576592	-0.706466889348148	-0.638331870558378	-0.692543895469554	-0.482065088567589	-0.534311834494446
IFNG	-0.502813239647246	-0.397959669441611	-0.347109963154827	-0.34908873764252	-0.414486541748139	-0.416831410352413	-0.383253640263258	-0.454126524677807	-0.439953774783949	-0.732524856840352	-0.503645892763137	-0.523142961336973	-0.587230962062384	NA	NA	NA	NA	-0.487656211403809	NA	NA	-0.434014430439539	-0.561790950701674	NA	-0.566945950941873	-0.54461560674175	-0.240505809637042	-0.308233037048754	-0.237955131682503	-0.300487133160077	-0.286729891564713	-0.280587785000476	-0.28082522725659	-0.285582022393013	-0.252225116821899	-0.248185934337377	NA	-0.306634463781565	-0.315687064060608	NA	-0.336883500771224	-0.27922572723992	-0.269630398044226	-0.251499833879616	-0.293321673226165	-0.089509744629949	-0.303854912241274	-0.272102069769601	-0.278053726966233	-0.320702634604646	-0.225551064681611	-0.229629807641693	-0.289683470516005	-0.277191256426082	-0.28718442386234	-0.259730102725864	-0.271858354586568	-0.3213087092592	-0.284324889069568	-0.30044446136323	-0.370356138814841	-0.343980477503559	0.140785611027013	-0.500131514088507	-0.265908168667498	-0.356708261947747	-0.37052371360599	NA	NA	-0.343691709650423	-0.331976157368271	NA	-0.400825768588989	NA	NA	-0.364949776221351	-0.337318677429173	NA	-0.612044580523771	-0.179108191274914	0.306849445115397	-0.465928669883166	NA	-0.547011951420992	-0.643558134213499	NA	0.0822393186859877	-0.611215804909036	-0.318377988780533	-0.436905340622666	-0.576685655754624	-0.0635691040020834	-0.139885605073658	-0.435973449855001	-0.50744785343159
IFNGR	-0.60095980305967	-0.408964338664316	-0.362456211886556	-0.363967209009038	-0.438714652940634	-0.430338710695055	-0.407950722589957	-0.456347613442802	-0.719853385992353	-0.814358055336098	-0.610332209782651	-0.504198693100081	-0.731286431026467	-0.688641889257141	-0.827711183825805	NA	-0.717743084982638	-0.55214093625895	-0.612168263626466	-0.627622091907178	-0.482638324126661	-0.544231720991338	-0.832263113304222	-0.657428170906347	-0.727212217751282	-0.277313383596317	-0.340420284977329	-0.313175670399142	-0.329503514572025	-0.316621727418336	-0.316626967601896	-0.364616706937263	-0.296562187931983	-0.285755723510827	-0.318638542979399	-0.44058634713938	-0.33214935732306	-0.357179101204482	NA	NA	-0.305461732640174	-0.30994795441782	-0.280992318297279	-0.343042047136903	-0.329538189288146	-0.346749709217671	-0.284824066756985	-0.296245466275177	-0.345710104546063	-0.314146603485868	-0.295583289636372	-0.358371612377758	-0.317128323185658	-0.347933563575549	-0.317401498669333	-0.303218646721946	-0.355816744087673	-0.30899253008536	-0.329573994792948	-0.382714030055078	-0.476281512228937	-0.712056198948574	-0.508866182295756	-0.603809331664523	-0.36847210246269	-0.503665184106048	-0.34278957389277	NA	-0.40657588565232	-0.463471878967744	-0.485705099174122	-0.495917896808067	NA	-0.579299129437876	-0.516781991101644	-0.410321789786967	-0.973314411673339	-0.732708968609346	-0.265375272606702	-0.659794823817808	-0.622862559162247	-0.543269157668405	-0.61862663677754	-0.627340182918637	NA	-0.690955249276909	-0.659938589874562	-0.456518622065209	-0.486172506142355	-0.702339103096738	-0.644467820054995	-0.683325887603879	-0.479224159432696	-0.523074824932682
IL10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.720585777154361	NA	NA	NA	NA	-0.575682581025409	NA	NA	NA	-0.274959576098736	-0.341069451996224	-0.312385578757948	-0.327033293238739	NA	-0.31658917142369	-0.368160112634638	-0.296583976371218	-0.287319714564532	-0.318925876051813	NA	NA	-0.358121363121123	NA	NA	-0.306030890636552	-0.3073516879148	-0.282700984189025	NA	NA	-0.346818322542789	-0.285914010603717	NA	NA	-0.31284537075361	-0.295821137284843	NA	-0.317053048212728	-0.348966074970652	-0.317690833376245	-0.303486877070881	NA	NA	-0.32979767268129	NA	NA	NA	NA	-0.62109901305857	NA	NA	NA	NA	NA	-0.459578211988762	NA	NA	NA	NA	NA	NA	NA	-0.736892768341406	NA	NA	NA	NA	-0.629299819196676	NA	NA	NA	NA	-0.457099147732031	-0.488758760427597	-0.718140240144649	NA	-0.701858780380971	NA	-0.544854662599935
IL17A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.768869937671508	-0.278521866288272	-0.34132968814443	-0.314104021720414	-0.329718555410273	-0.31931564703492	-0.316508948036258	-0.36990366789778	-0.298521023155643	-0.286947387256609	-0.319671312362074	NA	NA	NA	NA	-0.359734608283157	-0.306503702726374	NA	-0.285242519095232	-0.34520680659861	-0.331140055572573	-0.347669073592848	-0.285897058462948	-0.29730780728192	-0.3490270004463	-0.314172727270932	-0.29709285277976	-0.362545895916013	-0.32032895051606	-0.348403574575227	-0.320312469321601	-0.303848741430038	-0.360557174966443	-0.310175045568175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL17F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.277207404072323	NA	-0.311993063998433	NA	NA	-0.314175539876032	NA	NA	-0.285658982788862	NA	NA	NA	NA	NA	-0.35638787353179	-0.302797060170641	NA	-0.284562566719433	NA	-0.3307672204538	NA	-0.28425510266893	-0.296811156666221	-0.348205533642174	-0.306367339325529	-0.29541866815708	NA	-0.31445705938604	-0.344319229399047	-0.313354746783378	-0.295203929466362	NA	-0.307749113465456	-0.331925876115855	NA	NA	NA	NA	NA	NA	NA	-0.343963481848221	NA	NA	NA	-0.492791387139945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.450589628810594	NA	NA	NA	NA	NA	NA
IL1b	-0.626536645152581	-0.41547771550647	-0.358890088523942	-0.365781055918542	-0.441746980877431	-0.4343445819636	-0.41230642936405	-0.477478060354247	NA	-0.862268544522054	-0.653687910788997	-0.536803061810158	NA	-0.7190703791396	-0.862155572636118	NA	NA	-0.579084280785484	NA	-0.650521981925081	-0.508731553152498	-0.573481473802167	-0.866537569959109	-0.682435024818485	-0.744395980958172	-0.27832718061611	-0.34156513872691	-0.31214355500695	-0.328690030760146	-0.313845558503408	NA	-0.369343828425336	-0.293087219064529	-0.287488649781337	-0.319696559166737	NA	-0.331318303970783	-0.358622047541155	NA	NA	-0.300733716485757	-0.311807704710156	NA	-0.345735677219378	-0.322144180288219	-0.347688049849176	NA	-0.295752957619135	-0.348781004801887	-0.31363279487323	-0.297473874612874	-0.362560965049514	-0.319621770621974	-0.349430940804507	-0.319358176731759	-0.305589041592278	-0.359337972910171	-0.310391827504202	-0.332474235735342	-0.38523346945582	-0.496917396622019	-0.732257520216798	-0.530445809347606	-0.635186097643218	NA	NA	-0.338885299980931	NA	-0.417499820563824	-0.47367287579184	-0.499178868843611	-0.513550830422061	NA	-0.604194665854006	-0.530577773687844	-0.424264302691048	NA	-0.768834897240073	-0.271796458719137	NA	NA	-0.563256431339169	-0.647269651232328	-0.670844418414208	NA	NA	-0.681443498896061	-0.461429430477716	NA	-0.731401853742412	-0.677968453973858	-0.718659912290902	NA	NA
IL1F6	1.56060475750444	-0.225184540620693	-0.255208737285121	-0.278617729121195	-0.00148946187442178	-0.272257741201286	-0.252253251528902	0.137736284758242	1.04269826468759	3.15668487336375	1.18381027635251	1.18823833550037	3.2806467120189	1.48987279657339	1.36635018751006	NA	0.574761960855514	1.05230567574284	2.41527109677839	2.25322899466193	0.596206449914681	1.22174318744537	1.06975788496979	0.396204705085244	0.639754213014374	-0.270144148523561	2.70911397936101	4.36431484188063	3.96406781197493	3.27723314133835	4.07741950262686	3.76494647307304	5.41536444937838	5.07339594831664	5.06928144189708	NA	4.26274393129382	4.2883553687778	NA	5.35076554606272	4.39695949675562	4.85290796157799	5.49254029558526	4.58192569347341	5.2866144167301	4.02110219563255	5.04129650807625	5.37185082516532	4.8088121088046	5.21006472267429	5.34589395873669	4.68489604318879	4.66035048459376	4.25227301298942	4.98068983521801	5.35298463915459	4.68376055732905	5.03668769212632	4.92361988498061	2.76281177919669	3.11404708031886	1.13398767765907	3.11497566916561	3.3407708351883	4.27229650769054	2.21458454182004	4.54648918384822	NA	1.37342810229667	0.852945343798221	2.01665331708638	0.893301504684658	NA	3.92377191848969	1.35409243691988	4.98832125221096	NA	1.01317425089903	0.267440900776892	3.05331384746791	2.01076294218482	2.40193322655966	3.79137802210788	1.50770495690022	NA	4.48793162656216	2.02026786316919	4.68093166002312	0.500463546285654	3.0961099360799	2.35012897740219	0.77827420100703	3.56144437122284	1.09517938313537
IL1RN	0.711190722337923	-0.182339721387223	-0.190350624320988	-0.293204638511802	-0.296928158804307	-0.2115664933006	-0.154699857790619	0.540456376650926	1.70028596179467	2.11247727908661	1.16059324208633	0.859290877572312	1.62145423279895	0.601641662724898	1.07258807634704	NA	1.02499990818363	0.877050912773252	1.01298496874507	0.815201120697374	0.493152335069332	1.71896400088639	2.25516782512457	1.08238270728495	1.07577355613644	0.174364666796079	-0.104874804494798	-0.124880590073255	-0.152137790296922	-0.0637050062490836	-0.160672438146337	0.0163722227709765	0.386873950967323	-0.154544525478058	-0.123304793316008	NA	-0.0468345735874716	-0.0286932690442438	NA	0.262602522985649	-0.0966153784021166	-0.117144492096278	0.0989733820142728	-0.161869619981837	-0.0315108354712692	-0.16952380279922	-0.0736517676869934	-0.0459145920810199	0.0456835987204118	-0.0756400500597989	-0.0571520381411729	-0.0399335829508985	-0.233538147838974	-0.124206488572536	-0.0218488412112177	-0.0289974026036494	0.233925812308034	0.123659902682198	0.126331441897962	0.197374680057346	0.734431450411807	0.723455710615169	1.27816577411992	1.47013168551528	0.236885504454754	1.07637889114235	0.199619288599637	NA	0.338148101009651	0.845909296012057	0.886932493138938	0.863668860317713	NA	0.700445457235681	1.08177960977509	0.67414248292262	NA	1.41069749639393	-0.00947892488113125	0.677780231537644	1.97112588301242	1.25973862733079	2.0564676550165	0.917472271677006	NA	0.997781351116137	0.84283307154129	0.163581744868857	0.597875483853788	0.872406318815043	0.823894332325297	1.03382315057532	0.946751747530738	0.943851140485506
IL20RA	-0.371696436239953	-0.318620484506087	-0.268106894876733	-0.33192723755504	-0.412156015636404	-0.382179114160223	-0.41237331109969	-0.267874774710495	-0.488486651434539	-0.151308128808328	-0.37754838873943	-0.296462685705627	-0.176764739005476	-0.723386922446452	-0.420036027698858	NA	-0.136324905828266	-0.087036173976282	-0.333420215832012	-0.337134121674757	-0.26567008764148	0.124468860450787	0.761951608197675	-0.118411692060514	0.0675108265630743	-0.268764920288135	-0.331501593146857	-0.311004404519691	-0.325696170426069	-0.289538507407625	-0.31209425938524	-0.331800735507128	-0.284224500579132	-0.279950772343148	-0.312937157465096	-0.436515759180932	-0.322840487107499	-0.343977206330382	NA	-0.302444849342905	-0.299875187109168	NA	-0.259298299560947	-0.335523173447728	-0.323204814638734	NA	NA	-0.291459568041069	-0.313331315513908	-0.306130847946746	NA	-0.339490515076341	-0.296458931871287	-0.329452565408831	-0.303802759870334	-0.29774901669341	-0.309770214850201	-0.301221493642607	-0.315748509913966	-0.346847264244153	-0.175058036487416	-0.634131639088758	-0.281881026139463	-0.373755248814018	-0.334686748533599	-0.310658485274523	-0.327260061464376	NA	-0.341804520113906	-0.379444658972947	-0.288777467371383	-0.289104467495532	NA	-0.435862529306468	-0.38585905035942	-0.322228246395904	NA	-0.561833294920542	-0.221999720611068	-0.510725778848794	-0.473322466283872	-0.380561597154968	-0.294535470309263	-0.349230268539567	NA	-0.560760102787653	-0.437978851002298	-0.410162910397835	-0.362119148916485	-0.411247615222483	-0.43729445997759	-0.373086759642057	-0.400661475614094	-0.397819948195725
IL22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.268880314131195	-0.331198291189519	NA	-0.296235530421496	-0.315664478275343	NA	NA	-0.296169813865075	-0.286075013085976	NA	NA	NA	NA	NA	NA	-0.287698323662343	NA	-0.267438279208111	-0.277803937646927	-0.288578840722283	-0.30503623767265	NA	-0.28006737054279	NA	-0.275557741808663	-0.281508902844552	NA	-0.273421293633514	NA	-0.299871613261363	-0.272858062751714	-0.331389334268188	-0.307131681121221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.352742610777486	NA	NA	NA	NA	NA	NA
IL22RA1	-0.256979475787113	-0.395664914492508	-0.352323456797874	-0.36138059713618	-0.431027309554422	-0.422350330454945	-0.394330824315355	-0.235544435686056	-0.0249576937443732	-0.231528294498872	-0.00721240398053042	-0.203232043831981	-0.0696780914478194	-0.407280241627664	-0.345480529712689	NA	-0.258883396102867	-0.160704745077721	-0.0161455484425198	-0.122875533378196	-0.310817552641738	-0.152571172446242	-0.364910922206551	-0.396587657702951	0.0595442782932179	-0.241377666424207	-0.278700745370774	-0.294538190785824	-0.295824526722615	-0.263017065054611	-0.28924569087301	-0.269206394380823	-0.265256620310155	NA	-0.277088833966798	-0.376133082823422	-0.303341739361636	-0.295666862927954	NA	-0.227390718541429	-0.279142801472075	-0.271672317403474	-0.22678649020531	-0.277790629293089	-0.287704596805305	-0.320606059895325	-0.26280397024478	-0.261338331576699	-0.246348502282524	-0.257053359022613	-0.24253519567647	-0.293826604340737	-0.272004386749064	-0.290804171607001	-0.269132819414974	-0.274731681122529	-0.236971975161769	-0.219610706175557	-0.227536410234071	-0.304866115988996	0.138375438846657	-0.398737964795817	-0.123043877578697	-0.0308042486285527	-0.257517995828073	-0.196627084825929	-0.320250713646918	NA	-0.275893869455166	-0.155744294722261	-0.193571566928003	-0.287619968506007	NA	-0.306233259771659	-0.136777140638903	-0.237359416412653	-0.44525200582683	-0.440256927477265	-0.18421330520773	-0.37597299005291	0.00763777863366521	-0.207629984869451	-0.138519595362179	-0.337741273625684	-0.377456188228467	-0.285155486877317	-0.339729384694468	-0.341178747760201	-0.309465781604816	-0.343805397236178	-0.224303229337796	-0.283899532609928	-0.197885110970079	-0.178669149415225
IL22RA2	-0.403741583051507	-0.37990905917382	NA	-0.338871829687996	-0.422448432177204	NA	NA	NA	0.216825122583456	0.101893586983053	NA	-0.263342283817367	1.01761109550314	NA	NA	NA	0.647251459611698	0.12530702235394	-0.448070968681346	-0.369782343165781	0.276169995978713	0.291301701722237	-0.148340322498582	2.50414156434303	1.01516291570839	NA	-0.302541050320719	-0.291101193525115	-0.324736070397954	-0.257992087778197	-0.303408403332492	-0.22696560885739	-0.275177613905148	NA	-0.275748655306229	NA	NA	NA	NA	-0.171704623028072	NA	-0.277285715511532	-0.231461974435669	-0.238897324574425	-0.231291774992999	NA	NA	-0.208587276034418	-0.219879888165445	-0.270430566885809	NA	-0.291985921802349	-0.258152149272771	-0.255576873513086	-0.267556231368973	-0.25168404824831	NA	NA	-0.284534903487272	NA	NA	-0.245314309159173	NA	-0.29938510436484	-0.323587382036492	NA	NA	NA	-0.247600269278391	NA	-0.079273761918792	-0.0132323974576179	NA	NA	NA	NA	NA	NA	-0.0904114636204218	NA	-0.481255113635367	NA	-0.329356589206823	-0.220358117629568	NA	-0.356172178544159	NA	-0.121719948034867	-0.352708964556085	0.175180034564526	NA	NA	-0.385274580089136	NA
IL26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.482050109044773	NA	NA	-0.497923424247545	NA	NA	NA	NA	NA	NA	-0.301070224209821	-0.320101029802143	NA	NA	-0.367423407714037	-0.288469035697773	-0.280825682857684	-0.312587252192941	NA	NA	NA	NA	-0.335455087029467	-0.303737124662948	-0.299696595679625	-0.239736945986087	NA	-0.305311966455167	NA	NA	-0.271676483726934	NA	-0.280878479458303	-0.283009514073155	-0.311096642951952	-0.286363581018195	-0.29765431197174	-0.285470967664504	-0.272615425143231	NA	NA	-0.317974166506128	NA	NA	-0.69178235700108	NA	NA	NA	NA	NA	NA	-0.362997501298317	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.266221144087826	NA	-0.552018515000586	NA	-0.628965486820498	NA	NA	NA	NA	NA	NA	-0.508010071066511	NA	NA	NA	NA
IL8b	NA	NA	-0.366517848657634	-0.367377040962273	-0.44190760978473	NA	NA	-0.478868298533387	NA	NA	-0.654739282007811	NA	NA	-0.729030906507174	NA	NA	-0.762369041861484	NA	NA	NA	NA	-0.591047516970107	NA	NA	-0.77311075082877	-0.279713636122556	-0.34185020270404	-0.314647740144979	-0.3306919452501	-0.318327444612464	-0.317929273527037	-0.369937302197915	-0.298554497802154	-0.288135738139186	-0.320540306881243	NA	-0.333410947491016	-0.35939952981149	NA	-0.360252823198632	-0.306260925791457	-0.312382983283001	-0.286248148124567	-0.346203666096474	-0.331563026378875	-0.348805681895846	-0.286474554846913	-0.297234380664146	-0.350227537995051	-0.316929726776542	-0.29821322000938	-0.363886113405884	-0.321412557871911	-0.351248828391391	-0.321163295306311	-0.307096017377742	-0.361772682557111	-0.311053045804728	-0.333077959893381	-0.385645521484689	NA	NA	-0.530949301617353	-0.638051906707516	NA	NA	-0.343924319610898	NA	NA	NA	-0.502712262629375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.672937910893141	NA	-0.713152213661463	NA	-0.465891694687191	-0.502934109461803	-0.734050865587547	NA	-0.72020114335418	NA	NA
KLRK1	0.406515336020258	-0.199637882702581	-0.0697556761143629	-0.141320198891856	-0.1125012175679	-0.0913104564079885	-0.201763273820289	0.35570073934253	2.13446699333519	1.41338961989025	0.42735427244888	-0.00440589698664666	-0.164570663886697	0.548023968840993	1.0392454985492	NA	1.87274720943126	0.366113654661821	0.344209884374142	0.647696662472781	1.52915700413323	-0.230113915702853	-0.535413446499236	-0.108407283149493	NA	-0.26106466704483	-0.325557710829942	-0.300269345457686	-0.311909971079016	-0.277637428062388	-0.30322873671888	-0.24713116240196	NA	-0.261314978857687	-0.230784422899529	NA	-0.278523950449917	-0.266216424495982	NA	-0.223353065522206	-0.276500979651388	NA	NA	-0.246707523681779	0.0181081892285816	-0.282525505859591	NA	-0.200926789116568	-0.120695160344446	-0.20000387770938	-0.239530128636483	-0.120155806067802	-0.226099180701014	-0.225676725872164	-0.22521714329961	-0.228055607609633	-0.103436455913765	-0.257878599903455	-0.277315409668925	-0.311814020961463	-0.184796618385541	-0.201221735299404	-0.0393290823609951	-0.0162048776973362	NA	-0.0468390664777421	-0.313035478165221	NA	-0.087437921442366	0.222300600699356	0.250099623192428	0.609642697897354	NA	0.134983985897426	0.376572719855021	0.0575987799847137	NA	0.702620668560803	-0.107305316965341	1.07110162940865	NA	0.764366426220666	0.589652915574904	1.2399405093387	NA	0.201787394689151	0.768579081954103	0.19703911901086	NA	1.21696243043033	NA	2.2750737640746	NA	0.213766888334006
