C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C016	C017	C018	C019	C020	C021	C022	C023	C025	PL001	PL002	PL003	PL004	PL005	PL006	PL007	PL008	PL010	PL011	PL012	PL013	PL014	PL015	PL016	PL017	PL018	PL019	PL020	PL021	PL022	PL023	PL024	PL025	PL026	PL027	PL028	PL029	PL030	PL031	PL032	PL033	PL034	PL035	PNL001	PNL002	PNL003	PNL004	PNL005	PNL006	PNL007	PNL008	PNL009	PNL010	PNL011	PNL012	PNL013	PNL014	PNL015	PNL016	PNL017	PNL018	PNL019	PNL020	PNL021	PNL022	PNL023	PNL024	PNL025	PNL026	PNL027	PNL028	PNL029	PNL030	PNL031	PNL032	PNL033	PNL034	PNL035	VL001	VL003	VL004	VL005	VL006	VL007	VL009	VL010	VL011	VL012	VL013	VL014	VL015	VL016	VL017	VL018	VNL001	VNL003	VNL004	VNL005	VNL006	VNL007	VNL009	VNL010	VNL011	VNL012	VNL013	VNL014	VNL015	VNL016	VNL017	VNL018
DEFB1	5.49099940953678	8.04466596525364	8.40399902629784	8.60400039584566	7.93333214937435	7.74633372942763	8.04133383787559	4.72666558090349	5.18733306810462	3.84766725315321	4.97199962639079	5.11733224568294	4.16866610166773	3.72666558090349	4.68600011937098	NA	4.8446663506061	5.11766637131406	3.91133302041117	5.22266624978167	4.84266713577627	4.75600008555736	5.68399983745172	5.0349996331395	3.64899985449452	4.43166637361798	3.97500006635663	4.1943327559552	4.5883334499308	5.02333291503723	5.08600012375617	5.76966635467204	5.00666650148278	5.12233289182286	2.87966697372969	4.5790001561064	4.53316624719896	NA	4.64366626666969	3.04666613917532	4.82699934610471	4.96099948710011	3.80566565049108	4.20499960506096	3.23799927549264	4.44299920601744	3.99566555443972	4.19666703711928	4.03866608846849	3.95599905500962	4.57533296035284	4.38466612324561	5.4891662598352	4.41233285192539	5.27633253671627	5.38216686340448	5.14633274227304	5.65099938571682	3.83199977388489	-2.19899965577242	4.17466640141301	4.71333281371765	4.26333332081422	4.42766666146434	5.3876657486065	5.96666622190095	NA	5.18866634515388	4.86599890268354	4.7700001408322	5.49999968133585	NA	4.86533324157237	4.67300001983356	4.34599971418587	5.30333264690991	4.67333253449346	4.29499912277325	4.99166583856159	4.19133345306125	4.83033275639289	4.5856663401392	5.24066575452038	5.56199868435036	4.04966640777599	5.30200036514755	4.43999957865939	5.31833362567439	4.1756658537395	4.46333217550728	5.31166680803785	4.78433323122816	5.26633167156126	5.00566586469373	6.17000034021617	4.51299923597783	5.64599959574807	5.13733260344606	4.81966562914745	5.31200000984772	5.13366585548281	4.10566634589367	5.22966597689067	5.30166738768514	5.24299989729125	4.13699931209979	4.89433322738018	4.98699927101061	5.55899981803703	4.93766641998266	5.1099104507334	4.73166605079457	4.69166648033931	4.96899894916706	4.84899943157597	5.31433254360912	5.27333274383129	4.13500040887738	5.90766679714552	5.31799934117619	4.53833267048503	4.48666611079256	4.80033254397546	NA	5.48433279809546
EOMES	0.00566768646240067	NA	-0.60850016276042	-1.08933289845785	NA	NA	NA	1.28866672515869	1.96966711680094	NA	NA	1.08799997965495	1.3843339284261	NA	NA	NA	-0.726166725158693	0.682667096455889	-1.83866596221924	NA	1.18350092569987	NA	-0.733498573303224	NA	NA	-0.146999696727986	-0.827999780381783	0.870667491003589	0.492333453036069	-0.313999409839099	1.64766660851802	-2.11449997831146	0.210667027138204	3.03366723904456	NA	1.01900071168312	2.06916746622004	NA	1.11333371199695	0.682167398003631	0.198000849907857	2.93866697815619	NA	4.10433355633951	2.6679995912248	1.63083360319346	1.68166699126042	2.23033365560179	3.14266617329199	2.31066672608571	1.96866767781753	0.852000275810385	3.35683313821783	2.17566712305855	2.05366675403189	2.47583356673706	1.52266660518894	1.5695002789026	0.392167704484999	-0.32600061453317	0.700000450513345	0.930999780124995	1.89583302450519	NA	0.957167323051863	-1.095165266251	NA	1.04833315270872	2.2370004800926	1.22400000665398	2.26166692461755	NA	NA	-0.0151668611542147	NA	NA	2.25800036582395	0.83550041739407	3.07499981379473	1.02366733994976	0.908000620457476	1.52333416789112	1.03366692192556	NA	1.05533443233068	0.976001431651066	2.12600072440539	NA	3.77833334519628	1.0363334004543	2.21400039863436	2.11400000729768	0.71833321586397	0.773999868568325	1.65166761486962	3.17566712305855	NA	2.91666699119137	2.44616730948616	0.432000177152792	1.45266690879919	1.51666739027466	1.66033393351553	0.182501111867179	1.45216720119269	1.55933346292197	-0.826999247743167	NA	NA	NA	NA	2.34400018638527	0.358667670157169	1.10266652886573	2.75966739904331	NA	NA	1.77266788585234	1.52266725794284	1.16800025292859	3.04300022248424	0.17450114621509	0.482333156727276	NA	NA
FOXP3	4.24966650703155	NA	2.92749904172979	1.04283271586949	1.86933291005925	1.93266708186419	2.39566717858429	3.36266611559558	4.26833310492378	4.13700037809891	NA	3.58750025225863	3.96699877646467	4.31149926459502	4.24816705686383	NA	5.05733298887397	4.30999976732337	2.90833372278499	4.55766581408889	4.68200015043715	4.80433369430363	5.72866662487614	6.72199980563665	4.33333298993333	4.39533389648762	3.81166676753964	5.11566607326007	5.79133318816439	4.64700031784158	5.21566675527872	4.91166656216	6.07400036616661	6.3973331368836	NA	6.82466665986022	5.55350049571893	NA	4.72333302035653	4.76499968310293	5.40933322718188	6.46100012279381	5.34733296903183	4.48766673926464	7.27966657928212	7.13283253030436	7.28433259120998	6.09666727993439	6.52333228267982	6.94799899947524	5.52166717509366	6.27833335028375	7.52716636702388	5.98066616520322	7.0663328130866	6.93083349826032	6.2473338361972	6.93066628899537	4.57133326447314	3.93366658033105	4.06866676973769	3.59233252656579	4.9353335771926	2.63899895115752	3.5386664112837	4.41300041907786	NA	3.73233313693935	4.25049974628312	3.72849904978043	4.9203328927846	NA	4.4163338319104	4.06066671006285	3.63300043008273	NA	3.49250030443059	4.10166579035954	3.22799962280005	3.65283361778241	3.61833287413304	4.63166716128851	3.41666628387961	4.80449834202506	4.8616666970366	3.41200036206927	5.17400010395636	3.67400013145913	5.20433329025244	3.20333257499305	NA	4.08200005809692	5.34033331381359	3.48733301626394	4.94399992738771	5.40466722794219	4.67449918166988	4.94233292546371	4.92416698175498	4.15466591441512	4.47633327286469	4.20966686869616	4.04999958354907	3.19566697187136	2.72499944461321	4.58766652109504	5.46166642481752	3.25083321039643	5.52066707730177	4.02733393473303	3.85357754425874	5.21383285549006	3.91733388559687	4.4809993393627	4.48199970822609	4.21933334621656	2.91416648375052	4.12500035367237	4.8540000869987	4.56083329951866	5.42999998461639	4.11866662318956	3.40266706527893	NA	3.87999946987859
IFIH1	2.16882139863645	3.06754562011963	3.63077646574284	3.36895017586444	3.40861486301739	3.0008494972267	3.44361407709274	2.89449029498892	2.22789383819094	NA	2.52929598483404	2.9466595656666	2.47214278313335	2.67516510409556	3.42624435552102	NA	2.45934190644731	2.12546364491695	1.07248452254456	2.91893649093821	3.60408698441819	3.13847062492301	3.2488790745648	2.60324652128436	1.65628904690133	3.4928608354638	3.5955188177916	2.91039228385375	NA	2.31229980717623	4.03746024140357	4.7762363519036	4.44861971710597	4.07746767606114	NA	3.87790519470375	2.77245388418886	NA	1.67948235151546	3.94543990334591	5.14865871379016	NA	3.72235322754032	4.01476697368487	4.91448377623332	5.39491646551766	5.24996392025375	3.87752066396437	3.88711404405235	5.03182069856119	4.80671979035573	5.3572065609589	5.44933174663699	4.73624442710289	5.11566994305516	6.35517133643706	5.57420528512728	5.24748495581627	1.7989426147469	3.72949186383679	5.66194263399241	2.20964082582117	3.38412387429439	1.58272314364206	3.53755600215903	4.7637099095289	NA	3.23173636849141	3.07723821273244	3.84333126879296	2.68706696091339	NA	3.34175324686819	2.51718043439219	2.42399895168899	NA	3.15738202451358	2.73545545652361	3.71612545669737	3.14023124382305	NA	3.56617620909315	3.71892938547911	NA	3.84670912740152	4.58100776772761	4.20253667436107	2.28555017999677	3.58770510040649	3.66100685843803	3.97669145872336	NA	5.10302660975068	4.55164533144759	3.5775245412563	3.34508037865	2.87523374035978	3.99143141545654	4.22524723886817	4.3769351728146	4.198370702066	3.16669247090924	2.73412798174844	NA	3.72684734374493	4.44319811734438	2.91564671280568	2.58930831919641	4.68751728282459	2.472385089513	2.61190180734452	2.71868865474947	2.0262784706398	2.88751064875829	3.97377555524466	4.07923985155295	3.8158847349313	3.18701406187816	3.92424433799122	3.66301060875832	4.501500354895	3.69525557888334	3.27213026711046	2.94968955922798	4.64503323717937
IFNAR1	0.334999989899296	-0.861667296084424	-1.07800010751154	-1.29733252841931	-1.84900056342622	-1.88699941768415	-1.91799890262982	0.14400001984597	0.260832737013319	-0.232999541360741	0.133333491575496	0.113333111832457	0.261999502164441	0.352333336201877	0.555333114865521	NA	0.279999780903508	0.0140002891862868	-0.202666219063459	0.381665899035615	0.702334396700842	0.890000370735984	1.09700042100656	1.32699936224214	-1.75633335602006	-1.02999984914462	-1.47433239348475	-2.17766696900734	0.411000208133115	-1.51600049795259	0.205666511439012	-0.8729993998736	-0.340999975697034	-0.48399998624047	-2.51933284089928	-0.116999558654582	-0.991832119735342	NA	-0.393666179430736	-1.02199976986342	0.0313329416531982	0.524333629125203	-0.0553337264758468	-0.718000098700461	-0.462667151488962	-0.23866689294093	-0.248000777161358	0.0743334809808699	-0.386666943479649	0.122665695813965	0.286333410976752	0.1823332950732	0.370833736607685	0.198666512397382	0.164333064301795	1.0775003363656	-0.289333680484899	0.024333581204539	-1.27666617134601	0.164333064301795	0.148667335797573	-0.743666581191882	0.143333071110636	-1.20533344362759	0.286333410976752	-0.829999595667396	NA	-0.366332769627443	-0.454000208153145	-0.499999757587441	0.364333177202717	NA	0.327334406758736	-0.520000068631538	-0.318333053711599	0.163999852955225	-0.225332598139765	-0.32000122031252	0.164333707989576	-0.250999746306315	-0.285666549315983	-0.0453336151592557	0.064999531379281	NA	-0.112332962192457	0.202000635439068	0.0736665660923526	-0.775999993346023	0.218333940490528	0.0106662802228234	-0.129666373912475	0.116333347122044	0.10733314365157	-0.150000580456791	0.0893342112331061	-0.587000231052392	-0.0133339350848999	-0.115667004412829	-0.104333493102596	0.316999750347839	0.325666751541295	-0.657666909557158	-0.0889996969507632	0.228000269494335	-0.136000038175727	0.574332902177079	0.15333400032692	-0.233667070070235	0.0776663096996234	-0.383334222164856	-0.120088977905562	-0.445000621867124	0.067666661938043	-0.112000511462663	0.146665908709818	0.568332971411601	0.48800056510214	-0.428332314588376	0.510333678647376	0.68100066697435	-0.13699944761304	0.0120000645343226	-0.3206670094034	NA	0.433666581962937
IFNG	2.20133368664952	0.0253324728747601	0.851999636389256	1.05399955454344	0.992665916031909	0.0813334912123447	0.768500677082916	-0.421167337944447	3.05133278818059	1.22766622870229	1.53916645582021	-0.78433457250917	1.88266660177744	NA	NA	NA	NA	1.16266662409451	NA	NA	2.28766664100583	-0.209833520769703	NA	2.97133286600639	3.58599948579477	3.83333301044648	4.98499965809351	3.17566618104829	4.50500011441907	4.071998915291	4.64266681505445	2.46166643136507	4.82166703556663	5.18533261765004	NA	3.9921661974015	3.53483327023753	NA	1.71666686052805	3.78599961090931	4.67566585711869	3.54266642945419	4.242332773717	6.12133312162903	4.39533265561856	3.67799981364364	3.73099930795719	2.83100063900309	5.36233234573425	5.34666601699179	4.49116706961226	4.28899923788281	4.98949940898396	4.77766577595795	4.24833265643644	4.26483249838712	3.91933282603959	4.3683328632026	1.64633337365217	2.62099870427222	5.09900061280237	0.0406656485094255	3.85599994957314	0.778999612529379	3.13966592853085	NA	NA	2.28849984193041	2.87616633520893	NA	2.68966643065116	NA	NA	2.4923327864122	2.43699996903955	NA	1.7216663312322	3.48133246366555	5.65066623770768	2.22799937644025	NA	1.57599991599684	-0.444667179660664	NA	4.68833383123882	1.27433365255288	4.06833362942648	1.27916685635731	2.72866663031746	3.89699903959696	4.25866667655415	1.96666556904771	1.42299968624032	2.45616530841918	5.71833387899596	4.55499998573348	6.20899931509898	1.16166592552477	7.01366583517246	5.56233247000805	5.62466589511448	1.35199958309505	1.06233312586228	NA	4.42133299374745	1.25450007735394	2.98599911220013	4.23449961146114	5.51350053301536	2.53466575390327	3.25357713192722	NA	1.06650035593333	-0.243666680324312	5.60999965773893	1.80383238661521	3.64866606032856	4.40033308923362	0.125667631070047	3.86733277396007	7.81766605363209	NA	-0.431333929928299	NA	NA
IFNGR	0.0215344492879734	-1.34202384714369	-1.40211780672973	-1.36744997456904	-2.1081739605298	-1.88871810790202	-1.50970221036403	-0.556678308935728	0.104688768636997	0.0756364056405192	-0.224217020957532	0.31656238344053	-0.448086948272957	-0.0367721169919193	-0.215002946714305	NA	0.0947123846523683	-0.50336217537711	-0.361190286357051	-0.0849074778695644	0.833769820189387	0.466063660774006	0.795030453484604	0.659103358201849	-0.284725825607739	-0.701023622835874	-0.452629538541219	-1.33001647336516	1.13023735314931	-0.678184093440956	0.578026206688233	-0.116035167379692	0.963099048496309	0.0444516161677906	-3.0282091927566	0.155022133212903	-0.587401634052477	NA	NA	-0.206898848331812	0.704482030068359	0.840164290586575	0.19598085914195	0.0696676625056703	0.130835741044587	0.964069131459671	0.432470411094327	0.137546672801796	0.463611053343485	0.725849065621087	0.820587782134323	1.11958293958871	1.07569376589923	0.904224109982587	1.160200596868	1.62397433441717	0.316002508591314	1.18744028524259	-0.730975713275953	-0.135238338546726	-0.0257386939296599	-0.440136242130611	0.414830998773072	-0.50607317093583	0.513351674200453	-0.853700869054181	NA	-0.409443967426172	-0.79530961093024	-0.518711392981146	0.145995236945854	NA	0.251358320728328	-0.993096512396913	-0.183947249203716	-0.0055939164822416	-0.294808199840824	-0.27924944135447	-0.282554360802967	-0.607469568719214	-0.324583111595602	-0.00810615096242239	0.187987744431727	NA	-0.471793576595901	-0.387513123352807	0.14804563832607	-0.696187695496744	0.419224754290647	-0.219042576428356	0.284601189801067	0.331222173845464	0.805916456513771	0.112968699206107	-0.564512215588564	-1.06290243151884	-0.248136818591984	-0.152273864622547	-0.246490790847724	-0.434986843912811	-0.40814157361794	-0.575324238741449	-0.145962688871347	-0.0961568226233897	-0.683028276076282	0.39122374777612	0.220798971235439	-0.934683577509866	-0.198796304373931	-0.0834423376123905	-0.486881017358419	-0.791450028656982	-0.205589124603533	-0.453961078903451	-0.262208035998996	0.0802734392084174	0.312823489617196	-0.656477562621518	0.235720688686655	0.210378888991445	-0.274965817307452	-0.606310992854199	-0.346616708635587	NA	0.26378921874637
IL10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	-1.13333257039388	NA	NA	0.619499217561578	-1.55616762684163	0.0781663017424274	0.1803312105715	NA	-0.639501546414553	-1.00116732387851	-0.130333546071834	-0.471167269470167	-0.172833464905835	NA	NA	-1.26033367104894	NA	NA	-0.771168506123342	1.66466459938765	0.285499519812679	NA	NA	0.0881658904003491	0.0304995156895003	NA	NA	0.972997701212878	0.597499233162578	NA	1.141166070429	0.681333575200394	0.801832198099741	1.06449950720634	NA	NA	1.09516591988007	NA	NA	NA	NA	-0.598499283512253	NA	NA	NA	NA	NA	-0.364835713898861	NA	NA	NA	NA	NA	NA	NA	-0.455835336234458	NA	NA	NA	NA	-0.518166864143386	NA	NA	NA	NA	0.0596651053339549	-0.937333372887593	-0.573834022963083	NA	-0.720666829330973	NA	-1.15950083264494	-0.0328349346385732	NA	-0.686667763264709	NA	NA	NA	NA	NA	-1.89483473310817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.690166540458312	NA	-1.72900086051723	NA	NA	NA	NA	NA
IL17A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.73561261562093	-1.14058051356705	-2.12168120468628	-1.51920625551221	-1.58317564691635	-1.55678929534521	-0.560680761925181	-6.52212724582048	-3.25672625814602	0.0196990254917565	-0.962923345399959	NA	NA	NA	NA	-3.63835289942325	-1.50241228111143	NA	-1.43878551938635	-1.42917477942142	-0.756598402917207	-0.583461537235746	0.0507753116552598	-0.614978221624799	-1.72670636511407	0.45129405039837	-0.395241642534994	-0.980664872018093	-0.35787876470803	0.909394417548832	-0.78217991588335	0.924427619602136	-0.209539667973346	-0.787726862683384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL17F	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.229195863660008	NA	0.283468096332435	NA	NA	0.787827730538493	NA	NA	1.01824819802808	NA	NA	NA	NA	NA	-0.862711873583092	1.12394788842807	NA	-0.745959342076313	NA	-0.517888396931218	NA	1.28450397630375	-0.0312005563744174	-1.00072753254363	2.28389804911075	0.808437188568581	NA	1.73771107721341	1.95322808797499	1.8737857416233	2.70506928818806	NA	0.959604795823383	-0.33314253658686	NA	NA	NA	NA	NA	NA	NA	-3.85508508917427	NA	NA	NA	-1.29483272927737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832313339267126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL1b	-3.62499968255786	-5.28866678997981	-0.494333579214146	-2.46033315185257	-6.39000121838924	-4.78133219437922	-3.14966615412422	-4.54316677355605	NA	-1.73833305131473	-5.44933286404599	-3.30333365593681	NA	-2.05033299873259	-2.94166721053367	NA	NA	-3.94716613264479	NA	-5.31950006367479	-3.07583332995913	-0.941665963560981	0.0633338264465776	-0.0150003446398154	-0.963666599545703	-2.94333235386743	0.208167711948134	-0.643999745073288	2.03366692897265	NA	-2.57516543256995	1.24733320722698	-0.764332781085188	-0.998999924257047	NA	0.674000741816174	-1.8078333629897	NA	NA	1.67633342494996	-0.927333204877282	NA	-2.4563341112909	1.6606670995588	-0.60266716503092	NA	0.741999629229504	-1.46866639345805	0.686666169319075	-0.902834566000417	-0.99366664082806	0.121666914204457	0.461167012723742	0.00633367517452893	-0.0480006556854172	0.521166801320992	-1.12899938393227	-1.15883382474868	-3.52066644604932	-3.42649966982658	-2.3676658874191	-5.89233333946282	-3.15400001061212	NA	NA	1.11366748480435	NA	-4.83549956079982	-4.2833337452109	-2.77783397588834	-3.11600014486293	NA	-2.34333325276104	-4.76499864817133	-6.13783217248614	NA	-3.79999954157862	-4.20933257383005	NA	NA	-4.09983454847964	-2.32433283438621	-4.2021666256205	NA	NA	-4.86866528479163	-0.859666508846909	NA	-3.14066661783955	-4.33533367141764	-4.24666575048556	NA	NA	NA	NA	-4.85866640920997	NA	-2.19500002628623	-3.58016619243954	-2.1538330779287	-3.9935001457804	-3.06800053014126	-2.28933301051367	-3.45583276383972	-3.59666734966328	0.412332851925391	0.0953327768595514	NA	-5.0459999243763	-2.05000084973023	-1.61475606970656	-3.76699981392969	-2.77149960852647	-4.78233350057186	-4.00500014886429	-2.64266618678097	-4.12266697085001	-2.53033195484375	-2.28933301051367	-1.47733338476869	-3.02333358773409	-1.11699962123737	-2.91933349633778	NA	NA
IL1F6	6.32100073910224	3.43333339084649	3.37133317121359	3.33266740873432	4.9980001663553	3.24666695860911	3.15000117401861	4.2163337171342	5.5393342817947	5.99000073299346	5.14299934226363	5.92199994007728	6.37533282482502	5.74099953141736	5.56833298965436	NA	4.99633374039072	5.28000036014643	5.86600017412346	6.86299991038646	6.14100042038596	5.73733426384191	5.32333342471835	5.59900062185081	1.58496250072116	10.3363339058572	10.9103339531952	10.3203334754918	11.269666355415	10.9476664855046	10.178666755512	11.2206672005708	12.0396674468704	11.4013338083257	NA	11.3806676868643	10.257167178341	NA	9.64633336933151	11.1786667492882	11.5819991449558	10.9163331963368	10.7833325037089	10.6486666991125	10.9890000004567	12.1496667848078	11.860333444069	10.2773339004298	11.276333173737	11.7059990574272	10.5730009066035	11.0820004121527	11.1345005067239	11.1983334216514	11.5636663444813	11.2048336664076	11.555666925668	11.6953325263625	9.33099969628974	7.16133336742153	6.19066720238509	6.92699970410377	7.27433360782038	8.64333376745796	7.24999970883897	10.978334108257	NA	6.87933316079737	6.09399954307404	6.68999964815847	6.30733398185128	NA	7.49866709840959	5.99199952862821	8.39333313465242	NA	5.19933351707305	6.01599970629474	7.57466663464772	6.09300000056572	6.77966722679039	6.94666700403418	5.76500026676209	NA	7.39733347919023	6.52000085088857	9.18933390973527	5.20400060450127	7.33349922992778	6.19433314210036	5.62716730946592	7.95933373422554	6.62033303687954	6.05499929237558	6.38800023129699	5.30300038612415	5.32850008812195	5.35266637658939	6.84799928599793	5.39233253664764	6.17583274763975	5.99999977457888	6.48600040983329	5.73600001796397	4.90300017706047	5.3999998925525	5.53533323880872	5.46433369022994	7.01283356785864	3.45949981715455	4.79891058583681	5.71199948634276	5.22300041492752	5.74633319191855	5.69299984373039	5.62599983635073	4.76466727738547	6.0256669218346	NA	5.52266658008302	5.53433307853381	6.02599993834292	5.86833340595698	NA	6.01199939387257
IL1RN	5.61266677857706	3.72566569383739	4.03366632292283	3.07366721725908	3.39499944022623	3.70400077391088	3.82966713159645	4.94149971104977	5.98766676199139	5.55833339887571	5.12466651649761	5.61733278053275	5.61433316321074	5.0033324706606	5.36499946985056	NA	5.41499997744879	5.11633268997597	4.9849996353158	5.87699922949624	5.99999968441043	6.08700021359365	5.9980007758364	5.98699920277212	7.10966655633775	6.64999993491237	6.28866678166196	5.73333291697577	7.45766668086872	6.1436662656937	6.7586666836599	8.16166657644939	6.7139996889682	6.63016736171852	NA	7.3803338685433	6.44550010590356	NA	6.44966602398194	6.69733263831192	6.85866636119189	7.00966673538386	6.04299949606322	6.42933375750255	6.38399919412014	7.50799977367833	7.3706662238786	6.57366657476098	6.76033247153255	7.15766555639096	6.61233362445041	5.26833295519398	6.79883323153175	7.05366679746984	7.21800014227269	8.12383300256246	7.93533291707817	8.17933239423222	6.8980004239797	5.61099911636911	5.83333363795252	5.91599932961065	6.35799952254133	5.72166658275024	6.47699904319544	7.80933282726936	NA	5.63499976774549	6.0863332781375	5.83166674838253	6.27666694273816	NA	5.70733428161735	5.7669997698159	6.09266687717568	NA	5.48933323382379	4.97766504876703	6.11266677525295	6.07133385507439	6.07833315499893	6.23299952013148	5.30966660878347	NA	5.79333278875793	5.69466739351298	6.15866623368361	5.33766721127055	6.07999968872522	5.18366594693258	5.85433283524089	6.46999957752584	6.48133317414517	5.94299977916883	4.83300036345983	5.13966635414318	5.46233277920402	5.63933289365605	5.14299946475309	5.61199915445159	5.54599986595629	5.21033314129958	4.80033254397546	5.49166649570395	4.79566669943239	5.34733293359402	6.18933336606929	5.27666638448543	6.230332917717	5.57783242405356	6.73557687303115	5.52833282942049	5.30466691162393	5.72066590489245	5.55699951375377	5.97833224899624	5.73199995814922	5.25166683656361	6.12766732461618	5.7736659333194	4.73300013177337	5.22666650859653	5.47966613708387	NA	6.18899941760129
IL20RA	3.23066680277842	2.46233336821168	3.19366677760138	2.00866730420385	1.11033283886016	1.62266698819761	-3.19733262282273	2.66933346439053	2.81533400315776	3.5223341016675	2.41399986455039	3.09333324144969	3.59766610548748	-2.86366684536977	3.2506666243915	NA	3.90166632477826	3.55633322439844	2.60333346225888	3.65366649814911	3.9649998362591	4.39633337487089	5.08066717896199	4.85000006485388	1.77366682993582	2.13566685357505	0.699333079651943	0.614665561530674	4.37699946927601	1.41233333974856	3.41833299574083	2.60300029462857	2.70216725403282	1.96066664694993	-1.03999932869729	2.70333330213486	2.05016627757097	NA	3.02133331841597	1.85566684820851	NA	3.17716691716422	1.9389993400666	1.51533348913779	NA	NA	2.16599938209089	3.15200067692883	2.31499953228992	NA	2.89966733937014	3.48100050223401	3.4764996389437	2.98149997168823	2.36733276102751	4.62183327488385	2.49033317014675	3.4593332497128	2.9890007273251	3.68299907673953	2.00866723250116	3.05533311334215	3.36233241587682	1.85200043566562	3.60099995684145	2.79900065885611	NA	2.32466632670244	2.29266574010535	3.13233335705485	3.67033276593758	NA	2.78933425562842	2.29899959572922	2.66733400872671	NA	2.11483407600563	2.59099931362223	3.07766685653243	2.16833395390321	2.77066711688651	3.3199996545595	3.01333326012989	NA	2.30483312986767	3.05333415479927	2.67033412573848	2.37133414710169	3.7650000014625	2.55233280087808	3.51733365184612	2.60233358591685	3.2059997122578	3.19033277232126	3.13033390537412	2.4870005671015	3.14100044082917	3.44166592966048	2.68133321534108	3.67166611491227	3.35633315152414	NA	3.06666666966885	3.42966684257285	3.22533324121524	4.09733293309707	4.1469996456218	2.44116579673098	2.96966643890427	3.93766623168329	3.84457737688427	2.27099949817079	2.95733350442889	3.3856668191818	3.44399922857415	4.19399995497132	3.30300038612415	2.34033438211824	4.23866688472505	3.96999965371477	3.19933343854059	3.05899975209414	3.00466695558599	NA	3.41566619697294
IL22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75879138474016	2.17725607312493	NA	3.3647938619875	1.50892552342371	NA	NA	0.119811658087441	0.764493084038324	NA	NA	NA	NA	NA	NA	3.26594511047649	NA	2.66062587555019	4.6132900637789	3.67240361651789	4.35716763353564	NA	3.5798935939362	NA	4.22463234629207	3.31969235014408	NA	4.40523787790529	NA	3.26906741753826	4.20716858997744	3.85883263026197	1.19680908278665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.68688347687003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
