variable	Difference	lwr	upr	p_adj	Groups
390	CXCL1	-4.74840009780157	-7.24951911952521	-2.24728107607793	3.42286597110331e-06	PSNL.early.10_20-PSL.early.0_10
393	CXCL1	-3.2683580716451	-5.70347286367607	-0.833243279614128	0.00180143645390274	PSNL.early.20_Inf-PSL.early.0_10
398	CXCL1	3.98081655502319	1.64123393931492	6.32039917073146	3.32977510628663e-05	PSL.early.10_20-PSNL.early.0_10
400	CXCL1	3.8414005279541	0.721957040343076	6.96084401556513	0.00567549415265522	PSL.late.10_20-PSNL.early.0_10
401	CXCL1	4.97906683286031	2.54395204082934	7.41418162489128	6.26129019742905e-07	PSL.early.20_Inf-PSNL.early.0_10
403	CXCL1	4.71751124064128	1.59806775303025	7.83695472825231	0.000282994735809061	PSL.late.20_Inf-PSNL.early.0_10
409	CXCL1	3.08222243520948	0.190420926034316	5.97402394438464	0.0279516408638911	PSL.early.20_Inf-PSL.late.0_10
413	CXCL1	3.53852766884698	0.726699307473534	6.35035603022042	0.00431211187318847	PSL.early.10_20-PSNL.late.0_10
416	CXCL1	4.53677794668409	1.64497643750893	7.42857945585925	0.000150329374547953	PSL.early.20_Inf-PSNL.late.0_10
418	CXCL1	4.27522235446506	0.787578509331425	7.7628661995987	0.00600657547347161	PSL.late.20_Inf-PSNL.late.0_10
420	CXCL1	-4.08641689391363	-6.19142221985773	-1.98141156796953	2.08273218138544e-06	PSNL.early.10_20-PSL.early.10_20
423	CXCL1	-2.60637486775716	-4.63251284721297	-0.580236888301355	0.00323374395039433	PSNL.early.20_Inf-PSL.early.10_20
426	CXCL1	3.94700086684454	0.999403832152124	6.89459790153696	0.00186197926489207	PSL.late.10_20-PSNL.early.10_20
427	CXCL1	5.08466717175075	2.87396939573143	7.29536494777006	3.26065360267691e-08	PSL.early.20_Inf-PSNL.early.10_20
429	CXCL1	4.82311157953172	1.8755145448393	7.77070861422414	7.01077127799321e-05	PSL.late.20_Inf-PSNL.early.10_20
435	CXCL1	-3.60462514559428	-5.74036210187821	-1.46888818931034	3.89715367556942e-05	PSNL.early.20_Inf-PSL.early.20_Inf
438	CXCL1	3.34306955337525	0.451268044200087	6.23487106255041	0.0119743626819696	PSL.late.20_Inf-PSNL.early.20_Inf
443	CXCL10	-3.40686686254089	-6.11504604689574	-0.698687678186028	0.00407200866268986	PSNL.late.0_10-PSL.early.0_10
445	CXCL10	-2.14651492395424	-3.95196771352415	-0.341062134384338	0.00831045535102515	PSNL.early.10_20-PSL.early.0_10
447	CXCL10	-3.40161643147331	-6.10979561582817	-0.693437247118455	0.00415575750175246	PSNL.late.10_20-PSL.early.0_10
451	CXCL10	-2.59525532293931	-4.9591479149031	-0.231362730975517	0.0203774949983639	PSNL.late.20_Inf-PSL.early.0_10
467	CXCL10	2.34297153536592	0.151584452343606	4.53435861838823	0.0267213398704709	PSL.early.20_Inf-PSL.late.0_10
471	CXCL10	3.23993342205356	0.732646699392198	5.74722014471492	0.00283456512944458	PSL.early.10_20-PSNL.late.0_10
473	CXCL10	3.17494439479506	0.220078654840323	6.1298101347498	0.0254268692636105	PSL.late.10_20-PSNL.late.0_10
475	CXCL10	3.65558337562223	1.09659458004912	6.21457217119534	0.000637875884579087	PSL.early.20_Inf-PSNL.late.0_10
476	CXCL10	2.96483359715228	0.369545275094822	5.56012191920973	0.0132302644053737	PSNL.early.20_Inf-PSNL.late.0_10
479	CXCL10	-1.97958148346692	-3.46683129114106	-0.492331675792779	0.00186718135757546	PSNL.early.10_20-PSL.early.10_20
481	CXCL10	-3.23468299098599	-5.74196971364735	-0.727396268324625	0.00289856403821198	PSNL.late.10_20-PSL.early.10_20
485	CXCL10	-2.42832188245198	-4.55910586995571	-0.297537894948251	0.0135936661004606	PSNL.late.20_Inf-PSL.early.10_20
488	CXCL10	2.39523143703559	0.822384039268878	3.9680788348023	0.000219247595131478	PSL.early.20_Inf-PSNL.early.10_20
489	CXCL10	1.70448165856564	0.0732407948668949	3.33572252226438	0.0334414275108019	PSNL.early.20_Inf-PSNL.early.10_20
492	CXCL10	-3.16969396372749	-6.12455970368223	-0.21482822377275	0.0258537373299738	PSNL.late.10_20-PSL.late.10_20
497	CXCL10	3.65033294455466	1.09134414898155	6.20932174012776	0.000652679015277102	PSL.early.20_Inf-PSNL.late.10_20
498	CXCL10	2.9595831660847	0.36429484402725	5.55487148814216	0.0134964083631263	PSNL.early.20_Inf-PSNL.late.10_20
503	CXCL10	-2.84397183602065	-5.03535891904296	-0.652584752998338	0.00267035014322692	PSNL.late.20_Inf-PSL.early.20_Inf
507	CXCL2	-2.37847785949707	-4.57381848459232	-0.18313723440182	0.0239956383277139	PSNL.early.0_10-PSL.early.0_10
511	CXCL2	-1.95064403745863	-3.77092432257494	-0.130363752342326	0.0266992068303691	PSNL.early.10_20-PSL.early.0_10
513	CXCL2	-3.49053300221761	-6.00561164989528	-0.975454354539949	0.00120856185095908	PSNL.late.10_20-PSL.early.0_10
520	CXCL2	2.18948198247839	0.185419346191453	4.19354461876532	0.0220862830655698	PSL.early.10_20-PSNL.early.0_10
524	CXCL2	2.91256391434442	0.838162008244737	4.98696582044411	0.00102140562325348	PSL.early.20_Inf-PSNL.early.0_10
