,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,IL22,,,,Bact,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,28.583000183105469,,,,18.396999359130859,,,,,,,,,,,
,Kalibraator,28.315999984741211,,,,18.118000030517578,,,,,,,,,,,
,,28.215999603271484,0.19,28.37,,18.090999603271484,0.17,18.20,,10.17,0.00,0.25,,1.000,0.12,,
,,,,,,,,,,,,,,,,,
,V1_PMA,26.579999923706055,,,,18.259000778198242,,,,,,,,,,,
,V1_PMA,31.812000274658203,,,,18.482000350952148,,,,,,,,,,,
,V1_PMA,Undetermined,3.70,29.20,,18.288000106811523,0.12,18.34,,10.85,0.68,3.70,,0.623,1.98,,
,V1_SEB,25.448999404907227,,,,13.21399974822998,,,,,,,,,,,
,V1_SEB,,,,,13.519000053405762,,,,,,,,,,,
,V1_SEB,26.131000518798828,0.48,25.79,,13.529999732971191,0.18,13.42,,12.37,2.20,0.51,,0.218,0.28,,
,V1_72h,Undetermined,,,,17.13800048828125,,,,,,,,,,,
,V1_72h,35.006999969482422,,,,16.940999984741211,,,,,,,,,,,
,V1_72h,Undetermined,#DIV/0!,35.01,,17.072999954223633,0.10,17.05,,17.96,7.79,#DIV/0!,,0.004529,#DIV/0!,,
,V2_PMA,34.402999877929687,,,,17.75,,,,,,,,,,,
,V2_PMA,34.270000457763672,,,,17.818000793457031,,,,,,,,,,,
,V2_PMA,Undetermined,0.094045,34.34,,17.830999374389648,0.043501,17.80,,16.54,6.37,0.10,,0.012114,0.055386,,
,V2_SEB,29.74799919128418,,,,15.706000328063965,,,,,,,,,,,
,V2_SEB,29.920000076293945,,,,15.732999801635742,,,,,,,,,,,
,V2_SEB,30.077999114990234,0.17,29.92,,15.708999633789063,0.014799,15.72,,14.20,4.03,0.17,,0.061228,0.078117,,
,V2_72h,Undetermined,,,,16.684999465942383,,,,,,,,,,,
,V2_72h,Undetermined,,,,16.621000289916992,,,,,,,,,,,
