,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,IL10,,,,Bact,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,27.708000183105469,,,,18.396999359130859,,,,,,,,,,,
,Kalibraator,27.618999481201172,,,,18.118000030517578,,,,,,,,,,,
,,27.481000900268555,0.11,27.60,,18.090999603271484,0.17,18.20,,9.40,0.00,0.20,,1.000,0.096359,,
,,,,,,,,,,,,,,,,,
,V1_PMA,31.118999481201172,,,,18.259000778198242,,,,,,,,,,,
,V1_PMA,30.764999389648438,,,,18.482000350952148,,,,,,,,,,,
,V1_PMA,,0.25,30.94,,18.288000106811523,0.12,18.34,,12.60,3.20,0.28,,0.109,0.15,,
,V1_SEB,21.461999893188477,,,,13.21399974822998,,,,,,,,,,,
,V1_SEB,21.381999969482422,,,,13.519000053405762,,,,,,,,,,,
,V1_SEB,21.471000671386719,0.048993,21.44,,13.529999732971191,0.18,13.42,,8.02,-1.38,0.19,,2.609,0.087645,,
,V1_72h,28.424999237060547,,,,17.13800048828125,,,,,,,,,,,
,V1_72h,28.490999221801758,,,,16.940999984741211,,,,,,,,,,,
,V1_72h,28.37299919128418,0.059138,28.43,,17.072999954223633,0.10,17.05,,11.38,1.98,0.12,,0.254,0.054922,
,V2_PMA,28.246999740600586,,,,17.75,,,,,,,,,,
,V2_PMA,28.197000503540039,,,,17.818000793457031,,,,,,,,,,
,V2_PMA,28.436000823974609,0.13,28.29,,17.830999374389648,0.043501,17.80,,10.49,1.09,0.13,,0.469,0.062863,
,V2_SEB,24.283000946044922,,,,15.706000328063965,,,,,,,,,,
,V2_SEB,24.356000900268555,,,,15.732999801635742,,,,,,,,,,
,V2_SEB,24.416000366210937,0.066606,24.35,,15.708999633789063,0.014799,15.72,,8.64,-0.76,0.06823,,1.699,0.032164,
,V2_72h,26.374000549316406,,,,16.684999465942383,,,,,,,,,,
,V2_72h,26.204999923706055,,,,16.621000289916992,,,,,,,,,,
,V2_72h,26.48900032043457,0.14,26.36,,16.670999526977539,0.033645,16.66,,9.70,0.30,0.15,,0.814,0.069184,
,V3_PMA,29.149999618530273,,,,18.197999954223633,,,,,,,,,,
,V3_PMA,28.620000839233398,,,,18.245000839233398,,,,,,,,,,
,V3_PMA,28.75,0.28,28.84,,18.23900032043457,0.02558,18.23,,10.61,1.21,0.28,,0.432,0.13,
,V3_SEB,22.945999145507813,,,,14.526000022888184,,,,,,,,,,
,V3_SEB,22.940999984741211,,,,14.602999687194824,,,,,,,,,,
,V3_SEB,22.919000625610352,0.014364,22.94,,14.58899974822998,0.041016,14.57,,8.36,-1.04,0.043458,,2.053,0.020486,
,V3_72h,25.783000946044922,,,,16.952999114990234,,,,,,,,,,,
,V3_72h,26.354999542236328,,,,16.940000534057617,,,,,,,,,,,
,V3_72h,25.954000473022461,0.29,26.03,,16.961000442504883,0.010599,16.95,,9.08,-0.32,0.29,,1.249,0.14,,
,V4_PMA,23.51300048828125,,,,17.145000457763672,,,,,,,,,,,
,V4_PMA,23.402999877929688,,,,17.46299934387207,,,,,,,,,,,
,V4_PMA,23.302999496459961,0.11,23.41,,17.156999588012695,0.18,17.25,,6.15,-3.25,0.21,,9.509,0.098339,,
,V4_SEB,23.118000030517578,,,,14.753999710083008,,,,,,,,,,,
,V4_SEB,23.11199951171875,,,,14.25100040435791,,,,,,,,,,,
,V4_SEB,23.152000427246094,0.021572,23.13,,14.230999946594238,0.30,14.41,,8.72,-0.69,0.30,,1.608,0.14,,
,V4_72h,24.288999557495117,,,,15.118000030517578,,,,,,,,,,,
,V4_72h,24.391000747680664,,,,15.220000267028809,,,,,,,,,,,
,V4_72h,24.346000671386719,0.051118,24.34,,15.281000137329102,0.082355,15.21,,9.14,-0.27,0.09693,,1.202,0.045693,,
,V5_PMA,27.448999404907227,,,,19.333999633789063,,,,,,,,,,,
,V5_PMA,27.471000671386719,,,,18.739999771118164,,,,,,,,,,,
