,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,IL4,,,,Bact,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,V5_72h,Undetermined,#DIV/0!,#DIV/0!,,17.277000427246094,0.03188,17.27,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V6_PMA,28.277000427246094,,,,19.724000930786133,,,,,,,,,,,
,V6_PMA,27.797000885009766,,,,19.843999862670898,,,,,,,,,,,
,V6_PMA,27.871999740600586,0.26,27.98,,19.870000839233398,0.07788,19.81,,8.17,-2.96,0.27,,7.755,0.13,,
,V6_SEB,24.936000823974609,,,,12.51200008392334,,,,,,,,,,,
,V6_SEB,25.170999526977539,,,,13.010000228881836,,,,,,,,,,,
,V6_SEB,25.090000152587891,0.12,25.07,,12.732999801635742,0.25,12.75,,12.31,1.19,0.28,,0.438,0.13,,
,V6_72h,Undetermined,,,,17.481000900268555,,,,,,,,,,,
,V6_72h,Undetermined,,,,17.933000564575195,,,,,,,,,,,
,V6_72h,Undetermined,#DIV/0!,#DIV/0!,,17.746000289916992,0.23,17.72,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V7_PMA,25.013999938964844,,,,19.440000534057617,,,,,,,,,,,
,V7_PMA,25.371000289916992,,,,19.465999603271484,,,,,,,,,,,
,V7_PMA,25.086999893188477,0.19,25.16,,19.413000106811523,0.026501,19.44,,5.72,-5.41,0.19,,42.425,0.089783,,
,V7_SEB,23.118000030517578,,,,13.425999641418457,,,,,,,,,,,
,V7_SEB,23.221000671386719,,,,13.420000076293945,,,,,,,,,,,
,V7_SEB,23.320999145507813,0.10,23.22,,13.46399974822998,0.023861,13.44,,9.78,-1.34,0.10,,2.534,0.049153,,
,V7_72h,Undetermined,,,,18.22599983215332,,,,,,,,,,,
,V7_72h,Undetermined,,,,18.333999633789063,,,,,,,,,,,
,V7_72h,Undetermined,#DIV/0!,#DIV/0!,,18.312000274658203,0.057073,18.29,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V8_PMA,26.444999694824219,,,,18.60099983215332,,,,,,,,,,,
,V8_PMA,26.729999542236328,,,,18.618999481201172,,,,,,,,,,,
