SAMPLE	AIM2	CASP1	CCL2	CCL20	CCL27	CCL5	CTLA4	CXCL1	CXCL10	CXCL2	DEFB1	EOMES	FOXP3	IFIH1	IFNAR1	IFNG	IFNGR	IL10	IL17A	IL17F	IL1b	IL1F6	IL1RN	IL20RA	IL22	IL22RA1	IL22RA2	IL26	IL8b	KLRK1	LCN2	MICB	NLRP1	NLRP3	PI3	PYCARD	REG3A	S100A8	S100A9	TNF	TRGC1	WIPI1
11	VH013	 17.973926	24.927516	 8.641814	0.195919674	211.27817	 4.466054	 8.277339	0.0015384223	NA	0.0051543275	39.44218	1.1348496	 9.162028	NA	1.1712104	NA	0.9355218	NA	NA	NA	0.09113615	 53.29765	 44.99418	10.775380	NA	NA	16.239285	NA	NA	 31.17535	0.0032193575	0.07631799	14.247795	NA	0.20537517	 29.46643	NA	 0.8249243	 1.66901930	21.725750	 48.251407	16.625599
12	VH014	NA	22.171993	11.109075	0.011539049	188.66286	 9.348059	16.918162	0.0010975477	 21.4266291	NA	37.87043	2.7361877	 6.611600	13.240148	0.9100388	 21.4266291	0.6228565	NA	NA	NA	0.08265997	 29.91921	 27.77407	 9.352378	NA	 5.887983	NA	NA	NA	 47.60365	0.0018274882	0.14365361	13.400049	3.0515245	0.04896292	 27.10211	NA	 0.4038803	NA	14.818561	NA	19.814710
13	VH015	  3.674801	22.187359	10.857850	0.027571720	 81.19577	 8.076136	17.514770	NA	  2.3858446	0.0107117157	17.59385	2.9471765	24.045025	21.753839	1.4889888	  2.3858446	1.3115054	NA	NA	NA	1.33083605	 42.22425	 40.71061	17.116703	NA	19.391634	33.621934	6.8592466548823108	NA	 25.93808	NA	0.12709682	10.951066	1.7156972	0.14602964	 30.51260	NA	 7.3546987	 3.92674262	12.478157	 45.738344	16.772198
14	VH016	  6.874876	18.302895	17.331619	0.121609951	 62.26429	 4.734898	25.797637	0.0014110647	  7.9227381	0.0134367908	29.74001	0.5637005	44.068211	 7.545658	1.1121366	  7.9227381	1.1653788	NA	NA	NA	1.06831180	 46.37686	 72.97515	17.716229	NA	16.482795	64.333889	6.2635533380350514	4.2489825152666688E-3	 18.29444	0.0131608973	0.06255783	10.049140	NA	0.41094028	 30.87426	NA	20.6251679	27.75482340	13.807053	 10.541440	16.245861
15	VH017	  3.558243	25.158946	 8.718018	0.064005185	227.14967	 7.509237	 9.863962	0.0008446650	 18.8239777	0.0054702929	31.71293	1.2603562	 9.519153	 6.018101	0.8504704	 18.8239777	0.5231572	NA	NA	NA	NA	 44.14976	 38.76456	 5.430804	NA	NA	NA	NA	NA	 57.16920	0.0033377406	0.27509444	12.285057	3.5307472	0.14572633	 22.70598	NA	 1.2628352	 1.03921900	13.632700	 38.809351	15.408626
16	VH018	  9.126111	NA	 8.746268	0.049744013	445.61884	 9.628651	88.534467	NA	 45.6803099	NA	47.14392	NA	45.907790	25.768154	1.0553096	 45.6803099	0.8712772	NA	NA	NA	0.03026932	129.14371	 75.07876	 7.833551	NA	20.357927	NA	NA	NA	 51.26847	NA	0.19045210	NA	8.1255394	0.06332856	NA	293.3883289481812	NA	 2.61534285	23.928662	NA	19.049317
17	VT001	  9.773207	NA	16.990626	0.014363000	145.37808	 9.010864	NA	NA	  5.7944260	NA	30.64684	1.1344551	16.306033	 5.549605	0.7666637	  5.7944260	0.9438030	NA	NA	NA	0.24148394	 11.00052	 47.76336	15.323418	NA	 8.550174	42.858379	3.0837829170077704	NA	 47.22021	NA	NA	15.871124	NA	NA	 29.05402	NA	 1.4093206	 0.45354995	13.547918	 39.178742	17.528936
18	VT003	  3.766550	12.555469	14.002165	0.020845941	 91.30217	 5.296025	11.613604	0.0002198403	  9.5372751	0.0039100698	34.53316	NA	14.455810	 6.113090	0.9201309	  9.5372751	0.7135661	NA	NA	NA	0.32652015	 27.83659	106.56404	14.365909	NA	 9.511208	NA	NA	1.0782511312113106E-3	 35.88338	0.0082160484	0.06586143	10.214718	NA	0.09411560	 17.01314	NA	 7.9094496	NA	16.724730	 67.410889	 8.919182
19	VT004	NA	17.557301	16.931845	NA	211.13167	69.953925	33.579293	NA	NA	NA	26.56889	5.0770842	37.112489	 6.582742	0.7345840	NA	0.5777631	NA	NA	NA	0.07345478	 52.41833	 46.15237	 4.826574	NA	NA	 4.178388	NA	NA	 23.17771	NA	0.09304031	 9.982029	NA	0.03645683	 37.17686	NA	 0.5274719	 0.14068095	24.990937	100.763745	16.733490
20	VT005	  3.167476	13.896665	 5.317204	NA	199.46618	 5.633379	13.178986	0.0002102170	  2.0943468	0.0040617952	25.84237	1.2822412	15.108975	 4.073527	1.0480203	  2.0943468	0.8671845	NA	NA	NA	0.14645206	 37.34907	 39.52427	 7.766871	NA	17.071256	NA	0.11364710243412568	NA	NA	NA	NA	13.724355	NA	0.03865147	 32.03698	NA	 1.0787301	 0.38582015	11.068086	 29.422205	16.355078
21	VT006	  1.853604	21.640572	 4.657859	NA	178.56832	 7.058359	11.681606	0.0006937324	  0.8445960	0.0058325113	31.31971	2.1475125	22.331362	 7.399925	0.9253041	  0.8445960	0.7300357	NA	NA	NA	0.03633910	 53.68076	 52.73416	10.451708	NA	15.064964	19.964803	NA	NA	 18.59272	NA	0.07176046	 7.087773	NA	0.11444024	 34.36019	301.67121947386141	 2.6414556	 1.09277769	 8.386099	 46.845298	16.884961
22	VT007	NA	23.995083	10.651611	0.015187209	 93.63652	24.629803	36.010204	NA	 48.8402831	0.0095210254	28.82002	6.7724010	22.346852	15.711789	1.1070082	 48.8402831	0.8338108	NA	NA	NA	0.06228376	 51.73253	 47.07860	10.882961	NA	20.799191	19.681056	NA	NA	 46.39829	0.0080290390	NA	 8.481577	1.9951447	0.14592851	 42.04901	NA	 8.4815803	 6.16029530	25.646078	105.687838	33.949847
23	VT009	  3.958624	27.448711	11.881680	0.042945958	212.30569	 3.666320	16.221477	0.0005906810	  3.4914647	0.0016940200	39.78996	NA	18.627128	16.903380	1.4828092	  3.4914647	1.0572184	NA	NA	NA	0.16013203	 49.38496	 63.04597	18.302895	NA	21.451044	23.304180	0.18407655860047956	2.1056760401999657E-3	 13.94168	0.0032828487	0.11520965	16.598717	NA	0.33875947	 39.23311	NA	 1.9561271	 1.18673632	16.167227	 25.109578	21.962948
24	VT010	NA	22.110599	11.604940	NA	197.81381	 4.950816	NA	0.0013460997	 12.5417439	NA	38.67509	NA	 7.537920	14.083019	1.4024998	 12.5417439	1.2421363	NA	NA	NA	0.05740551	 27.18365	 53.15008	 9.869660	NA	22.337956	16.901717	NA	NA	 33.98908	NA	0.09802766	14.486792	NA	0.15589718	 17.77363	14407.171825544821	NA	 0.08676953	16.575727	NA	17.663102
25	VT011	  4.191113	28.680547	11.029800	0.123364645	107.11378	10.524407	21.688136	0.0031451272	 21.1170015	0.0164302762	17.56949	3.4168523	17.448128	 9.107241	0.7431203	 21.1170015	0.6344254	0.61978232881314055	NA	NA	0.17309885	 65.14881	 38.09862	 5.064200	NA	14.256123	 9.814831	NA	NA	 41.84550	0.0224483894	0.04798302	11.599577	NA	0.21543640	 35.35888	NA	13.1136822	 6.99020327	15.765146	 79.231375	14.791204
26	VT012	  5.104137	37.695843	28.946846	0.017836804	188.53221	12.924176	15.972306	0.0024449166	  1.0910125	0.0066496811	60.03229	2.8732176	28.920089	15.181520	1.4243796	  1.0910125	1.1774948	NA	NA	NA	0.20457007	NA	 69.92165	18.878430	NA	21.546352	NA	NA	1.70363722618622E-3	 47.54870	0.0035179411	0.11918995	19.991764	NA	0.28843807	 43.72342	NA	 1.9765723	 1.43793765	37.739409	101.031845	32.103698
27	VT013	  4.350456	29.473232	11.395037	0.051808511	 94.07023	 7.561472	29.117887	NA	 14.5942966	0.0056730223	39.89122	2.2470002	23.601936	12.667067	1.6032514	 14.5942966	1.1569920	0.30166082784765613	NA	NA	0.35915204	 45.97146	 54.70747	15.670721	NA	16.265402	29.046476	NA	2.1220387776814805E-3	 26.68579	0.0100949196	0.10001814	13.727525	NA	0.11716932	 21.83645	NA	 1.6962324	 1.16312012	20.956600	 63.837511	16.495497
28	VT014	 10.150645	27.183636	10.413149	0.030578618	133.83701	35.506206	81.205232	0.0032357895	225.6066923	0.0139428276	23.23669	8.2420329	43.111474	22.650961	0.9094086	225.6066923	0.8264699	NA	NA	NA	0.12299456	 46.34472	 26.59347	 9.185342	NA	NA	51.598774	NA	9.4493261481689531E-4	195.99408	0.0029646117	0.14282627	10.553621	NA	0.08863375	 30.47034	NA	NA	 0.36984693	33.090224	223.789640	21.851604
29	VT015	  6.763796	22.784812	12.996042	0.019183381	102.22937	 5.606107	31.049548	NA	NA	0.0103301110	22.41925	1.1285741	17.371695	12.953370	1.0083525	NA	0.6568742	NA	NA	NA	0.46105168	 65.16385	 37.44410	 8.333946	NA	18.706809	14.959584	NA	NA	 40.50421	0.0307636525	0.08972579	 9.657612	NA	0.63904958	 24.49927	NA	38.0370480	17.29959989	14.333640	 24.352528	11.944996
30	VT016	NA	22.747991	11.318942	0.038194259	 86.62228	 2.165449	 4.016203	0.0009911108	  0.7415758	0.0108324252	27.86404	1.3970011	10.575596	 9.660717	0.8006996	  0.7415758	0.7864262	NA	NA	NA	0.13218831	 58.41769	 44.62147	 8.025921	NA	13.533914	17.252803	NA	NA	NA	0.0125859844	0.06091746	10.144784	NA	0.18492347	 41.15512	NA	 5.2988037	 2.65369144	22.424437	  8.299355	20.186718
31	VT017	NA	 9.109261	12.960068	0.103892713	177.78633	 3.881641	33.278098	NA	NA	NA	22.96451	2.5004147	NA	 7.725828	1.3164632	NA	0.8220888	NA	NA	NA	NA	 82.97859	 59.86609	 4.951964	NA	26.569930	14.700886	NA	NA	 23.61012	0.0020635696	0.17773912	12.849739	4.6536843	NA	 21.42170	NA	 0.7982988	 1.20330346	27.227649	 50.920228	13.618556
32	VT018	NA	20.520580	 4.994478	0.056654445	182.82668	 2.786266	NA	NA	NA	NA	44.76604	NA	14.722997	25.020405	1.3506619	NA	1.2006280	NA	NA	NA	NA	 64.53453	 72.95826	10.671316	NA	21.597876	42.277770	NA	NA	NA	0.0015175656	0.04371683	12.630436	NA	0.06203960	 67.38394	NA	 0.7587339	 0.29902407	14.446678	 32.589437	14.870005
