C001	C002	C003	C004	C005	C006	C007	C008	C009	C010	C011	C012	C013	C014	C015	C017	C018	C019	C020	C021	C022	C023	C024	C025	PH001	PH002	PH003	PH004	PH005	PH006	PH007	PH008	PH010	PH011	PH013	PH014	PH016	PH017	PH018	PH019	PH020	PH021	PH022	PH023	PH024	PH025	PH026	PH027	PH028	PH029	PH030	PH031	PH032	PH033	PH034	PH035	PT001	PT002	PT003	PT004	PT005	PT006	PT007	PT008	PT010	PT011	PT012	PT013	PT015	PT016	PT017	PT019	PT020	PT021	PT022	PT023	PT024	PT025	PT027	PT028	PT029	PT030	PT031	PT032	PT033	PT034	PT035	VH001	VH003	VH004	VH005	VH006	VH007	VH009	VH010	VH011	VH012	VH013	VH014	VH015	VH016	VH017	VH018	VT001	VT003	VT004	VT005	VT006	VT007	VT009	VT010	VT011	VT012	VT013	VT014	VT015	VT016	VT018	km$cluster
CXCL10	0.0556687928645979	-0.228028437411084	-0.0834924394479272	0.00507032886325579	0.0198709437799535	-0.226156383249552	0.0190383595466694	-0.415497496524209	0.244070029770517	-0.200537923134422	0.134803207401613	-0.507463544163073	0.0606024280416655	0.264822276162437	0.124512385478396	0.209367507276542	-0.00181786079543674	0.206475523959607	-0.0262363799326006	0.00119066121652182	-0.427824058382732	-0.251771597317744	-0.0173312523055996	0.0780009397287483	0.412231019168987	0.344751741860011	0.636914186295721	0.223285740087007	0.248529338470483	0.432599596442326	0.44611366170762	0.0417055954590728	0.397200386723117	0.447081805842773	0.140354068146052	0.220005658128654	-0.156346328162334	0.324682866410962	0.354593104936883	0.157800149399546	0.28020000251712	0.815508287282787	0.2778663781427	0.0245504088447154	0.00212566934343508	0.0331933841443303	0.49570637840869	0.500226066091952	0.2764753972553	0.230524550296743	0.267222009641985	0.329694272239121	0.171813458178878	0.0695050109943082	0.20165290209941	0.149509911594167	-0.106868343049288	0.284044026767097	0.637001667428884	-0.245347492822319	0.456935123081849	-0.381534063468716	0.192044481231347	0.165389500157403	0.0468769964871479	0.290438449299153	0.364006668993556	0.126318084973639	0.104155466793877	0.246121690432336	0.0966491646332669	-0.0844106210950302	0.497890798422264	0.709533187155179	0.181900706199745	0.130732273764023	-0.137956767335454	-0.364774351282344	0.512665676194591	-0.205723172103212	0.296951532069366	-0.0834011463282837	0.0367620080150311	0.56105264395966	0.517667284543767	-0.156642798503478	-0.461750092371344	0.0395773579742904	0.753709152872503	0.569759307815187	0.739055865074608	-0.150335739841856	1.09524603253953	0.842305656081585	0.755259481728564	-0.0648672568842185	-0.156310083693679	0.386277557324976	0.653872339218657	-0.393135132616354	0.276667358581584	0.608635072442412	0.60936266681885	-0.108389524252392	0.433828740215628	0.502767039245793	-0.074648838285632	-0.514306714163692	0.753076884146226	0.12255262047597	0.220490416529005	0.636250139663644	-0.272382092459529	0.501520451989668	1.11918268678963	0.190082471563159	-0.394206933369931	0.214568564668527	1
IFNG	0.0556687928645979	-0.228028437411084	-0.0834924394479272	0.00507032886325579	0.0198709437799535	-0.226156383249552	0.0190383595466694	-0.415497496524209	0.244070029770517	-0.200537923134422	0.134803207401613	-0.507463544163073	0.0606024280416655	0.264822276162437	0.124512385478396	0.209367507276542	-0.00181786079543674	0.206475523959607	-0.0262363799326006	0.00119066121652182	-0.427824058382732	-0.251771597317744	-0.0173312523055996	0.0780009397287483	0.412231019168987	0.344751741860011	0.636914186295721	0.223285740087007	0.248529338470483	0.432599596442326	0.44611366170762	0.0417055954590728	0.397200386723117	0.447081805842773	0.140354068146052	0.220005658128654	-0.156346328162334	0.324682866410962	0.354593104936883	0.157800149399546	0.28020000251712	0.815508287282787	0.2778663781427	0.0245504088447154	0.00212566934343508	0.0331933841443303	0.49570637840869	0.500226066091952	0.2764753972553	0.230524550296743	0.267222009641985	0.329694272239121	0.171813458178878	0.0695050109943082	0.20165290209941	0.149509911594167	-0.106868343049288	0.284044026767097	0.637001667428884	-0.245347492822319	0.456935123081849	-0.381534063468716	0.192044481231347	0.165389500157403	0.0468769964871479	0.290438449299153	0.364006668993556	0.126318084973639	0.104155466793877	0.246121690432336	0.0966491646332669	-0.0844106210950302	0.497890798422264	0.709533187155179	0.181900706199745	0.130732273764023	-0.137956767335454	-0.364774351282344	0.512665676194591	-0.205723172103212	0.296951532069366	-0.0834011463282837	0.0367620080150311	0.56105264395966	0.517667284543767	-0.156642798503478	-0.461750092371344	0.0395773579742904	0.753709152872503	0.569759307815187	0.739055865074608	-0.150335739841856	1.09524603253953	0.842305656081585	0.755259481728564	-0.0648672568842185	-0.156310083693679	0.386277557324976	0.653872339218657	-0.393135132616354	0.276667358581584	0.608635072442412	0.60936266681885	-0.108389524252392	0.433828740215628	0.502767039245793	-0.074648838285632	-0.514306714163692	0.753076884146226	0.12255262047597	0.220490416529005	0.636250139663644	-0.272382092459529	0.501520451989668	1.11918268678963	0.190082471563159	-0.394206933369931	0.214568564668527	1
CASP1	0.687553611595583	0.60370579462968	0.462758397864239	0.928499177337191	0.747574188970645	0.838819734838635	0.737164619288633	0.792859880319099	0.541430347122656	0.753359958251043	0.823486265798347	0.813739893244435	0.881896159171565	0.831056532693243	0.623614561054829	0.646588639304707	0.698397321020062	0.69553972648244	0.585342511460337	0.743749969897679	0.642239274627776	0.728207367050432	0.627344026311982	0.631869857633661	0.516645344335687	0.55433202177344	0.549555072348239	0.486993330554987	0.492503744216315	0.431489472009164	0.476781478175737	0.363656541069894	0.37899800169052	0.177538615895285	0.36168454554916	0.369214125706948	0.445161755651744	0.394918078609574	0.461379130666871	0.410555199897806	0.43821442619916	0.317943333838134	0.294688256397882	0.321150723219277	0.306851189400277	0.459904574938149	0.343444391176863	0.364566157783084	0.358488871866767	0.296305310214445	0.275517535542363	0.298231818156432	0.41819123809361	0.409886527870849	0.388438716560775	0.298587946843159	0.420922232099739	0.804217042052665	0.617360289295691	0.597838406956863	0.559024227955111	0.382172210163817	0.568448999490784	0.3386575103272	0.602954747994296	0.563193935335114	0.717679135822238	0.585505812310989	0.527491801665383	0.639671507383379	0.391711894500395	0.332541733159483	0.856700873577374	0.41014715515833	0.626314421297034	0.652819442096569	0.384344447574024	0.721278099794255	0.442500259712997	0.512163817774984	0.339497415970604	0.689375016496105	0.440551597246497	0.588207196847901	0.587785875231284	0.376621505384656	0.543658134794396	0.617076138013617	0.413714552711033	0.516535789103821	0.352412770963504	0.61793214994955	0.502005946680212	0.697425211365361	0.626660146604551	0.609241017410962	0.712797848236838	0.719350515859055	0.665032363967177	0.66422370759344	0.567621868555247	0.705278576130275	0.317526742349465	0.532279327760322	0.51390905361456	0.420171819509057	0.573709068339386	0.622097187825003	0.490021693442113	0.746972515259521	0.406159763950471	0.75172412782327	0.793951915691457	0.750429396220057	0.530288536268773	0.620949861511709	0.815824724761504	0.525554617318462	2
CCL2	0.500551380037388	0.359306775178932	0.462394602888881	0.437204411940682	0.252494389377641	0.29265757955694	0.508172387963089	0.401554042826889	0.264399989549221	0.568973292490586	0.58054902009859	0.560001442889394	0.322138533577655	0.50244176231227	0.198060147715921	0.508983700063936	0.672201675965835	0.591441985990335	0.0622238854317602	0.532321199262972	0.357765832283617	0.294958243529609	0.657990428544525	0.709925053041296	0.561665562148779	0.318139832175038	0.731014393198473	0.562166546205939	0.516395707768678	0.529670184053749	0.27119932373542	0.388094279004675	0.625892352676523	0.217687130348455	0.273947269036141	0.427453455916924	0.625532490942157	0.315347560703831	0.251784288120014	0.470727485869893	0.289368335443364	0.531726262934828	0.563512471692628	0.271689337601854	0.305406666748937	0.468975485866128	0.37034638043764	0.253452213106631	0.458899197857127	0.449229180640086	0.505260634573724	0.314724334294046	0.466788290437845	0.285432562696318	0.288647083448198	0.276953069972378	0.184910993398737	0.494579290749497	0.762894170161851	0.486044965953038	0.616453755936951	0.189230344377548	0.365958442580363	0.273872634158877	0.318524890514372	0.47457669635701	0.393013451055293	0.354783356575185	0.438647620916462	0.390096087949338	0.272576871122893	0.645600947565324	0.439470923179634	0.429261262145585	0.476893493473782	0.386045439513521	0.264717105296217	0.632934927632998	0.353030970204267	0.400312391269912	0.49018113201362	0.651842862693957	0.427055182555389	0.594974210358966	0.443871221597016	0.196411367737146	0.523425994688234	0.491352533008389	0.179158950778947	0.290290312728975	0.144625614482883	0.31814049172913	0.151791608848413	0.369776271582949	0.41622475106403	0.680187496770929	0.930698097708435	0.374526540843921	0.439495379038051	0.325373788581678	0.548674810232385	0.352189280112215	-0.021482584867961	0.429007366869735	0.545672117075109	0.405241975632178	0.24456305660498	0.083928488493825	0.18942354670583	0.493412507633159	0.195068950350404	0.391271899698087	0.714456896980295	0.413887109266209	0.26326424530718	0.39283926246067	0.569114535814624	0.0368561342106532	2
CCL27	1.30328476573684	1.44816647346006	1.64818104759535	1.68480282890593	1.47764275403759	1.517142921523	1.49551795253614	1.50618004022211	0.900971563313014	0.947646419829576	1.2974266650163	1.41473976543551	0.822172914668359	1.23561421823057	0.918298797452938	1.18399272380643	1.40440693347165	1.20980326316268	1.29350075267688	1.5190719084873	1.40402070828539	0.89547339602315	1.21639884614584	1.24053758943291	0.68578701536884	0.710543777414347	0.45212974681433	0.507893999700261	0.40609772374517	0.304283227719741	0.787665175690209	0.990967210636018	0.289885191571105	0.630253279275244	0.399383067987419	0.790125776233824	1.04478990031568	0.533556306342835	0.451902130401964	0.706694068865303	0.592993224508095	0.518577504428794	0.434870095730421	0.279272556073425	0.595234071976657	0.583871100742916	0.384114137578087	0.0698541793329141	0.568485706204303	0.229395530814717	0.00700321813190442	0.298256851152278	0.164569888023775	0.470393043888318	0.258434021721066	0.650540288638759	0.736652719913537	1.44799228944671	1.21371235874615	1.24465445767635	1.17912008501305	1.44694072263085	1.44807860583976	0.930874425330526	1.623555542416	1.43088264019173	1.4571101987631	1.39055157990347	1.231948793648	1.38256586881219	1.13649988276128	1.27208625065432	1.2875389801397	1.30177644071902	1.19292908535817	1.34537149842805	1.2368662976168	1.24411468670244	0.93609229167659	1.28121591869597	1.19209995787155	1.42885489453967	1.01582888272177	1.27747830857031	1.16336380600203	1.5115315483335	1.63873883481633	1.36506067472353	0.929810820678386	1.48665860534546	1.21316057811613	1.34892271628721	1.21912173043393	1.28957638822693	1.23792520367835	1.31454033312959	1.40172064661884	1.41501500862269	1.36381263584456	1.27936860989551	0.993054177584516	1.43836055749653	1.47863198870622	1.50137599064278	1.09176556661791	1.44379763275611	1.48642107795339	1.36151231039116	0.993982831321276	1.36645945313021	1.12371790122905	1.24874052202678	1.27850391594066	1.16143157046543	0.973872069032515	1.2308401435771	1.28842025381725	1.28193490586099	2
IFIH1	0.0476301773903733	0.467494456296406	0.523104900824235	0.487873597031151	0.496146943922236	0.42123692982723	0.60655117603249	0.403074074743613	0.0509137236583509	0.489161601943678	0.364252619230723	0.350569770541944	0.20012206026534	0.238012214872173	0.306119341578189	0.170861131744861	0.227463938940207	0.0325247678605359	0.178338654316816	0.327103168881809	0.392592716977557	0.254471750409379	0.399684111666197	-0.0203926908366661	-0.111117006264243	0.271087332661755	0.262272089535059	0.154836893204337	0.259687425916983	0.0139369599844202	0.322925814086225	0.560631460390624	0.300656178827984	0.174205514034289	0.111380116622626	0.0365325856117189	-0.165463275475022	0.366415729076723	0.474662004467817	0.468736946621122	0.160018152403707	0.217701911754996	0.404432546352278	0.458559873623091	0.413563019366352	0.276595580004615	0.0948383846951191	0.422426697063251	0.360002830528518	0.532101196724248	0.391605699259401	0.317292420157878	0.410398268653972	0.595771338836564	0.603786550185638	0.361042705362038	-0.0741350368254411	0.546855322836155	0.79495890246373	0.207599534441935	0.355942778130521	-0.152851830049084	0.292966037742421	0.504619528601294	0.28720357236859	0.334507121888581	0.553266515873414	0.125731261930448	0.269661107464859	0.25184253116222	0.0933182700503113	0.311592647450054	0.322894144810574	0.160379046779396	0.387112917344839	0.525036589623099	0.42311091947813	0.537497155702146	0.30075302767611	0.615572392091605	0.332637734044021	0.155660969989654	0.24136535854339	0.499631892895155	0.450033396492225	0.357690425262884	0.660687890997718	0.654640594171058	0.159696208359374	0.24452499180441	0.0723433072058205	0.486396928500595	0.38304633259928	0.587118727667545	0.469408787504117	0.362859739412639	0.260332032068725	0.528801078059677	0.496768791592338	0.654867393227328	0.259722545989958	0.228713774472078	0.390870379812241	-0.129954863382843	0.304285379654162	0.016395793722862	0.153278558653213	0.246118291786568	0.333293902132835	0.600162341710538	0.258445644779746	0.31902785674987	0.520186156940119	0.451365043098648	0.479526319395438	0.391503033851985	0.513124078485828	0.594121132647399	2
IFNAR1	-0.405779473364206	-0.430817859507652	-0.504804686984022	-0.485320612415066	-0.540330274984813	-0.662627894453281	-0.570975108502649	-0.275968635793647	-0.41050512980392	-0.616166490316995	-0.190979972802292	-0.301022914621956	-0.322983685946705	-0.340989405186495	-0.405015037819743	-0.335707722923767	-0.275362833274197	-0.24771603759943	-0.444609111613581	-0.391297657434622	-0.158337734727873	-0.303568842618792	-0.142752527627771	-0.361547947687582	-1.03663881546888	-0.707476713638753	-1.104698604262	-1.15803969637946	-0.803240612170961	-0.89688149476334	-0.45702343621322	-0.705925459352274	-0.938891692082399	-0.949321647735421	-0.901635308818033	-0.869374748988081	-0.673757577842225	-0.933791996997978	-0.824367535861694	-0.57306251080277	-0.713111174192583	-1.12537400834388	-0.90648702488595	-0.965521187816862	-1.0756540355322	-0.607959046545418	-1.06649618911419	-0.790642476701079	-0.836552456249066	-0.928870725411761	-0.982117417248407	-1.04129072389619	-0.951602162342823	-0.732941732285671	-0.821052136169498	-0.89569980075789	-0.733825117891502	-0.298403863130458	-0.752024041230218	-0.409139576663331	-0.337661065257639	-0.94613327119994	-0.531679831932631	-0.723818728168683	-0.629545906522366	-0.439429805771453	-0.450147605201948	-0.398639769649284	-0.499919147204871	-0.447425313799755	-0.60928091692604	-0.621437497267044	-0.393972982217568	-0.847860817401127	-0.375765534405606	-0.371459598036337	-0.595040823617885	-0.254327111622105	-0.696093986389589	-0.472064006935854	-0.765278475748583	-0.571597332434185	-0.561141937666966	-0.450427646953322	-0.534907746036173	-0.680933867850858	-0.863039029506418	-0.72538189148735	-0.808176162352078	-0.812444033334761	-0.505335086879664	-0.437751643292023	-0.722786953071493	-0.286885669399662	-0.306738477226666	-0.538549948998558	-0.443243460450159	-0.276014036920463	-0.377067878231682	-0.616679948914937	-0.405597636907889	-0.423191252664371	-0.828545245922402	-1.11877789570965	-0.247257205491078	-0.886177784144576	-0.311851125312966	-0.482330803278632	-0.648573739020697	-0.136779626769257	-0.496916180434888	-0.62620452254155	-0.192122005733795	-0.280635461103045	-0.415195538128418	-0.645767905019996	-0.367094067243371	-0.415406076755585	2
IFNGR	-0.483283368026473	-0.540638888552463	-0.5755584561259	-0.499944221162865	-0.59142327058383	-0.663009008498214	-0.481304315618116	-0.448952527389451	-0.447132243633845	-0.528344950946195	-0.273837571122394	-0.254285375214236	-0.491049849678985	-0.437979936695009	-0.595829873653657	-0.378776143895097	-0.398568238385895	-0.282554987108352	-0.5591616720355	-0.358757558309321	-0.262212643759442	-0.38187785854495	-0.464741102420293	-0.540084080907314	-0.637530818574395	-0.636299568973034	-0.82921953829817	-0.939319665691327	-0.618464834489167	-0.697550574101416	-0.381230821487445	-0.536214310999017	-0.601392416533298	-0.819159652627668	-0.832656900533583	-0.77204512349388	-0.489014535583129	-0.720442547538579	-0.653489113690837	-0.496586902352981	-0.655025329990125	-0.901847772187308	-0.761794312166808	-0.661488482139155	-0.891336865196492	-0.593256766848829	-0.835446157113418	-0.641593780347944	-0.695134258948058	-0.664266098411757	-0.79145425011339	-0.830041753428693	-0.677661600690976	-0.595360753042659	-0.673955574953489	-0.615844684620947	-0.616779485695215	-0.369428885267729	-0.800961041121035	-0.345753342028108	-0.279554258068953	-0.747173830024125	-0.474098517586524	-0.729023780552725	-0.640530177786882	-0.514234142131343	-0.454470443829864	-0.447930862240014	-0.519315819772092	-0.556349073913763	-0.57485060263977	-0.640600458678495	-0.384411854815753	-0.974718020327726	-0.455955633680031	-0.380212414368752	-0.584545709557014	-0.227674971413318	-0.786602557318347	-0.618484553684059	-0.745500186036906	-0.552638258906899	-0.513294331367962	-0.510213052768196	-0.435542522720296	-0.620045184500592	-0.649965468657803	-0.648195407057858	-0.989599717644399	-0.940369662236524	-0.552292807075758	-0.445988645214587	-0.759095843326558	-0.448769916691476	-0.453804540547063	-0.51914160531045	-0.45743968876752	-0.34915067268841	-0.50081424624611	-0.676860892331543	-0.389348279410715	-0.585075832686959	-0.901676206879304	-1.01493715707658	-0.321306294800874	-0.98501684616864	-0.376743707432268	-0.565377957496213	-0.753472770587215	-0.239223686004078	-0.53667780335245	-0.685853102004402	-0.249419660489327	-0.396160018531479	-0.441807919679466	-0.819895409482764	-0.37345161941858	-0.45612820675971	2
IL20RA	0.310169894482516	0.329128419342204	0.427685372550897	0.204174666254054	0.0430675975931953	0.115629377511442	-0.851944489902727	0.347487219582832	0.188711155184196	0.452403728369641	0.33753426955014	0.384300968059629	0.466515521037263	-1.14262701879958	0.262628146484893	0.506116721076523	0.568213178162257	0.368960552199322	0.358728723083917	0.416456097208029	0.700799993334336	0.729504168426758	0.504679924558854	0.580189866238246	-0.0792834920292983	-0.0225545252145278	-0.518618873388961	-0.437531586125784	0.215645304443643	-0.200180550820042	0.196904462519548	0.0733926041789242	-0.151323634477351	-0.347180061071092	-0.186464139070455	-0.137292041959039	0.16353166721057	-0.180574116272604	0.258660895872518	0.0692976668947084	-0.252164908355191	-0.491593275453252	0.106732487219867	0.329463974888995	-0.421781121847375	0.107852362820323	-0.332359673746001	0.286855139476838	-0.144797754648403	0.00241008227435922	-0.142041271069752	-0.208090563810464	-0.345606932550783	0.159383974304655	-0.145593700951826	-0.06920449484717	0.181121573057674	0.535832412597841	-0.230122276226679	0.384205453562015	0.351278905213873	-0.0762348029650646	0.309058061220429	0.073148427065668	0.0560918292847579	0.162553385403535	0.389008864398571	0.347709360701293	0.128628694940636	0.201609459656676	0.155661895972686	0.0240340434612958	0.289002035887839	-0.0208588895670315	0.168478599037602	0.315947656454269	0.353709172669688	0.384591057612931	-0.0874758515408282	0.236136279554148	-0.0747933468374001	0.176038570699067	0.283592961601611	0.21108173757251	0.33985292492742	0.0234735397222109	0.0820793371925656	0.255069470185118	0.0356136841960873	0.0138675175740767	0.125493414102632	0.362692810269247	-0.0112901223888205	0.435291618716248	0.300651983471853	0.311960550601832	0.343206807056935	0.446349063253869	0.383318434926569	0.54119479640356	0.556301551970014	0.194503467327681	-0.0635421758148791	0.37741423843579	0.553141662017903	-0.111326105773478	0.37438481957609	0.367098475610728	0.197376648578855	0.624250572872247	0.142031359285288	0.0976634382790331	0.585790025616132	0.526722315569068	0.228350885136117	0.21232195986857	0.44759684663792	0.299423572677327	2
IL22RA1	0.44178834277503	-0.188388593844701	-0.181963639666267	-0.330280435855345	-0.242967555092659	-0.342231822769232	-0.120420409050783	0.398258087240241	0.524516981054224	0.404615430369468	0.621097764357813	0.491956867800415	0.523443931725573	0.307860803204441	0.317611125966969	0.43307185710941	0.512824394215887	0.587523262198377	0.542979851240069	0.343681405599524	0.527733205490128	0.31403670468428	0.277735453341603	0.576518253460894	0.403499976374721	0.54145201487798	0.120512687662419	0.276481920674792	0.448846489433974	0.342304139393936	0.482101525977626	0.343346617778822	0.249512487770994	0.266378328094217	0.181820594549869	0.350158825768636	0.457705179932272	0.325799812996179	0.336802633087924	0.345057581210941	0.366003456781222	0.128486958372895	0.115248120040306	0.2003680761549	0.237308298437455	0.454856551218251	0.33063498891954	0.426106644951846	0.254637148849933	0.275021994527676	0.244884654054821	0.258519305135771	0.138356895319286	0.474793764457284	0.631459162507664	0.556176461348744	0.407994399526605	0.767190235066884	0.25114574115484	0.532827932452018	0.608119395878267	0.352027865740882	0.462592692271442	0.183234843719662	0.285122867705126	0.544738071543141	0.511692257898965	0.349837055311514	0.334352300911635	0.532545395431569	0.37901116679363	0.205447895910509	0.478810119279066	0.223469562081373	0.597154348604984	0.530720697131149	0.500166687904425	0.395492014170701	0.287568258896536	0.357185910333284	0.232725549358583	0.284878390260227	0.348780399719914	0.447615724663081	0.418974067226697	0.478840317559559	0.470632721231377	0.124903627957073	0.130520369186776	0.419654254984768	0.289038944225854	0.490301460183064	0.277497160733846	0.471362252070658	0.498139484047346	0.434755248371274	0.421782542963907	0.541565840017673	0.232305951580696	0.600363587703225	0.531225855274724	0.439929094915908	0.30093265364834	0.0859623945498556	0.433031595912004	0.24694877174036	0.644200158035908	0.495194904425512	0.437116940652911	0.672312806576512	0.409509771888519	0.488054175745322	0.625580350129147	0.539912744000213	0.455974277233219	0.540827019840247	0.632284105512407	0.543249873300684	2
