SAMPLE	AIM2	CASP1	CCL2	CCL20	CCL27	CCL5	CTLA4	CXCL1	CXCL10	CXCL2	DEFB1	EOMES	FOXP3	IFIH1	IFNAR1	IFNG	IFNGR	IL10	IL17A	IL17F	IL1b	IL1F6	IL1RN	IL20RA	IL22	IL22RA1	IL22RA2	IL26	IL8b	KLRK1	LCN2	MICB	NLRP1	NLRP3	PI3	PYCARD	REG3A	S100A8	S100A9	TNF	TRGC1	WIPI1
34	C012	NA	24.5450000762939	25.4810009002686	NA	23.6870002746582	26.5690002441406	31.863000869751	31.7320003509521	31.943000793457	NA	25.1650009155273	30.4750003814697	NA	NA	25.0650005340576	31.943000793457	22.651934	NA	NA	NA	29.8150005340576	27.5009994506836	23.4060001373291	25.6340007781982	NA	23.986126	28.67895	NA	NA	28.5729999542236	24.13425	28.2980003356934	23.6770000457764	32.41559	25.8330001831055	25.003999710083	34.8790016174316	25.7689990997314	26.5599994659424	27.6350002288818	29.32200050354	25.943000793457
35	C012.1	30.9820003509521	24.5629997253418	25.5790004730225	30.1730003356934	23.6070003509521	27.0209999084473	32.7379989624023	31.6280002593994	32.117000579834	30.8059997558594	24.9080009460449	NA	30.4689998626709	27.028801	25.1009998321533	32.117000579834	22.849506	NA	NA	NA	29.3549995422363	27.6100006103516	23.3090000152588	25.5049991607666	NA	24.187038	NA	35.276016	NA	28.5069999694824	24.166786	28.6399993896484	23.6590003967285	31.671974	25.7810001373291	25.1749992370605	NA	25.9020004272461	26.5459995269775	27.4379997253418	29.2549991607666	26.0139999389648
36	C012.2	30.6499996185303	24.6830005645752	25.4440002441406	30.1520004272461	23.7269992828369	27.1480007171631	NA	31.2970008850098	NA	30.7169990539551	25.2220001220703	30.6389999389648	30.8279991149902	26.7548	NA	NA	22.899609	NA	NA	NA	29.8460006713867	27.7399997711182	23.4160003662109	25.3819999694824	NA	23.902369	28.63712	35.989937	33.1720008850098	28.6180000305176	24.358316	28.7399997711182	23.6049995422363	NA	25.8309993743896	25.2059993743896	38.2569999694824	NA	26.3899993896484	27.8059997558594	NA	25.7609996795654
37	C013	32.3959999084473	25.9379997253418	28.1299991607666	29.9260005950928	28.2099990844727	29.0380001068115	NA	33.2120018005371	31.5189990997314	31.2819995880127	27.7959995269775	32.0699996948242	31.9950008392334	29.224695	26.693000793457	31.5189990997314	25.553589	NA	NA	NA	30.4570007324219	29.1240005493164	25.0179996490479	26.8460006713867	NA	25.465929	NA	35.416252	NA	30.9860000610352	27.89912	29.5839996337891	25.3649997711182	NA	NA	26.1359996795654	30.2970008850098	29.431999206543	31.2740001678467	29.4650001525879	31.0109996795654	NA
38	C013.1	NA	26.1870002746582	28.0769996643066	32.1800003051758	27.6639995574951	NA	33.5309982299805	32.8310012817383	30.6879997253418	31.4820003509521	27.818000793457	31.9839992523193	31.8700008392334	NA	26.6879997253418	30.6879997253418	25.035257	NA	NA	NA	NA	29.0830001831055	25.2169990539551	26.7490005493164	NA	25.32877	28.468895	33.46907	32.5289993286133	30.886999130249	28.176268	29.7399997711182	25.5030002593994	NA	28.1560001373291	25.9419994354248	39.7849998474121	NA	31.2730007171631	30.2919998168945	NA	27.4990005493164
39	C013.2	33.3370018005371	25.7889995574951	28.2049999237061	30.9759998321533	27.867000579834	29.5060005187988	33.701000213623	NA	31.1809997558594	30.798999786377	27.826000213623	NA	32.2410011291504	29.040606	26.7210006713867	31.1809997558594	25.405151	NA	NA	NA	33.3079986572266	28.5830001831055	25.2040004730225	26.7119998931885	NA	25.749624	28.547125	NA	33.5040016174316	NA	28.188662	29.5310001373291	25.7140007019043	31.515087	28.4230003356934	26.1499996185303	NA	29.4300003051758	31.6580009460449	29.826000213623	32.4290008544922	27.951000213623
40	C014	NA	25.1359996795654	26.2180004119873	28.9580001831055	24.9570007324219	27.1860008239746	32.2220001220703	NA	30.6420001983643	29.7369995117188	27.1350002288818	NA	NA	27.74648	25.326000213623	30.6420001983643	23.559582	NA	NA	NA	29.0790004730225	28.4570007324219	24.5	31.8090000152588	NA	25.21193	27.877846	33.516544	NA	28.7070007324219	24.056437	29.1870002746582	24.0869998931885	27.850786	27.1140003204346	25.7950000762939	31.9769992828369	27.5779991149902	27.9039993286133	27.6919994354248	29.2450008392334	27.2590007781982
41	C014.1	30.0109996795654	24.9330005645752	26.2409992218018	29.5419998168945	25.1459999084473	27.1450004577637	31.7600002288818	33.3079986572266	NA	NA	27.3150005340576	NA	30.3810005187988	27.812962	25.5440006256104	NA	23.613522	35.0439987182617	NA	NA	28.9529991149902	28.4029998779297	24.4740009307861	32.3129997253418	32.389492	24.951248	28.81548	36.58185	33.1459999084473	28.1889991760254	23.77669	29.0839996337891	23.9449996948242	32.413727	27.6399993896484	26.0739994049072	32.9710006713867	27.5970001220703	28.011999130249	27.8349990844727	29.5109996795654	26.9039993286133
42	C014.2	30.3850002288818	25.2320003509521	26.2000007629395	29.2439994812012	25.3990001678467	27.4379997253418	32.1549987792969	NA	30.0739994049072	30.6350002288818	26.8080005645752	NA	30.6620006561279	27.721443	25.4529991149902	30.0739994049072	24.078949	NA	NA	NA	NA	28.3250007629395	24.7900009155273	NA	NA	25.52157	NA	33.633904	33.4179992675781	28.4549999237061	23.29559	28.8330001831055	24.068000793457	NA	27.4750003814697	25.8290004730225	NA	27.2779998779297	28.2409992218018	27.5450000762939	NA	27.2129993438721
43	C015	NA	26.2189998626709	28.0209999084473	31.8980007171631	26.617000579834	27.9409999847412	33.8769989013672	33.2849998474121	NA	31.67799949646	26.6959991455078	NA	31.4769992828369	28.043007	25.8980007171631	NA	24.890745	NA	NA	NA	30.7310009002686	29.4990005493164	24.9759998321533	26.6749992370605	NA	25.584406	30.303595	34.68472	33.2060012817383	28.8570003509521	24.746962	29.3990001678467	25.1770000457764	NA	26.6979999542236	26.5	34.2849998474121	25.9890003204346	25.67799949646	29.1340007781982	29.9209995269775	27.8059997558594
44	C015.1	31.9069995880127	26.07200050354	27.4740009307861	NA	26.6070003509521	27.9449996948242	34.375	NA	29.1070003509521	NA	26.7369995117188	31.6520004272461	NA	27.604397	25.931999206543	29.1070003509521	24.750666	NA	NA	NA	30.2469997406006	29.0650005340576	24.9080009460449	26.7140007019043	NA	NA	NA	33.02967	NA	28.8619995117188	25.045341	29.7290000915527	25.0030002593994	NA	26.6720008850098	26.5860004425049	32.6679992675781	25.8530006408691	26.0690002441406	28.8059997558594	29.4769992828369	27.7630004882812
45	C015.2	31.9930000305176	26.2199993133545	27.5729999542236	31.1469993591309	26.7880001068115	28.0289993286133	NA	33.193000793457	29.8649997711182	30.9349994659424	27.1180000305176	32.2840003967285	31.1399993896484	27.551243	26.0550003051758	29.8649997711182	24.316334	34.1020011901855	2.106629	NA	30.9150009155273	29.3099994659424	24.9659996032715	26.6219997406006	NA	25.284916	31.052896	37.48793	NA	28.6149997711182	25.27896	29.6959991455078	25.2840003967285	30.295107	27.0979995727539	26.7229995727539	NA	26.0090007781982	25.5109996795654	29.5289993286133	30.0879993438721	27.5650005340576
46	C016	32.2400016784668	27.4220008850098	28.5779991149902	28.9249992370605	28.2600002288818	29.4200000762939	33.8889999389648	34.3740005493164	27.7819995880127	33.0639991760254	27.5289993286133	NA	32.3530006408691	30.410326	27.7040004730225	27.7819995880127	25.772036	NA	NA	NA	32.867000579834	31.8460006713867	26.5839996337891	29.2759990692139	NA	27.36153	33.82782	34.399925	37.4249992370605	30.2199993133545	28.318035	31.8150005340576	27.867000579834	32.82193	NA	28.4360008239746	33.3580017089844	28.503999710083	31.4099998474121	30.3250007629395	NA	29.4449996948242
47	C016.1	NA	27.3150005340576	28.2609996795654	28.6529998779297	28.7730007171631	29.7129993438721	NA	37.1980018615723	28.0729999542236	NA	27.4160003662109	35.9519996643066	32.0730018615723	29.427668	27.121000289917	28.0729999542236	25.694832	NA	NA	NA	32.2239990234375	NA	26.5779991149902	28.6959991455078	NA	27.453707	NA	30.738472	37.4650001525879	NA	29.080853	31.7430000305176	27.8610000610352	NA	29.4090003967285	28.632999420166	33.2430000305176	28.6030006408691	31.9829998016357	30.798999786377	32.7560005187988	29.7679996490479
