C001	C002	C003	C004	C005	C006	C007	C008	C010	C011	C013	C014	C015	C018	C019	C020	C021	C022	C023	C025	PL001	PL002	PL003	PL004	PL005	PL006	PL007	PL008	PL010	PL011	PL012	PL014	PL016	PL018	PL019	PL020	PL021	PL022	PL023	PL024	PL026	PL027	PL028	PL029	PL030	PL031	PL032	PL033	PL034	PL035	PNL001	PNL002	PNL003	PNL004	PNL005	PNL006	PNL007	PNL008	PNL010	PNL011	PNL013	PNL015	PNL016	PNL017	PNL020	PNL021	PNL022	PNL024	PNL025	PNL027	PNL028	PNL029	PNL030	PNL031	PNL033	PNL034	PNL035	km$cluster
PI3	4.3096668114421	1.9383333712972	5.1056657026367	2.7336659620361	8.1230003227946	3.927023096747	4.9539990614014	2.5546663791097	6.8753330101725	4.221999982015	3.7680233358014	3.575666287557	4.6833329389648	7.26627277652465	3.8153329084473	3.8316661705729	3.6163328677572	4.3623331576742	4.6423332085368	4.2470002363281	15.0896663333333	15.0869996666666	15.2609996666667	14.9616663333334	13.3579996666667	14.8386663333333	10.1387406897244	14.254333	14.6419996666667	13.8576663333334	10.9356082267529	13.2864073563911	8.54591563893377	13.1244073563911	11.5617406897244	10.0581651108112	11.4535814998875	14.0879996666667	12.1110740230577	13.5269996666667	13.5754073563911	12.950333	9.7454081696599	13.807333	12.7526663333334	11.8977406897244	13.7276663333333	9.42649816655418	13.9266663333333	13.8606663333333	12.964333	5.3059996666666	8.5106663333334	6.8096663333333	6.6539996666666	5.2286663333334	2.7923137900921	14.1266663333334	5.6146471234254	3.5689996666666	6.488616580023	5.1809996666667	3.1409996666667	5.8029996666667	4.2906663333333	5.088333	3.9036471234254	3.3076663333333	3.674333	4.8429804567588	2.206333	11.3336663333334	3.1519804567587	5.6316663333333	11.48133	4.042333	4.0586471234254	2
REG3A	13.9444320682631	8.47204828729732	8.50444109529035	15.8208332672119	9.35635900593581	9.83254586947618	9.60915052168893	7.11627776040463	8.54888615727408	8.1804415136483	7.19011553815105	7.14460409937516	8.37694562917929	7.70069444405113	13.1886967374376	7.67484480808977	11.169764328395	7.09099737763125	7.77089569226886	8.55915112071811	11.8439075435338	11.035940581434	11.3196325973649	11.9782639083019	9.91061046139002	11.029079298212	9.65486458729405	10.9241150384979	11.2843739385539	10.8685806373841	9.94585698277674	10.7657744417582	9.8266021039954	11.4826725165029	9.84705612261999	9.90450693748362	11.0544259829975	11.1825806230894	10.4980712377391	10.9939232906701	14.3974683216174	10.252825848508	10.1642492581682	10.9093855699432	10.6025735565314	10.7975420678485	10.902478278015	10.706020963832	12.8638016549507	10.9450021086613	11.252243492248	8.73522849344301	10.1460724618846	8.67576296746298	9.8621003006706	9.09778795502431	7.74321938454135	10.6996294530737	8.63340223126317	9.02574202848885	12.8430159478963	9.05101585493783	9.43080802291808	9.12231208397575	8.40039103446397	8.45527606131791	8.42063683601638	8.15946136851598	8.25260482561101	12.605682614563	7.12380101511689	9.91506101267951	14.8721985624593	9.39726819657342	9.90986474292517	8.64029903466065	13.1513811770223	2
EOMES	6.8143498612049	6.517349611978	7.10531769847367	7.3010026568603	6.34472052137767	7.92540395479465	7.77192098367062	6.84466414044327	6.8273484421375	6.8473633350386	7.9830167008045	6.2587078441127	7.20571816997587	7.05029580620057	5.7933493169748	6.4161942899527	7.85586402859137	6.09628008459983	6.62728465262833	6.7993621300432	9.22754055290897	7.05222655196693	8.2374686986474	9.01607955560045	7.3468020319808	8.4838020319807	8.5350033333333	7.1384686986474	7.7450495	10.61067	11.3164682676566	8.27447744444443	8.6000033333333	7.25967	7.2509178333333	8.6081353653141	11.9153366666666	7.38975283333335	8.5378020319807	9.02267	10.6223366666666	8.92542058333335	8.7753366666667	7.76267	10.0790033333334	9.0700033333333	8.9823366666667	8.4913366666667	9.017135365314	8.6024686986474	9.0812361119572	6.60267	6.5359396522261	8.5352361119572	8.2499027786238	7.97087775192093	7.093	6.89017409667053	8.50767	9.3442361119572	8.9903366666666	6.42456938877537	7.9872361119572	8.5825694452906	8.0781951136723	6.93501273654933	7.65959037921637	6.95981743000383	6.61664519334103	8.26067	7.8670033333334	6.96208854111497	8.7035694452905	10.6530033333333	7.3001345	9.09067	7.4422928333333	3
IFNAR1	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	7.093	3
IFNGR	6.7795345418701	6.6126437402344	6.7688825242513	7.0228827992757	6.8338266842855	7.0912817327881	7.5012969213461	6.3923217531332	7.4016361424154	6.8834224277178	6.3829137300619	6.7038946514079	6.3226640762939	6.575637671753	6.6548846108233	4.63957379858057	7.2244356517741	6.66906350118	6.791030211263	6.4251042363281	8.4298263225675	7.4968496559008	8.1147023333334	7.940649	7.8122356666667	7.9308156666666	7.465359	7.9058429892341	8.397099	7.621449	6.8853705262626	7.4974323333333	7.3825029892342	7.06711233333333	7.4088356666666	7.3948529892342	7.8806656666666	7.6865056666667	8.2957356666666	7.773469	7.943279	7.6961856666667	7.6272523333333	8.0302523333333	7.7978623333334	7.798559	8.088869	7.6394756666667	7.6983356666666	8.256109	7.6224249196365	6.793429	6.9185956666667	7.396529	6.5525182529698	7.792259	4.5548311431243	7.069299	6.36465388323458	6.6126482529698	6.8746623333333	6.3760915863031	6.6199056666667	7.2273856666667	6.10333516320547	6.5384815863031	6.736529	7.130229	7.2159856666667	6.733539	5.9152882529698	7.1673756666667	7.1728123333333	7.2938923333333	7.507269	7.7606510822299	7.7915856666666	3
IL10	5.9316680707655	5.4070016024631	6.076055322866	4.5186673281711	5.1073348798475	6.7976679283501	6.4100543208722	5.0846679486952	5.6760013379774	6.565667577398	6.5343349256239	5.3127223201398	5.67055443348523	5.2980548091535	5.7123887884422	5.7393885799054	7.15871782588705	4.5267767526195	6.64778773369683	6.2030017652235	9.2299993328834	6.56683	8.4739993328834	9.4256659995501	6.7713326662167	7.9694966666666	6.0569993328833	8.09366599955	7.38658844444447	7.4041633333334	11.4908722023452	6.95581066666663	6.5223326662167	7.176335	6.3826470420043	7.3931686657667	7.0183326662167	7.24416844444447	6.1281607894984	6.8583326662167	8.37066599955	7.56783	6.73666599955	8.05183	8.0382996666667	7.6961633333333	7.761218	6.2809993328834	7.8173326662167	7.3803374561651	7.1614151745651	5.5613432033679	5.5962232900116	6.466616580023	6.19881017246477	8.10767653670131	7.093	6.5082232900116	6.4519499133564	6.57838767456508	6.488616580023	5.804616580023	7.2626765367013	6.14477702588905	7.9783432033679	7.1735566233449	6.9147645	6.6562232900115	5.5409499133564	5.97209049789973	5.2652832466897	6.6258899566782	7.0428899566782	6.30083	7.3001345	7.0982832466897	5.90291288608847	3
CXCL1	1.06536091947533	-0.726584323658468	-2.681667195638	1.82434593796795	1.5072417663209	2.7973334018148	2.95803079801595	-5.0040684929011	0.2986163855591	0.635127011359325	-3.4475351899524	-4.7514020195125	-4.3315346965849	-1.54764680573915	-4.5585352509875	-4.4226032149174	-3.3762022584338	-0.322796352340167	-4.4466659495036	-3.5720686505753	3.686	0.165333333333302	3.819	2.476	1.5053333333334	1.6546666666666	-2.366	0.789333333333301	3.1806666666667	2.5916666666667	-0.833639616571396	1.9766666666666	-0.6103333333333	3.6836663333333	-1.101	-0.547666666666603	3.643	1.9866666666667	3.617	3.1656666666667	1.9686666666666	1.4836666666667	2.1483333333333	2.425	1.1056666666667	2.9163333333333	1.649	0.290333333333298	0.7296666666666	1.407	-0.729259728668299	-3.2292597286684	4.9086663333334	1.2634176851988	2.65004478283505	-2.29185279066999	-3.42	2.89717195102125	-2.5952597286684	-3.6065930620017	-1.0699696666667	1.3301105909193	1.8985927316194	-0.396333333333302	-1.7625930620017	-2.0826666666667	-3.1305930620017	-3.3535930620017	-3.8673333333333	-3.449926395335	-3.5682597286683	4.5670839747509	-1.5003333333334	-0.5523333333333	3.3854164495018	2.876777257586	-3.4076666666667	4
CXCL2	1.6393322750244	-0.7326668297933	-0.295473753650598	1.82434593796795	1.5072417663209	2.7973334018148	2.95803079801595	-2.51930275831743	0.592998962036201	0.488526007295003	0.7916664882813	-0.29467942936435	-0.271091306080752	-1.54764680573915	-0.667023751810302	-0.701618627893349	0.487331847778399	-0.8304736010628	-2.11480857633725	-0.649999796915698	3.899666	1.592666	4.6643326666667	2.9806324438401	2.0403326666667	2.9829993333333	-0.0663339999999986	2.2879993333333	3.2909993333334	1.6054325923912	1.19325749170787	1.992666	1.2830992590578	3.6836663333333	0.0460992590578	2.7753743194696	2.9510992590578	2.8859993333334	5.30351951038785	3.4479993333333	2.5573326666666	0.864765925724501	2.7213326666667	3.57249420835843	1.897666	3.77616649999995	3.324666	3.51792534130447	2.1607659257244	1.8277659257245	2.0738565106981	0.4303699689991	4.9086663333334	1.2634176851988	2.65004478283505	1.39601033679204	2.0301898440314	2.89717195102125	1.00532970762527	-3.22920103100085	-1.0699696666667	1.3301105909193	-0.122143489301899	1.3358565106981	0.482293165065325	1.031627933682	-1.35518577341485	-0.182810155968601	0.8499993333333	-0.497810155968598	-0.672476822635198	4.5670839747509	-0.337476822635296	-0.494143489301899	3.3854164495018	2.876777257586	0.7959998333333	4
IL17F	1.31168719765293	-0.698880881416503	-0.197881430732902	1.82434593796795	-0.998547604032105	2.7973334018148	3.2773537933496	-1.0212145351844	0.2986163855591	0.459785093518398	0.428452441744298	-0.831214636909703	-0.310547878690304	-1.0442146165646	-0.623881390042804	-0.649214158801001	-1.1992153032101	-2.6648811204709	0.217048796829101	1.66300068019615	5.87544422222223	4.25499977777777	5.90580917352492	9.1812063572468	4.4055841666667	4.67026198960215	3.02424768967473	6.8472360478269	7.2075430239135	4.16328099824963	2.2067060458475	4.59642599999997	3.59407030436662	5.26616666666665	3.3705280820205	5.38059665280293	4.6163354196859	4.85333311111117	7.3897130239134	5.13544422222223	5.59322199999997	6.7108930239135	7.3801196905801	4.14624131253765	4.32730640626885	4.6359996666666	5.28366644444447	6.6601096905801	7.7245596905801	4.3774493216227	4.2810950886824	4.0899996666666	5.6748333333334	0.116554848505302	0.906089899003504	1.657221515172	2.30719025100947	2.4600149495018	1.6572532323368	0.32042664312425	-1.0699696666667	-0.729445151494698	2.75717304330183	1.9539594058113	1.5278881818386	0.499554848505301	0.420221515172003	0.277888181838602	0.733216565670197	-0.631778484827997	-1.084778484828	4.9908349495018	0.814888181838604	0.6228094614853	2.6471665656702	0.768554848505303	5.2503333333333	4
LCN2	-1.6635491247965	-0.748205259765602	3.2765855242513	1.6446927992757	1.9309396842855	9.83254586947618	2.1830959213461	-1.5326252468668	0.00423380908199866	-2.4164352848307	-2.5315446032715	0.587232651407902	-0.206282590372702	-2.0510789949137	-0.540011101725203	-0.891623870483397	-2.7593621514467	-0.709229751307767	-2.11480857633725	-0.0820224300609994	5.18444433333333	2.4483332222222	5.4148269584087	4.8792796003623	4.7803373333334	4.0440486250753	0.684136689674734	5.3011422619567	5.3217190059784	3.01261444269407	2.5760161621038	5.3603713333333	2.043515291742	6.848667	3.911936	4.1267899584087	5.6942406666666	3.84522211111117	4.0668366250753	4.8519998888889	4.4755554444444	4.5654283333334	4.050163	3.167816291742	3.064226291742	2.9163333333333	4.2249998888889	3.4752215119567	4.1902426250753	3.4152876250753	2.61097681623217	-3.2292597286684	6.4410003333334	-1.5749681262422	3.16021178283505	1.51201033691687	1.5312425404245	2.4600149495018	0.822663041083433	-2.851809	-1.0699696666667	-0.729445151494698	2.1760950886824	-1.3116767929088	-1.5031221262422	0.607961267140167	-1.35518577341485	-1.08617167871057	-0.761372478109934	-1.52650501204386	-3.5042611262422	6.2397509747509	-0.340973991376697	-2.5720944595755	2.6471665656702	0.768554848505303	1.0466668333333	4
