C001	C002	C003	C004	C005	C006	C007	C008	C010	C011	C013	C014	C015	C018	C019	C020	C021	C022	C023	C025	PL001	PL002	PL003	PL004	PL005	PL006	PL007	PL008	PL010	PL011	PL012	PL014	PL016	PL018	PL019	PL020	PL021	PL022	PL023	PL024	PL026	PL027	PL028	PL029	PL030	PL031	PL032	PL033	PL034	PL035	PNL001	PNL002	PNL003	PNL004	PNL005	PNL006	PNL007	PNL008	PNL010	PNL011	PNL013	PNL015	PNL016	PNL017	PNL020	PNL021	PNL022	PNL024	PNL025	PNL027	PNL028	PNL029	PNL030	PNL031	PNL033	PNL034	PNL035	km$cluster
IL17A	-11.642065445947	-0.726584323658468	-11.6657324635658	-13.0550661885414	-12.466398636865	-10.7760655883624	-11.1663993998044	-12.4890655680173	-11.8977321787351	-0.489374728005766	-11.0393985910886	-12.2990656697426	-1.61612172188264	-12.5120656493975	-12.0917324228757	-2.1882106401393	-1.71186196632805	-14.1327321533038	-8.8192362250595	-2.1110342237455	3.792833	0.878999666666651	4.63271987502513	7.6874923333334	2.0550199445583	2.89390487502507	-1.1817633887751	3.30818957149783	4.55973634130453	2.09854962952895	3.9335150928116	3.1419632778915	0.905427072488833	6.7173923333333	0.9523450863526	5.719159	4.0961133085748	6.9722056666667	3.5587299445582	3.1873399445582	2.2629996666666	6.5750923333334	5.8260023333333	6.552789	7.631559	2.7308699445582	7.8530956666667	3.4752215119567	3.5511732778915	2.21668451693327	0.672298391014901	-3.2292597286684	10.1460724618846	-11.7497328436552	0.906089899003504	-10.2090661769885	-11.9330661769885	-0.603688281218397	-11.9147328436552	-3.22920103100085	-2.6813516145518	-0.729445151494698	-0.122143489301899	-0.124051205181334	-0.579275668801767	-11.3667328436552	-11.4460661769885	-11.5883995103219	-0.761372478109934	-12.4980661769885	-12.9510661769885	-0.242328281218399	-11.0513995103219	-1.20619042740357	-8.6261055624368	-11.0977328436552	-3.4076666666667	1
AIM2	9.44374926575725	8.005490652343	8.4833329467774	8.4909992167155	9.77218187266032	10.7196661580404	10.0833326924642	8.8086668599447	8.8456668802897	9.42429626482965	9.36550671207683	9.8146929835612	8.2014904336337	9.2344907438958	8.58571849631288	8.924336809082	9.250156434	7.19621964186135	5.997823746622	8.8573980718424	12.157336556185	11.8110330833333	10.4583333333334	11.6050032228517	10.8344577091482	10.4976666666666	8.8136666666666	10.6740032228517	11.441776875815	10.2673333333334	13.4185406493985	10.233	9.2546698895184	11.14381225	10.6382505833333	11.42322475	10.9313333333333	11.7134089166667	11.8366666666666	13.158	11.2623333333333	13.3446666666667	10.689	11.7803333333333	10.8303333333334	11.1286666666666	9.7866666666667	10.8643333333333	10.493336556185	10.57	11.1518651218847	8.385242137649	10.0635961666667	10.6780033333333	10.242198455218	8.8905754709824	10.7376628333333	10.4103095000001	10.0165754709824	11.1592311666667	10.6142144999999	9.8770761666667	11.1151911666667	10.43918975	9.163242137649	11.5815245	9.1492421376491	9.69579141666665	8.78000928855133	9.0305754709824	8.537	10.8461356666667	10.2067292885513	9.4342421376491	11.6074433333333	9.8278004958462	9.66882845521797	2
CCL5	9.3353361071777	10.1670036893717	10.9146697304281	10.5836690844726	10.6180032672119	10.2590033791097	11.1683362902832	10.3686702034506	9.7286701780192	9.7993361732992	10.5635094061144	9.9333363157145	9.738670406901	8.8183365445964	10.0180035215251	8.924336809082	10.6126690488689	8.1920039436849	7.0240027687581	8.8573980718424	11.9629254559748	10.4660033333333	10.1153366666667	11.63267	9.9153366666667	11.2230033333333	10.4210033333333	9.7673366666666	10.6000033333334	11.3372980049376	10.6819670880469	12.1073366666666	10.4023366666667	9.4333366666667	11.44567	11.14967	13.9090033333333	11.66767	11.0516313382709	11.4003366666667	12.3333366666666	11.80467	12.1160033333333	10.51967	11.7433366666667	11.0263366666666	11.7300033333333	10.95367	10.3840033333333	11.4960033333333	11.6620033333334	8.2290033333333	9.4590033333334	10.6780033333333	9.6490033333333	9.1083366666667	10.4623366666667	9.5973366666667	10.58367	10.7350033333333	10.8200033333333	9.3933366666667	10.8810033333334	11.10967	10.0273366666666	12.2960033333333	10.7330033333334	10.37667	10.73867	10.6930033333334	10.8843366666667	11.382935	11.39067	12.3880033333333	11.85967	11.04967	10.2340033333333	2
CXCL10	8.9593307069906	7.9799968294271	9.0229967327881	8.97035225571017	9.9346636029053	9.102602202409	10.1320577458089	9.6671067166206	8.3902685232099	8.6502687520917	8.7136642030843	9.8146929835612	8.97008042026735	9.0264136442461	7.1306020803388	8.924336809082	8.6783292980957	5.9382688589032	6.2372686452801	8.8573980718424	12.43533	11.95633	13.55233	12.44633	11.1869966666667	12.6809966666666	11.5299966666666	10.4276633333333	12.2556633333334	12.76233	11.5155175432399	11.5002752222222	9.20333	11.73733	10.11133	11.3906633333334	13.93233	11.9509966666667	11.0096633333333	11.0719966666667	12.8419966666666	12.3887941111111	10.7779833395448	11.1996633333333	11.4009185555556	11.6719966666666	11.1769966666667	10.28033	11.3016633333333	11.4369966666667	10.264532410436	9.068532410436	10.0635961666667	10.6780033333333	9.9038657437693	9.8848037125497	10.7376628333333	10.4103095000001	9.4808657437693	11.1592311666667	10.6142144999999	9.8770761666667	11.1151911666667	9.84833	10.0011959347719	11.5815245	9.5198657437694	8.71433	7.1448657437693	11.8936633333334	8.16533	10.8461356666667	9.3688657437693	10.9118692681052	11.48133	9.2168657437693	8.4878657437693	2
IFIH1	9.1341474404254	11.0222160735677	10.8601673206177	11.7592857992757	12.3506186842855	11.9808520661214	12.4546162546794	9.8434934197998	10.7395839453227	9.7202412803913	10.2800002118056	9.4158349847412	9.9639144096273	9.0292419036416	8.6118114634967	9.69125109518433	9.5044345503294	9.52650099600218	9.2448818779297	8.8528758015501	12.1573224559748	11.61586	12.1628566666667	12.1810633333334	4.9111549517978	11.729584	10.9247933333333	12.7422366666666	11.0337416184645	11.4043019425793	10.0008591554929	10.8657416184644	9.5768716184645	10.5336449413449	10.3416249517978	10.87069	12.82289	12.4701533333334	11.6692749517978	11.6450816184645	11.8221673333333	11.0657682851312	11.61339	11.4672233333333	12.1715033333334	11.63058	11.1569982851311	12.3706733333333	11.4030006666666	11.6765416184645	11.8434173333334	9.6512233333333	10.8938340000001	11.1929173333333	10.3337933333333	10.2394639574407	10.3442266666667	10.3705553333334	10.210917290774	10.3528039574407	10.9066673333333	10.3467788888889	10.950084	9.8353333333334	10.4424455555555	10.6447966666667	10.2292439574407	10.3286506241073	10.9625006666666	11.0520433333334	10.766230927893	11.7056664444445	11.8943142612263	10.4623766666667	11.19936	10.5643344444444	11.0424439574407	2
INFG	8.9593307069906	7.9799968294271	9.0229967327881	8.97035225571017	9.9346636029053	9.102602202409	10.1320577458089	9.6671067166206	8.3902685232099	8.6502687520917	8.7136642030843	9.8146929835612	8.97008042026735	9.0264136442461	7.1306020803388	8.924336809082	8.6783292980957	5.9382688589032	6.2372686452801	8.8573980718424	12.43533	11.95633	13.55233	12.44633	11.1869966666667	12.6809966666666	11.5299966666666	10.4276633333333	12.2556633333334	12.76233	11.5155175432399	11.5002752222222	9.20333	11.73733	10.11133	11.3906633333334	13.93233	11.9509966666667	11.0096633333333	11.0719966666667	12.8419966666666	12.3887941111111	10.7779833395448	11.1996633333333	11.4009185555556	11.6719966666666	11.1769966666667	10.28033	11.3016633333333	11.4369966666667	10.264532410436	9.068532410436	10.0635961666667	10.6780033333333	9.9038657437693	9.8848037125497	10.7376628333333	10.4103095000001	9.4808657437693	11.1592311666667	10.6142144999999	9.8770761666667	11.1151911666667	9.84833	10.0011959347719	11.5815245	9.5198657437694	8.71433	7.1448657437693	11.8936633333334	8.16533	10.8461356666667	9.3688657437693	10.9118692681052	11.48133	9.2168657437693	8.4878657437693	2
IL20RA	9.9886667938232	10.4170007120768	11.3646668802897	10.3989997914633	10.0523334554036	10.6026664784749	10.5344603896485	9.6183334401449	10.8483336181641	9.3736663869222	10.428666692098	10.4489305693461	9.7883335164388	10.6353330027263	9.8989997914632	10.3650006663004	10.3556654663086	10.5993330688476	11.0766667734782	10.6160007527669	10.623	10.2586666666666	9.2666666666667	9.8853333333334	11.059	10.0213333333333	10.3056666666666	10.569	9.101950195316	11.2620703678836	6.8668675370284	10.135	9.703950195316	10.6173755246783	8.9869501953159	11.2219770833333	12.3492418888888	8.1812835286493	9.3479501953159	11.4278995833333	9.7946666666666	3.397950195316	9.7063333333333	11.2615396666667	8.9956168619827	9.0202835286493	11.1727620833333	11.2722879166667	9.8726666666666	10.528	11.3586666666667	10.6116666666666	8.953	10.892	10.312	10.1503333333334	10.4076666666667	10.722	9.3592305324237	9.8396666666666	10.90119125	8.979563865757	9.912	9.7312305324237	10.4983385555555	10.0063333333333	11.2228806778931	9.917563865757	10.0413333333333	8.9822305324237	9.9443333333334	9.6896666666667	11.508110677893	10.6396666666667	11.4484464444445	9.4948971990904	10.1916666666666	2
IL22RA1	10.5209995418701	8.1533844069011	8.6579379290254	7.8363884659424	8.6013970176188	8.5378737327881	9.1445042546794	9.8239830864665	10.680388809082	10.597311381836	10.6691917300619	9.6960496514079	9.971750712443	10.5278337558594	10.0636663030488	9.69125109518433	10.7768330336101	8.7163369059541	8.8513335943705	10.0902557776266	12.403139	12.865469	11.6370923333334	12.4343441699262	11.0485008365929	11.729584	10.8117708365928	10.7301673333333	10.6557775032596	11.4043019425793	10.4632032036951	12.160489	11.707829	11.6672523333333	10.8846723333333	11.7619023333334	11.5113856666666	11.2839723333334	11.7051923333333	11.940259	12.2345256666666	12.0170456666667	11.2153323333333	11.357279	11.6290856666667	11.4342823333333	11.0553756666667	11.8901456666667	13.070419	13.127149	12.4163923333334	10.4113012483034	10.668189	11.1929173333333	11.512059	11.655499	11.012989	11.2232823333334	10.6829023333333	11.583459	10.4084256666666	10.3608156666667	11.349379	10.950429	10.813009	10.8670456666667	11.417929	10.9778356666666	10.0916356666667	10.1052012483034	9.5755512483034	10.8461356666667	10.6985156666666	10.9133623333333	11.3797506666667	10.5643344444444	11.465579	2
IL22RA2	9.8916184256006	9.1745026239649	8.50444109529035	9.10858401531832	9.4399083509521	10.7558996165186	9.60915052168893	9.135558970197	8.54888615727408	8.1804415136483	7.19011553815105	7.14460409937516	8.37694562917929	7.70069444405113	7.37626794844169	10.0066426799137	8.09715574146155	10.9016451678467	9.3323204283268	8.55915112071811	10.5613662539972	11.035940581434	11.8615766666667	11.0246462539973	9.91061046139002	11.029079298212	11.4190395873305	10.9241150384979	11.2843739385539	12.0723533333334	14.4348304576923	10.7657744417582	9.8266021039954	11.4826725165029	10.5901895873305	12.1148029206639	12.67465	11.1825806230894	11.4484095873305	10.9939232906701	11.2607000975034	9.6557029206639	11.2525666666667	11.7093466666666	11.3077362539973	11.0103529206639	10.902478278015	10.706020963832	10.4649870773763	11.6265129206639	11.252243492248	8.73522849344301	10.1460724618846	8.67576296746298	9.8621003006706	9.09778795502431	12.2264513425941	10.6996294530737	8.63340223126317	9.02574202848885	9.16594974757513	9.05101585493783	9.43080802291808	9.12231208397575	8.40039103446397	8.45527606131791	8.42063683601638	8.15946136851598	10.0433580092607	8.60718935094403	9.9079846759274	9.91506101267951	10.4300880092607	9.39726819657342	9.90986474292517	8.64029903466065	10.474101342594	2
IL26	8.10005869100732	8.47204828729732	8.50444109529035	9.10858401531832	9.35635900593581	9.83254586947618	9.60915052168893	7.11627776040463	8.54888615727408	8.1804415136483	7.19011553815105	7.14460409937516	8.37694562917929	7.0367206279843	7.37626794844169	7.67484480808977	8.09715574146155	7.09099737763125	7.77089569226886	8.55915112071811	11.8439075435338	11.035940581434	11.3196325973649	11.9782639083019	9.91061046139002	11.029079298212	9.65486458729405	10.9241150384979	11.2843739385539	10.8685806373841	9.5380045322484	10.7657744417582	9.8266021039954	11.4826725165029	9.5529003285533	9.90450693748362	11.0544259829975	11.1825806230894	10.4980712377391	10.9939232906701	11.2607000975034	10.252825848508	9.55767699522	10.9093855699432	10.6025735565314	10.7975420678485	10.902478278015	10.706020963832	9.2922036618866	10.9450021086613	11.252243492248	8.73522849344301	10.1460724618846	8.67576296746298	9.8621003006706	9.09778795502431	7.74321938454135	10.6996294530737	8.63340223126317	9.02574202848885	9.16594974757513	9.05101585493783	9.43080802291808	9.12231208397575	8.40039103446397	8.45527606131791	8.42063683601638	8.15946136851598	6.0896440324132	8.60718935094403	7.12380101511689	9.91506101267951	8.52588979425406	9.39726819657342	9.90986474292517	8.64029903466065	9.72295862263633	2
NLRP1	10.7569992417806	10.4366663967285	10.8906662339681	10.0229987178955	10.8449992214355	11.7743325903727	11.4376652116293	10.5769995723877	10.330332982015	10.6503326768392	10.5759994859212	10.8103325242513	10.2096658423258	11.0703327531332	10.7039991095378	10.519666579834	11.3139984483236	10.0943329209798	9.842332112264	9.787333078654	11.2503326666667	10.927666	10.639666	11.4809993333334	10.0379993333334	10.080666	10.5223326666666	10.2149993333333	10.296666	9.8019097653797	9.63730321522543	10.1479993333333	10.4343326666667	10.3055764320464	9.497243098713	10.284666	12.3492418888888	9.9929993333334	9.1699097653797	10.1043326666667	10.404666	9.7572430987131	10.4839993333333	11.2615396666667	10.0729993333334	10.5783326666666	10.393666	10.8909993333333	11.5563326666666	10.913243098713	12.1679993333334	9.88474364540915	10.3463326666667	10.6639993333333	9.908253711572	11.0879993333334	10.6664155833333	9.8783326666667	10.8553326666667	11.708253711572	11.227666	9.9028465497726	11.3743326666667	11.3643326666667	10.4983385555555	10.852666	10.9349203782388	11.0339993333333	10.6049993333333	10.499666	10.0682537115721	10.7079993333334	11.0539203782387	11.0653326666667	10.782666	10.3328568441412	11.703666	2
NLRP3	8.10005869100732	8.47204828729732	8.50444109529035	9.10858401531832	9.35635900593581	7.723057204012	7.28036339257	7.11627776040463	8.54888615727408	8.1804415136483	7.19011553815105	7.14460409937516	7.0844706854085	7.70069444405113	7.37626794844169	7.67484480808977	8.09715574146155	7.09099737763125	7.77089569226886	8.55915112071811	11.8439075435338	11.035940581434	11.3196325973649	11.9782639083019	9.91061046139002	11.029079298212	9.65486458729405	10.9241150384979	11.2843739385539	10.8685806373841	9.94585698277674	7.2638566666666	7.3781606942422	7.8093706942422	8.0390573609088	7.6389340275756	11.0544259829975	11.1825806230894	10.4980712377391	10.9939232906701	11.2607000975034	7.6108706942422	10.1642492581682	10.9093855699432	10.6025735565314	10.7975420678485	10.902478278015	10.706020963832	10.4649870773763	10.9450021086613	11.252243492248	8.73522849344301	10.1460724618846	8.67576296746298	9.8621003006706	9.09778795502431	6.5824808376706	7.3053841710039	6.1067041710039	9.02574202848885	9.16594974757513	6.8467075043372	9.3116808376706	9.12231208397575	8.40039103446397	8.45527606131791	8.42063683601638	8.15946136851598	7.8917608376705	8.60718935094403	7.12380101511689	9.91506101267951	9.5679708376705	9.39726819657342	9.90986474292517	8.64029903466065	7.7303141710038	2
