SAMPLE	AIM2	CTLA4	EOMES	FOXP3	IFIH1	IL10	IL17A	IL17F	IL22	IL4	INFG	OAS2	PYCARD	TIGIT2
34	C12_SEB	22.2719993591309	18.1730003356934	21.4529991149902	20.7320003509521	22.9370002746582	23.0849990844727	21.3649997711182	22.7169990539551	26.3980007171631	26.9750003814697	17.4120006561279	20.2409992218018	22.9850006103516	23.2999992370605
35	C12_SEB.1	22.2689990997314	18.2180004119873	21.6200008392334	20.8229999542236	22.9729995727539	23.1060009002686	21.4090003967285	23.2660007476807	25.9939994812012	27.2059993743896	17.2980003356934	20.2329998016357	22.9449996948242	23.2329998016357
36	C12_SEB.2	22.2000007629395	18.2189998626709	21.4829998016357	20.9440002441406	23.4720001220703	23.1709995269775	21.4459991455078	NA	26.3549995422363	27.3449993133545	17.1100006103516	20.2129993438721	22.8819999694824	23.2660007476807
37	C13_72h	26.2439994812012	NA	24.0769996643066	28.7450008392334	24.4869995117188	27.1079998016357	NA	NA	20.867000579834	33.4280014038086	NA	23.9969997406006	23.818000793457	26.3659992218018
38	C13_72h.1	26.048999786377	29.1119995117188	24.2189998626709	28.7980003356934	24.6520004272461	27.1219997406006	36.193000793457	NA	NA	NA	31.8129997253418	24.0930004119873	23.9659996032715	26.0970001220703
39	C13_72h.2	26.2889995574951	28.5470008850098	24.2229995727539	28.8619995117188	24.9640007019043	27.0249996185303	36.3580017089844	39.7890014648438	NA	36.7560005187988	31.9479999542236	24.19700050354	24.1060009002686	26.2329998016357
40	C13_PMA	23.2679996490479	23.3360004425049	24.6380004882812	26.8439998626709	26.0669994354248	26.617000579834	18.9810009002686	21.8430004119873	24.2639999389648	25.6189994812012	NA	24.7269992828369	30.8920001983643	26.0799999237061
41	C13_PMA.1	23.2399997711182	23.4720001220703	24.7159996032715	26.8099994659424	NA	26.5289993286133	NA	NA	NA	25.4969997406006	17.3689994812012	24.7189998626709	NA	26.1690006256104
42	C13_PMA.2	23.2600002288818	23.5170001983643	24.8999996185303	26.818000793457	25.1319999694824	26.4009990692139	19.2360000610352	23.132999420166	24.2250003814697	25.996000289917	17.3490009307861	24.6989994049072	30.7240009307861	26.6509990692139
43	C13_SEB	21.5279998779297	19.8250007629395	20.9309997558594	22.2789993286133	NA	23.0330009460449	23.0300006866455	NA	25.0219993591309	25.1940002441406	NA	19.878999710083	22.4850006103516	21.8969993591309
44	C13_SEB.1	21.5160007476807	19.8889999389648	20.9039993286133	22.1259994506836	20.9810009002686	23.0020008087158	NA	18.4589996337891	26.1760005950928	25.1849994659424	15.7489995956421	19.9449996948242	22.6049995422363	22.0550003051758
45	C13_SEB.2	21.5709991455078	20.003999710083	20.9589996337891	22.3099994659424	21.1140003204346	23.1469993591309	23.2759990692139	18.6140003204346	NA	25.2479991912842	15.7569999694824	20.0319995880127	22.6469993591309	22.3740005493164
46	C14_72h	27.3850002288818	28.5459995269775	25.4629993438721	29.1280002593994	26.5869998931885	28.2409992218018	39.4729995727539	NA	NA	36.3009986877441	32.3899993896484	25.7299995422363	25.6889991760254	26.9169998168945
47	C14_72h.1	27.0729999542236	28.94700050354	25.3059997558594	28.9969997406006	26.1609992980957	28.2390003204346	NA	NA	NA	NA	32.935001373291	25.5359992980957	25.6319999694824	27.1229991912842
48	C14_72h.2	27.3939990997314	29.0249996185303	25.5389995574951	29.4080009460449	26.0659999847412	28.1749992370605	NA	NA	NA	NA	NA	25.6520004272461	25.6280002593994	26.7019996643066
49	C14_PMA	24.8419990539551	24.6229991912842	26.1669998168945	29.0930004119873	29.1870002746582	28.568000793457	21.3320007324219	25.2140007019043	27.1509990692139	27.3929996490479	NA	27.5739994049072	33.8230018615723	27.80299949646
50	C14_PMA.1	24.8409996032715	24.7040004730225	26.4810009002686	28.8290004730225	29.3490009307861	28.4409999847412	21.3910007476807	25.2520008087158	26.9990005493164	27.4869995117188	19.443000793457	27.5020008087158	32.8460006713867	28.3540000915527
51	C14_PMA.2	25.2019996643066	24.6520004272461	26.4669990539551	29.0480003356934	29.5699996948242	28.7849998474121	21.3549995422363	25.011999130249	27.05299949646	27.5359992980957	18.7059993743896	27.6900005340576	NA	28.3850002288818
52	C14_SEB	24.0650005340576	22.1070003509521	23.6940002441406	24.0620002746582	24.5219993591309	22.4829998016357	23.0049991607666	21.2709999084473	25.7700004577637	26.6429996490479	19.1110000610352	22.7929992675781	26.0510005950928	23.9400005340576
53	C14_SEB.1	24.1280002593994	22.2980003356934	23.6849994659424	24.0550003051758	24.2900009155273	22.5230007171631	22.9610004425049	21.2900009155273	NA	26.7439994812012	18.4559993743896	22.8610000610352	25.9449996948242	23.9850006103516
54	C14_SEB.2	24.1229991912842	22.4489994049072	23.7439994812012	24.32200050354	24.4669990539551	22.5230007171631	23.0520000457764	21.3409996032715	25.4710006713867	26.7229995727539	18.6690006256104	22.7870006561279	25.9540004730225	23.9769992828369
55	C15_72h	24.3810005187988	27.5849990844727	23.5240001678467	28.4979991912842	23.4379997253418	26.7600002288818	32.75	28.8899993896484	NA	NA	NA	23.17799949646	23.2870006561279	24.7830009460449
56	C15_72h.1	24.2950000762939	27.3129997253418	23.4650001525879	28.3689994812012	23.6480007171631	26.57200050354	32.7900009155273	NA	NA	33.4550018310547	25.3729991912842	23.2210006713867	23.4009990692139	25.0209999084473
57	C15_72h.2	24.3199996948242	27.5979995727539	23.5440006256104	28.4729995727539	23.4680004119873	26.7649993896484	35.6520004272461	30.2830009460449	NA	NA	26.8059997558594	23.0650005340576	23.3279991149902	24.7469997406006
58	C15_PMA	21.6840000152588	22.2959995269775	22.8680000305176	26.2999992370605	24.1720008850098	25.7019996643066	19.0559997558594	23.246000289917	23.3689994812012	23.951000213623	14.7519998550415	23.4909992218018	29.8740005493164	23.5900001525879
59	C15_PMA.1	21.7639999389648	22.3090000152588	22.8379993438721	26.3129997253418	24.1630001068115	25.673999786377	18.9829998016357	23.3229999542236	23.30299949646	24.0480003356934	14.9010000228882	23.4710006713867	29.7940006256104	23.69700050354
60	C15_PMA.2	21.7240009307861	22.3369998931885	22.8409996032715	26.5380001068115	24.0979995727539	25.753999710083	19.0580005645752	23.2299995422363	23.5559997558594	23.9640007019043	14.9580001831055	23.423999786377	29.6749992370605	23.5459995269775
61	C15_SEB	20.6669998168945	19.1760005950928	20.8159999847412	21.9750003814697	20.8899993896484	22.507999420166	20.8159999847412	19.5790004730225	23.5459995269775	26.0349998474121	15.0069999694824	19.9109992980957	21.9300003051758	21.2199993133545
62	C15_SEB.1	20.6949996948242	19.0979995727539	20.8229999542236	22.0109996795654	20.8610000610352	22.4759998321533	20.8549995422363	19.3360004425049	23.5230007171631	26.3479995727539	15.1029996871948	19.7549991607666	22.0799999237061	21.2059993743896
63	C15_SEB.2	20.6110000610352	19.238000869751	20.8010005950928	21.9810009002686	21.0799999237061	22.57200050354	20.757999420166	19.3759994506836	23.5909996032715	26.1469993591309	15.5430002212524	19.7880001068115	22.1270008087158	21.2180004119873
64	C16_72h	25.2189998626709	26.9650001525879	23.0230007171631	27.4449996948242	24.4629993438721	24.4290008544922	31.9750003814697	NA	NA	33.5890007019043	NA	22.9650001525879	22.8910007476807	25.3339996337891
65	C16_72h.1	25.1550006866455	26.9750003814697	23.1550006866455	27.4500007629395	24.7110004425049	24.5219993591309	NA	36.4129981994629	NA	NA	32.2879981994629	23.0839996337891	23.0310001373291	25.5310001373291
66	C16_72h.2	25.4160003662109	27.0610008239746	23.1299991607666	27.4699993133545	24.1100006103516	24.4869995117188	NA	34.9679985046387	NA	NA	32.3429985046387	22.94700050354	23.0650005340576	25.503999710083
67	C16_PMA	21.9629993438721	22.0990009307861	22.5690002441406	26.1690006256104	25.4559993743896	24.7999992370605	NA	25.6909999847412	27.6679992675781	25.6620006561279	NA	24.0179996490479	30.3719997406006	24.7700004577637
68	C16_PMA.1	21.3110008239746	22.0849990844727	22.5410003662109	26.0459995269775	25.7520008087158	24.5060005187988	20.7339992523193	NA	NA	NA	19.6299991607666	23.3889999389648	30.6660003662109	24.818000793457
69	C16_PMA.2	21.9950008392334	21.8610000610352	22.503999710083	26.1070003509521	NA	24.6770000457764	20.4659996032715	25.238000869751	26.3770008087158	26.0540008544922	18.1889991760254	23.8619995117188	31.0130004882812	24.3460006713867
70	C16_SEB	20.9099998474121	19.1459999084473	20.5149993896484	21.4300003051758	21.492000579834	21.2360000610352	22.253999710083	NA	25.8169994354248	26.1979999542236	14.6070003509521	19.9370002746582	22.8279991149902	22.6509990692139
71	C16_SEB.1	21.0909996032715	19.3880004882812	20.6110000610352	21.3209991455078	21.5979995727539	21.5620002746582	22.1030006408691	19.8840007781982	25.6299991607666	26.2210006713867	14.628999710083	20.05299949646	23.1469993591309	22.625
72	C16_SEB.2	21.1340007781982	19.4060001373291	20.5790004730225	21.5389995574951	21.69700050354	21.5209999084473	22.0100002288818	19.576000213623	25.4449996948242	26.306999206543	14.6400003433228	20.0639991760254	23.1159992218018	22.6030006408691
73	C17_72h	29.6450004577637	33.6110000610352	28.9829998016357	33.6230010986328	28.3700008392334	30.3190002441406	NA	35.0200004577637	NA	NA	34.9710006713867	28.8040008544922	26.4300003051758	28.9340000152588
74	C17_72h.1	28.9799995422363	NA	28.2679996490479	NA	28.2290000915527	30.8899993896484	NA	NA	NA	NA	NA	28.9370002746582	26.5200004577637	29.5200004577637
75	C17_72h.2	29.1089992523193	32.2379989624023	28.6200008392334	33.9459991455078	28.2450008392334	30.9050006866455	NA	NA	NA	NA	32.4560012817383	28.8339996337891	26.5440006256104	29.4810009002686
76	C17_PMA	26.056999206543	28.0550003051758	29.0100002288818	NA	26.5540008544922	31.2590007781982	24.1389999389648	26.3150005340576	28.9860000610352	29.9820003509521	17.8409996032715	25.8430004119873	32.3940010070801	29.0090007781982
77	C17_PMA.1	26.1959991455078	27.798999786377	28.6420001983643	32.5270004272461	26.5820007324219	NA	24.2849998474121	26.6009998321533	28.9099998474121	29.9169998168945	18.2019996643066	25.9850006103516	33.1860008239746	28.8770008087158
78	C17_PMA.2	26.1889991760254	27.7569999694824	28.8509998321533	32.0250015258789	26.7779998779297	31.7719993591309	24.3850002288818	26.4860000610352	28.5540008544922	29.6340007781982	18.0869998931885	25.9179992675781	32.8520011901855	28.6259994506836
79	C17_SEB	21.44700050354	20.2299995422363	21.9759998321533	22.7830009460449	21.8369998931885	25.0580005645752	24.0779991149902	18.8759994506836	27.326000213623	24.9769992828369	16.996000289917	22.7910003662109	22.5189990997314	22.1089992523193
80	C17_SEB.1	21.3110008239746	20.2129993438721	21.8999996185303	22.6630001068115	21.9020004272461	25.1580009460449	23.7140007019043	18.6749992370605	27.6030006408691	24.9850006103516	17.1119995117188	22.3090000152588	22.5739994049072	22.1490001678467
81	C17_SEB.2	21.3470001220703	20.173999786377	21.9230003356934	22.6679992675781	21.8990001678467	25.0629997253418	23.5739994049072	18.7900009155273	26.8449993133545	24.996000289917	16.8129997253418	22.2430000305176	22.6480007171631	22.1100006103516
82	C18_72h	27.9270000457764	NA	27.4559993743896	32.0270004272461	26.3990001678467	28.9379997253418	NA	NA	NA	NA	33.6710014343262	27.0849990844727	24.8460006713867	28.1879997253418
83	C18_72h.1	27.9109992980957	30.6399993896484	27.1730003356934	32.4300003051758	26.5690002441406	28.8460006713867	NA	NA	NA	NA	NA	27.1280002593994	24.9080009460449	28.246000289917
84	C18_72h.2	27.9120006561279	31.0419998168945	27.3619995117188	NA	26.4529991149902	28.8040008544922	NA	NA	NA	NA	35.076000213623	26.9669990539551	24.8460006713867	27.882999420166
85	C18_PMA	23.5359992980957	25.0459995269775	27.1070003509521	29.7649993896484	26.4209995269775	28.0690002441406	25.9939994812012	25.9459991455078	31.125	25.5799999237061	17.625	27.3579998016357	NA	26.3959999084473
86	C18_PMA.1	23.7469997406006	25.2059993743896	26.7430000305176	30.0960006713867	26.3040008544922	28.0559997558594	26.0709991455078	25.878999710083	31.3299999237061	25.7119998931885	NA	27.5480003356934	32.0870018005371	26.3570003509521
87	C18_PMA.2	23.6790008544922	25.1909999847412	26.7999992370605	29.5690002441406	26.3339996337891	27.9249992370605	26.1940002441406	25.8939990997314	NA	25.701000213623	17.738000869751	27.5009994506836	32.0019989013672	26.2150001525879
88	C18_SEB	22.6509990692139	22.0629997253418	23.7199993133545	24.6949996948242	22.7660007476807	22.7800006866455	25.1730003356934	19.7679996490479	28.1310005187988	26.1520004272461	24.2390003204346	22.7520008087158	24.2140007019043	23.9260005950928
89	C18_SEB.1	22.6560001373291	22.173999786377	23.7169990539551	24.568000793457	22.867000579834	22.7870006561279	25.1889991760254	19.9640007019043	27.5440006256104	25.9290008544922	17.0020008087158	22.7889995574951	24.2029991149902	24.0330009460449
90	C18_SEB.2	22.6800003051758	22.0939998626709	23.6790008544922	24.8150005340576	22.75	22.8530006408691	24.9969997406006	19.7049999237061	NA	26.1949996948242	NA	NA	24.2220001220703	24.0410003662109
91	C19_72h	25.0809993743896	27.3250007629395	24.7840003967285	27.5769996643066	26.1380004882812	28.2070007324219	NA	NA	NA	NA	33.1699981689453	24.318000793457	24.4549999237061	27.0909996032715
92	C19_72h.1	NA	27.3850002288818	24.92799949646	27.746000289917	26.5419998168945	28.5009994506836	39.9720001220703	37.4609985351562	31.7320003509521	NA	NA	23.988000869751	24.3330001831055	26.9740009307861
93	C19_72h.2	25.2199993133545	27.9300003051758	24.9950008392334	27.8430004119873	26.4680004119873	28.2040004730225	36.3419990539551	NA	NA	NA	33.0060005187988	24.0750007629395	24.4699993133545	27.1219997406006
94	C19_PMA	22.0480003356934	22.5370006561279	23.9689998626709	26.8530006408691	NA	26.617000579834	NA	NA	NA	30.5349998474121	NA	24.0690002441406	31.8020000457764	26.4589996337891
95	C19_PMA.1	22.1180000305176	22.5879993438721	23.9829998016357	26.8799991607666	26.007999420166	26.5300006866455	22.9529991149902	26.9029998779297	29.5849990844727	29.7700004577637	17.4459991455078	23.9699993133545	31.9500007629395	26.4950008392334
96	C19_PMA.2	22.1770000457764	22.6240005493164	24.0790004730225	26.8610000610352	25.9720001220703	26.6870002746582	22.8810005187988	26.5100002288818	29.8619995117188	30.1949996948242	16.8519992828369	24.1499996185303	31.5340003967285	26.503999710083
97	C19_SEB	21.628999710083	19.4869995117188	25.1009998321533	20.9780006408691	23.6100006103516	24.5739994049072	24.2439994812012	23.3209991455078	28.3269996643066	31.1669998168945	17.7649993896484	19.8570003509521	24.3279991149902	24.3460006713867
98	C19_SEB.1	21.761999130249	19.6270008087158	25.0289993286133	21.0069999694824	23.4969997406006	24.7709999084473	24.2700004577637	22.9799995422363	27.8950004577637	31.246000289917	18.496000289917	19.8850002288818	24.2490005493164	24.4820003509521
99	C19_SEB.2	21.8250007629395	19.6690006256104	24.9400005340576	21.0580005645752	23.556999206543	24.6240005493164	24.3229999542236	22.8269996643066	28.7430000305176	31.4899997711182	17.746000289917	19.8969993591309	24.2810001373291	24.5300006866455
100	C2_72h	26.0240001678467	28.2390003204346	23.9860000610352	28.0960006713867	25.6000003814697	31.0200004577637	36.2430000305176	NA	NA	NA	17.1679992675781	24.2600002288818	25.3659992218018	25.2679996490479
101	C2_72h.1	26.0960006713867	28.1550006866455	24.076000213623	27.9160003662109	25.882999420166	31.056999206543	NA	37.193000793457	NA	NA	17.117000579834	24.2430000305176	25.3409996032715	25.3400001525879
102	C2_72h.2	26.0100002288818	28.1700000762939	24.1200008392334	28.0450000762939	25.4029998779297	31.0049991607666	NA	NA	NA	NA	17.253999710083	24.2980003356934	25.5300006866455	25.3610000610352
103	C2_PMA	24.257999420166	24.82200050354	24.82200050354	28.7649993896484	28.3080005645752	28.6310005187988	21.8929996490479	25.9360008239746	26.2840003967285	27.5820007324219	17.0179996490479	25.9740009307861	33.1139984130859	26.996000289917
104	C2_PMA.1	24.2119998931885	24.8409996032715	24.9230003356934	28.2779998779297	27.9820003509521	28.6830005645752	21.8299999237061	25.882999420166	NA	27.8309993743896	16.9990005493164	25.9629993438721	32.3569984436035	26.9130001068115
105	C2_PMA.2	24.4139995574951	24.875	24.9209995269775	28.2590007781982	27.8439998626709	28.8290004730225	21.9260005950928	25.8470001220703	26.7700004577637	27.9349994659424	17.0060005187988	25.9969997406006	32.9900016784668	27.068000793457
106	C2_SEB	21.3379993438721	18.7900009155273	20.1560001373291	20.7299995422363	21.3770008087158	22.2670001983643	21.1070003509521	20.511999130249	24.3500003814697	25.0659999847412	16.4020004272461	19.1079998016357	22.3080005645752	21.6030006408691
107	C2_SEB.1	21.3619995117188	18.6690006256104	20.1000003814697	20.6459999084473	21.0189990997314	22.253999710083	21.0340003967285	20.4400005340576	24.2880001068115	25.1319999694824	16.7800006866455	19.1019992828369	22.2719993591309	21.6149997711182
108	C2_SEB.2	21.2919998168945	18.9260005950928	20.1259994506836	20.5310001373291	20.9839992523193	22.2549991607666	21.0709991455078	20.2210006713867	24.0100002288818	25.0550003051758	16.5480003356934	19.0319995880127	22.2259998321533	21.5729999542236
109	C20_72h	24.5149993896484	27.2749996185303	23.0930004119873	28.0249996185303	24.548999786377	25.6070003509521	38.2490005493164	37.3139991760254	30.1399993896484	NA	NA	23.3759994506836	23.0979995727539	24.4540004730225
110	C20_72h.1	24.5	27.3659992218018	22.9899997711182	27.9629993438721	24.5690002441406	25.8419990539551	33.859001159668	NA	NA	33.8580017089844	29.8309993743896	23.4890003204346	23.2929992675781	24.4270000457764
111	C20_72h.2	24.7679996490479	27.1900005340576	23.1319999694824	28.2430000305176	24.4139995574951	25.7220001220703	NA	NA	NA	NA	30.3199996948242	23.6040000915527	23.2810001373291	24.5470008850098
112	C20_PMA	20.1480007171631	21.6340007781982	22.742000579834	26.0650005340576	24.9829998016357	24.6870002746582	18.2980003356934	21.5440006256104	23.2609996795654	24.9099998474121	14.5839996337891	23.556999206543	29.8640003204346	23.6459999084473
113	C20_PMA.1	20.1840000152588	21.6389999389648	22.742000579834	26.0590000152588	25.056999206543	24.7070007324219	18.2479991912842	21.2479991912842	23.3269996643066	24.8460006713867	14.7480001449585	23.451000213623	29.1609992980957	23.6259994506836
114	C20_PMA.2	20.1280002593994	21.5380001068115	22.6909999847412	26.0419998168945	24.9050006866455	24.6919994354248	18.0750007629395	21.3159999847412	23.2549991607666	24.6480007171631	14.8170003890991	23.4050006866455	29.6229991912842	23.617000579834
115	C20_SEB	20.9459991455078	19.3349990844727	21.5709991455078	21.4930000305176	22.6280002593994	22.2980003356934	22.3939990997314	20.3770008087158	26.0100002288818	26.2840003967285	16.5130004882812	20.8680000305176	23.4179992675781	22.3549995422363
116	C20_SEB.1	20.4930000305176	19.3239994049072	21.4939994812012	21.4580001831055	22.511999130249	22.2390003204346	22.2819995880127	20.3610000610352	26.2719993591309	26.3500003814697	16.4969997406006	20.5380001068115	23.246000289917	22.3850002288818
117	C20_SEB.2	20.8999996185303	19.3099994659424	21.488000869751	21.4839992523193	22.4220008850098	22.2730007171631	22.3269996643066	20.2950000762939	26.6919994354248	26.3169994354248	16.3540000915527	20.4869995117188	23.298999786377	22.4130001068115
118	C21_72h	27.875	29.6660003662109	24.3059997558594	29.3799991607666	25.6469993591309	25.1560001373291	NA	NA	NA	NA	32.484001159668	24.8369998931885	22.8950004577637	26.4939994812012
119	C21_72h.1	27.5610008239746	30.0179996490479	24.371000289917	29.9130001068115	25.6019992828369	25.2199993133545	NA	NA	NA	NA	32.7869987487793	24.7159996032715	22.9790000915527	26.7600002288818
120	C21_72h.2	27.753999710083	30.0289993286133	24.4939994812012	29.6639995574951	25.7810001373291	25.3059997558594	33.3610000610352	36.4580001831055	NA	33.9700012207031	32.3860015869141	24.7639999389648	23.0540008544922	26.6959991455078
121	C21_PMA	22.7259998321533	24.0009994506836	23.5750007629395	27.8349990844727	24.8430004119873	27.1200008392334	23.4979991912842	28.2770004272461	26.8409996032715	25.2849998474121	19.173999786377	23.8479995727539	28.1280002593994	24.3980007171631
