SAMPLE	AIM2	CTLA4	EOMES	FOXP3	IFIH1	IL10	IL17A	IL17F	IL22	IL4	INFG	OAS2	PYCARD	TIGIT2
28	P021_72h	24.5179996490479	28.0450000762939	22.0160007476807	29.9209995269775	23.5580005645752	27.6800003051758	NA	36.0069999694824	NA	35.3969993591309	27.8309993743896	23.4750003814697	23.8889999389648	23.8199996948242
29	P021_72h.1	24.3950004577637	28.0799999237061	22.0790004730225	29.7310009002686	23.6639995574951	27.7950000762939	NA	32.6069984436035	NA	NA	27.8999996185303	23.5459995269775	23.8799991607666	23.7169990539551
30	P021_72h.2	24.7479991912842	28.2849998474121	22.1539993286133	29.9489994049072	23.5349998474121	28.1450004577637	NA	NA	NA	NA	27.3379993438721	23.6790008544922	23.9850006103516	23.9249992370605
31	P021_PMA	23.318000793457	24.0470008850098	23.0289993286133	27.3950004577637	25.6450004577637	27.2929992675781	19.9580001831055	21.5319995880127	24.136999130249	26.2259998321533	14.8929996490479	25.3159999847412	31.5699996948242	25.0750007629395
32	P021_PMA.1	23.2889995574951	24.0939998626709	23.0279998779297	27.2019996643066	25.5480003356934	27.326000213623	19.9260005950928	21.6770000457764	24.1989994049072	25.871000289917	15.0120000839233	25.4220008850098	31.1219997406006	25.0020008087158
33	P021_PMA.2	23.4050006866455	24.1599998474121	23.0249996185303	27.2810001373291	25.6149997711182	27.5520000457764	20.2479991912842	21.5330009460449	24.3059997558594	26.0879993438721	14.918999671936	25.3999996185303	30.7940006256104	25.0270004272461
34	P021_SEB	22.5440006256104	22.4710006713867	20.257999420166	24.6830005645752	21.9090003967285	26.7910003662109	23.8719997406006	20.7689990997314	24.5620002746582	25.3610000610352	16.8400001525879	20.7189998626709	23.8689994812012	21.0629997253418
35	P021_SEB.1	22.5259990692139	22.4479999542236	20.2290000915527	24.7000007629395	21.8099994659424	26.701000213623	23.8740005493164	20.7730007171631	24.4249992370605	25.4810009002686	16.9860000610352	20.5639991760254	23.8840007781982	21.0470008850098
36	P021_SEB.2	22.4740009307861	22.4529991149902	20.2800006866455	24.6790008544922	21.7840003967285	26.6989994049072	23.8460006713867	20.67799949646	24.4640007019043	25.5659999847412	16.757999420166	20.6499996185303	24.0990009307861	20.9790000915527
37	P022_72h	25.7980003356934	28.8080005645752	24.5629997253418	27.9990005493164	24.7000007629395	28.4090003967285	NA	NA	NA	NA	NA	24.1749992370605	NA	25.9810009002686
38	P022_72h.1	25.8770008087158	29.1310005187988	24.6949996948242	28.2000007629395	24.5799999237061	28.1420001983643	31.4979991912842	35.9720001220703	NA	NA	33.1510009765625	24.1420001983643	24.1539993286133	26.1299991607666
39	P022_72h.2	25.923999786377	28.7299995422363	24.7479991912842	28.0149993896484	24.7430000305176	28.0610008239746	33.7169990539551	NA	NA	NA	32.6679992675781	24.1959991455078	24.0459995269775	26.0650005340576
40	P022_PMA	24.7679996490479	26.3540000915527	26.1019992828369	28.1909999847412	27.0249996185303	28.3700008392334	22.9209995269775	NA	27.2689990997314	29.6580009460449	19.3729991912842	26.8449993133545	31.5750007629395	27.5230007171631
41	P022_PMA.1	24.3859996795654	26.4039993286133	25.9489994049072	28.3619995117188	27.4029998779297	27.75	22.992000579834	25.9379997253418	27.1609992980957	29.8999996185303	19.2639999389648	26.9449996948242	34.4539985656738	27.3859996795654
42	P022_PMA.2	24.3910007476807	26.4750003814697	26.4379997253418	28.5160007476807	27.0149993896484	27.8519992828369	22.8050003051758	25.5699996948242	27.2409992218018	30.3400001525879	19.0869998931885	26.9720001220703	NA	27.5410003662109
43	P022_SEB	21.9659996032715	19.9300003051758	21.9449996948242	22.6280002593994	21.9440002441406	29	20.4459991455078	19.0779991149902	25.0300006866455	27.0860004425049	15.8760004043579	20.9020004272461	22.4969997406006	22.9689998626709
44	P022_SEB.1	21.9869995117188	19.9009990692139	22.0020008087158	22.5960006713867	21.9200000762939	28.8819999694824	20.378999710083	19.3579998016357	25.1219997406006	26.8600006103516	16.2770004272461	20.6900005340576	22.4990005493164	23.0109996795654
45	P022_SEB.2	21.9990005493164	19.9260005950928	22.05299949646	22.5909996032715	21.7210006713867	29.4130001068115	20.4349994659424	19.1490001678467	24.7310009002686	26.9909992218018	16.1009998321533	20.8850002288818	22.5060005187988	23.0820007324219
46	P023_72h	25.1639995574951	28.5729999542236	24.6100006103516	29.0259990692139	24.0520000457764	25.6359996795654	NA	NA	NA	NA	32.5499992370605	23.1420001983643	23.6979999542236	25.9249992370605
47	P023_72h.1	25.2140007019043	28.5890007019043	24.6060009002686	28.8700008392334	24.1690006256104	25.5690002441406	NA	35.2550010681152	NA	NA	NA	23.1669998168945	23.80299949646	25.7549991607666
48	P023_72h.2	25.2210006713867	28.3330001831055	24.5459995269775	28.9610004425049	23.9979991912842	25.6620006561279	NA	34.1230010986328	NA	NA	33.2490005493164	23.1399993896484	23.7250003814697	25.8490009307861
49	P023_PMA	22.2830009460449	22.9899997711182	24.9139995574951	27.1140003204346	25.3020000457764	25.492000579834	20.4720001220703	24.1669998168945	25.8199996948242	28.0620002746582	17.1550006866455	24.2490005493164	32.8129997253418	25.5330009460449
50	P023_PMA.1	22.2450008392334	22.9930000305176	24.9200000762939	27.1770000457764	25.32200050354	25.4039993286133	20.5330009460449	24.0060005187988	25.7159996032715	27.8379993438721	17.2740001678467	24.2269992828369	31.4680004119873	25.5389995574951
51	P023_PMA.2	22.3619995117188	23.0459995269775	NA	27.181999206543	25.3799991607666	25.6079998016357	20.4799995422363	24.0900001525879	25.8889999389648	27.7240009307861	16.9829998016357	24.3169994354248	31.8129997253418	25.5009994506836
52	P023_SEB	21.1070003509521	19.8360004425049	21.6860008239746	22.1439990997314	21.0459995269775	23.4619998931885	21.2700004577637	18.7999992370605	23.7290000915527	27.617000579834	14.8579998016357	19.7229995727539	22.681999206543	22.5009994506836
53	P023_SEB.1	21.1350002288818	19.8059997558594	21.6469993591309	22.0990009307861	20.9790000915527	23.5330009460449	21.2150001525879	18.6100006103516	23.1439990997314	27.798999786377	14.6440000534058	19.7080001831055	22.5599994659424	22.4549999237061
54	P023_SEB.2	21.1219997406006	19.818000793457	21.7000007629395	22.0979995727539	20.9839992523193	23.4720001220703	21.1940002441406	18.4559993743896	23.2280006408691	27.7229995727539	14.6120004653931	19.6049995422363	22.5620002746582	22.507999420166
55	P024_72h	26.2070007324219	28.2250003814697	23.1790008544922	28.8040008544922	23.613000869751	24.943000793457	NA	NA	NA	NA	27.9599990844727	23.386999130249	21.8409996032715	25.2259998321533
56	P024_72h.1	26.4990005493164	28.0699996948242	23.1690006256104	28.8530006408691	23.6229991912842	24.8080005645752	NA	35.2569999694824	NA	33.5110015869141	27.882999420166	23.4069995880127	21.7229995727539	25.1959991455078
57	P024_72h.2	26.3799991607666	28.1299991607666	23.2180004119873	28.6860008239746	23.7789993286133	24.9099998474121	NA	NA	NA	NA	27.7940006256104	23.3579998016357	21.8390007019043	25.3159999847412
58	P024_PMA	25.4810009002686	26.6000003814697	27.6609992980957	29.1590003967285	25.9340000152588	NA	25.9130001068115	29.0170001983643	NA	29.2800006866455	18.0219993591309	25.3390007019043	30.1100006103516	27.1310005187988
59	P024_PMA.1	25.6520004272461	26.6299991607666	27.3880004882812	28.951000213623	25.8759994506836	30.8969993591309	26.0669994354248	28.761999130249	31.1149997711182	28.9640007019043	17.9610004425049	25.3999996185303	30.4549999237061	27.0729999542236
60	P024_PMA.2	25.6180000305176	26.5790004730225	27.3770008087158	28.7110004425049	26.1079998016357	31.0219993591309	25.8780002593994	28.5340003967285	30.9519996643066	28.5669994354248	17.9669990539551	25.451000213623	30.253999710083	27.201000213623
61	P024_SEB	22.8770008087158	21.6049995422363	22.0909996032715	23.7269992828369	22.7609996795654	24.1110000610352	22.4869995117188	21.0349998474121	29.2290000915527	25.5209999084473	18.5160007476807	21.9150009155273	23.9909992218018	24.1509990692139
62	P024_SEB.1	22.9090003967285	21.6480007171631	22.0550003051758	23.6490001678467	22.6569995880127	23.9680004119873	22.4689998626709	20.992000579834	29.136999130249	25.6520004272461	18.7779998779297	21.753999710083	24.0669994354248	24.2450008392334
63	P024_SEB.2	22.9519996643066	21.6630001068115	22.613000869751	23.5709991455078	22.8910007476807	24.2110004425049	22.4659996032715	20.992000579834	28.798999786377	25.5580005645752	18.6749992370605	21.7490005493164	24.1590003967285	24.1200008392334
64	P025_72h	25.113000869751	26.257999420166	23.1200008392334	25.8740005493164	23.6389999389648	26.6620006561279	34.9739990234375	36.726001739502	NA	33.8889999389648	29.5960006713867	23.7350006103516	23.0389995574951	25.257999420166
65	P025_72h.1	25.0939998626709	26.1399993896484	23.1770000457764	25.8659992218018	23.9529991149902	26.5540008544922	35.492000579834	36.7290000915527	NA	37.3250007629395	29.4330005645752	23.3880004882812	23.0970001220703	25.0160007476807
66	P025_72h.2	25.2110004425049	26.3560009002686	23.1650009155273	26.0450000762939	23.6760005950928	26.4220008850098	34.9449996948242	NA	NA	33.5989990234375	29.07200050354	23.3939990997314	23.1509990692139	25.2320003509521
67	P025_PMA	21.6749992370605	21.7709999084473	22.7919998168945	26.4309997558594	24.3579998016357	24.9810009002686	21.8689994812012	23.503999710083	26.7689990997314	25.5769996643066	15.2580003738403	23.7159996032715	28.8959999084473	24.3290004730225
68	P025_PMA.1	21.7159996032715	21.7520008087158	22.8330001831055	26.4479999542236	24.6900005340576	24.9220008850098	21.9200000762939	23.7210006713867	26.5890007019043	25.3269996643066	15.418999671936	23.7509994506836	29.3859996795654	24.3939990997314
69	P025_PMA.2	21.80299949646	21.8279991149902	22.8020000457764	26.5100002288818	24.1490001678467	25.0389995574951	21.6009998321533	23.488000869751	26.7430000305176	25.6040000915527	15.0830001831055	23.6900005340576	28.6319999694824	24.4039993286133
70	P025_SEB	20.9130001068115	18.7980003356934	21.0179996490479	21.6000003814697	21.9099998474121	22.9850006103516	21.2369995117188	19.9909992218018	26.5520000457764	25.3589992523193	17.3740005493164	20.2600002288818	22.6450004577637	22.7719993591309
71	P025_SEB.1	20.9850006103516	18.9160003662109	21.0429992675781	21.5970001220703	22.003999710083	23.0179996490479	21.2189998626709	20.1660003662109	26.5820007324219	25.3579998016357	17.1420001983643	20.2590007781982	22.6499996185303	22.7959995269775
72	P025_SEB.2	21.0020008087158	18.992000579834	21.1380004882812	20.9489994049072	22	23.0970001220703	21.2070007324219	20.1639995574951	26.5550003051758	25.5060005187988	16.8689994812012	20.2719993591309	22.7409992218018	22.9260005950928
73	P026_72h	25.9990005493164	27.9930000305176	23.7129993438721	29.2700004577637	24.1420001983643	25.9090003967285	35.6030006408691	NA	NA	NA	NA	23.3700008392334	22.5020008087158	25.4370002746582
74	P026_72h.1	25.9650001525879	28.0990009307861	23.6889991760254	29.5919990539551	23.9820003509521	25.94700050354	33.390998840332	37.515998840332	NA	NA	29.1159992218018	23.3360004425049	22.4740009307861	25.1940002441406
75	P026_72h.2	25.9209995269775	28.2070007324219	23.6180000305176	30.1140003204346	24.0869998931885	25.8110008239746	NA	NA	NA	NA	29.2390003204346	23.4139995574951	22.5629997253418	25.4389991760254
76	P026_PMA	22.3239994049072	23.2770004272461	23.9220008850098	27.7250003814697	23.8199996948242	27.0610008239746	23.2320003509521	25.0289993286133	28.3540000915527	26.8880004882812	15.9359998703003	23.0919990539551	28.7240009307861	25.0890007019043
77	P026_PMA.1	22.3290004730225	23.261999130249	24.0049991607666	27.8129997253418	23.5160007476807	27.5139999389648	23.076000213623	24.82200050354	29.0090007781982	26.7409992218018	15.9300003051758	22.9519996643066	29	25.0639991760254
78	P026_PMA.2	22.2929992675781	23.1840000152588	24.5790004730225	27.8479995727539	23.6949996948242	27.173999786377	23.2360000610352	24.6319999694824	28.7900009155273	26.5909996032715	16.0520000457764	23.1319999694824	29.0779991149902	25.2630004882812
79	P026_SEB	22.2299995422363	19.9109992980957	21.3770008087158	23.1560001373291	21.7679996490479	21.6830005645752	21.5330009460449	18.9669990539551	25.7450008392334	26.7269992828369	15.1899995803833	20.5709991455078	23.7240009307861	23.3910007476807
80	P026_SEB.1	22.8460006713867	19.9099998474121	21.318000793457	23.0769996643066	21.5960006713867	21.6849994659424	21.3770008087158	18.7150001525879	25.9720001220703	26.6889991760254	15.1949996948242	NA	23.3209991455078	23.3430004119873
81	P026_SEB.2	22.2310009002686	19.9699993133545	21.3719997406006	23.0270004272461	21.5979995727539	21.6310005187988	21.511999130249	18.7310009002686	25.7800006866455	26.576000213623	15.2209997177124	20.5380001068115	23.7959995269775	23.3549995422363
82	P027_72h	26.2169990539551	28.2259998321533	25.443000793457	28.6030006408691	24.4409999847412	25.6439990997314	NA	NA	NA	NA	30.1790008544922	24.0690002441406	21.7000007629395	26.128999710083
83	P027_72h.1	26.3199996948242	28.2700004577637	25.8889999389648	28.6189994812012	24.6620006561279	25.5170001983643	32.8349990844727	38.7299995422363	NA	32.5810012817383	29.6100006103516	23.9890003204346	21.8910007476807	26.0620002746582
84	P027_72h.2	26.1140003204346	28.1480007171631	26.0820007324219	28.8959999084473	24.4370002746582	25.4799995422363	33.3709983825684	NA	NA	33.5849990844727	29.6410007476807	23.9969997406006	21.9069995880127	25.9370002746582
85	P027_PMA	21.2970008850098	22.3409996032715	23.0149993896484	25.8719997406006	24.0480003356934	25.4060001373291	21.4780006408691	23.8929996490479	25.5340003967285	24.503999710083	16.8899993896484	22.8330001831055	27.9860000610352	24.4360008239746
86	P027_PMA.1	21.3159999847412	22.3369998931885	23.2360000610352	25.8439998626709	23.6730003356934	25.3269996643066	21.6340007781982	NA	NA	24.5030002593994	16.4440002441406	22.82200050354	27.8659992218018	24.4860000610352
87	P027_PMA.2	21.306999206543	22.3600006103516	23.0930004119873	25.7399997711182	23.6989994049072	25.5520000457764	21.5779991149902	23.6949996948242	26.1989994049072	24.4850006103516	16.2169990539551	22.8770008087158	28.4759998321533	24.4139995574951
88	P027_SEB	21.3330001831055	19.681999206543	22.0440006256104	22.4969997406006	23.1229991912842	22.2609996795654	22.3050003051758	NA	27.4069995880127	25.3449993133545	18.2080001831055	21.0990009307861	23.4899997711182	23.878999710083
89	P027_SEB.1	21.3810005187988	19.6609992980957	22.0009994506836	22.6240005493164	23.2290000915527	22.8139991760254	22.4850006103516	20.8740005493164	27.9179992675781	25.3250007629395	NA	20.9309997558594	23.4829998016357	23.7900009155273
90	P027_SEB.2	21.4060001373291	19.7910003662109	22.2399997711182	22.7329998016357	22.9979991912842	22.2970008850098	22.2560005187988	20.4659996032715	27.8929996490479	25.451000213623	17.7150001525879	21.0200004577637	23.2959995269775	23.798999786377
91	P028_72h	26.0100002288818	27.8110008239746	24.8659992218018	28.4689998626709	25.253999710083	29.1280002593994	35.7830009460449	NA	NA	NA	29.6359996795654	24.681999206543	25.1900005340576	25.7600002288818
92	P028_72h.1	26.1359996795654	27.9589996337891	24.9619998931885	28.3880004882812	25.2259998321533	28.625	36.8390007019043	35.5190010070801	NA	36.4640007019043	29.7479991912842	24.8700008392334	25.3050003051758	25.5809993743896
93	P028_72h.2	25.871000289917	27.8209991455078	24.7999992370605	28.7099990844727	24.9529991149902	29.3159999847412	35.3160018920898	NA	NA	NA	NA	24.7409992218018	25.3449993133545	25.6189994812012
94	P028_PMA	22.0349998474121	21.8080005645752	23.4139995574951	25.9309997558594	24.9869995117188	25.9810009002686	19.7390003204346	21.6490001678467	25.9650001525879	25.5939998626709	14.8380002975464	24.2719993591309	30	24.0370006561279
95	P028_PMA.1	22.0629997253418	21.8549995422363	23.4669990539551	26.0970001220703	24.9549999237061	25.7709999084473	19.798999786377	21.6009998321533	26.2630004882812	25.5209999084473	14.6140003204346	24.3759994506836	30.2450008392334	24.3939990997314
96	P028_PMA.2	22.0230007171631	21.8560009002686	23.4449996948242	26.1669998168945	25.0499992370605	25.9930000305176	19.8269996643066	21.3899993896484	26.2530002593994	25.6669998168945	14.9490003585815	24.3780002593994	30.1529998779297	24.2310009002686
97	P028_SEB	21.2980003356934	19.628999710083	21.5100002288818	21.9389991760254	22.2520008087158	22.2390003204346	20.5179996490479	18.443000793457	26.2679996490479	25.9969997406006	15.0869998931885	20.8099994659424	23.3899993896484	22.5200004577637
98	P028_SEB.1	21.2770004272461	19.625	21.4750003814697	21.9860000610352	22.5659999847412	22.1529998779297	20.6609992980957	18.5809993743896	25.9169998168945	25.6900005340576	15.6120004653931	20.8500003814697	23.6849994659424	22.5440006256104
99	P028_SEB.2	21.4009990692139	19.6560001373291	21.4799995422363	22.0809993743896	22.4230003356934	22.2830009460449	20.7099990844727	18.3490009307861	25.757999420166	25.8439998626709	15.2650003433228	20.8610000610352	23.5900001525879	22.4860000610352
100	P029_72h	25.0669994354248	28.8759994506836	24.318000793457	29.2189998626709	26.6149997711182	25.9479999542236	31.3390007019043	NA	NA	36.4700012207031	28.0009994506836	24.7770004272461	23.2169990539551	26.1630001068115
101	P029_72h.1	25.0470008850098	28.5699996948242	24.3110008239746	29.3969993591309	NA	25.742000579834	NA	NA	NA	NA	NA	24.6660003662109	23.0990009307861	26.1790008544922
102	P029_72h.2	25.3689994812012	28.6070003509521	24.5860004425049	NA	26.7119998931885	25.7000007629395	NA	NA	NA	37.1969985961914	31.5869998931885	24.757999420166	23.2819995880127	26.2800006866455
103	P029_PMA	23.2479991912842	23.9950008392334	24.6350002288818	26.8099994659424	26.7040004730225	26.7329998016357	22.363000869751	26.007999420166	27.2399997711182	26.8090000152588	18.3570003509521	25.7569999694824	30.5869998931885	25.7830009460449
104	P029_PMA.1	23.5130004882812	23.9029998779297	24.6439990997314	26.7970008850098	27.0900001525879	26.2970008850098	22.4009990692139	26.0820007324219	27.6709995269775	27.0219993591309	18.4069995880127	25.7430000305176	31.375	26.318000793457
105	P029_PMA.2	23.3409996032715	23.8680000305176	24.6229991912842	26.8430004119873	26.4360008239746	26.628999710083	22.2889995574951	26.1340007781982	27.4939994812012	26.8859996795654	18.4720001220703	25.6180000305176	31.1439990997314	25.8209991455078
106	P029_SEB	22.3190002441406	20.7210006713867	21.3199996948242	22.882999420166	22.5790004730225	23.9220008850098	24.1480007171631	21.9899997711182	28.4120006561279	26.3379993438721	17.0690002441406	21.6690006256104	24.193000793457	23.2639999389648
107	P029_SEB.1	22.30299949646	20.6569995880127	21.3509998321533	22.8250007629395	22.5639991760254	23.9029998779297	24.2789993286133	21.9389991760254	28.6240005493164	26.25	17.113000869751	21.5879993438721	24.2049999237061	23.238000869751
108	P029_SEB.2	22.242000579834	20.6499996185303	21.3299999237061	22.8689994812012	NA	23.8519992828369	24.1690006256104	21.8159999847412	28.492000579834	26.4120006561279	NA	21.6009998321533	24.3659992218018	23.3020000457764
109	P030_72h	24.3470001220703	27.0109996795654	22.9419994354248	27.6180000305176	24.4389991760254	25.2779998779297	NA	35.7859992980957	NA	33.4799995422363	30.1749992370605	23.5	22.4750003814697	25.1889991760254
110	P030_72h.1	24.4169998168945	27.2630004882812	22.9820003509521	27.5259990692139	24.6790008544922	25.5	32.9490013122559	NA	NA	35.435001373291	NA	23.5410003662109	22.3600006103516	25.1420001983643
111	P030_72h.2	24.5690002441406	27.4099998474121	23.0330009460449	27.5219993591309	24.3279991149902	25.4360008239746	33.1769981384277	36.9869995117188	NA	32.9869995117188	29.7830009460449	23.4680004119873	22.451000213623	25.253999710083
112	P030_PMA	21.548999786377	22.1439990997314	22.5400009155273	25.7569999694824	24.5580005645752	25.068000793457	21.3850002288818	NA	NA	24.7250003814697	16.9689998626709	23.6849994659424	29.7199993133545	24.4519996643066
113	P030_PMA.1	21.6669998168945	22.121000289917	22.5599994659424	25.7490005493164	25.8950004577637	25.0919990539551	21.5440006256104	25.7199993133545	32.4459991455078	24.7329998016357	19.3439998626709	23.9810009002686	30.1229991912842	24.4270000457764
114	P030_PMA.2	21.6959991455078	22.2859992980957	NA	25.7439994812012	NA	25.1259994506836	21.1620006561279	24.42799949646	25.8700008392334	24.7800006866455	NA	23.6760005950928	29.757999420166	24.6529998779297
115	P030_SEB	20.8920001983643	19.8719997406006	21.1000003814697	22.2749996185303	21.8339996337891	22.382999420166	23.4699993133545	NA	25.4869995117188	24.6840000152588	NA	20.5349998474121	23.576000213623	22.3490009307861
116	P030_SEB.1	20.9300003051758	19.8640003204346	21.0890007019043	22.2569999694824	21.9769992828369	22.5410003662109	23.4820003509521	21.07200050354	25.443000793457	24.8470001220703	15.9610004425049	20.5249996185303	23.5060005187988	22.367000579834
117	P030_SEB.2	20.8700008392334	19.8600006103516	21.1760005950928	22.3290004730225	21.75	22.488000869751	23.367000579834	20.7199993133545	25.1539993286133	24.5729999542236	16.0979995727539	20.4699993133545	23.4060001373291	22.2940006256104
118	P031_72h	24.2430000305176	27.6539993286133	22.0459995269775	27.6650009155273	23.8570003509521	25.0330009460449	NA	36.0769996643066	NA	NA	29.8090000152588	23.492000579834	21.3570003509521	24.8290004730225
119	P031_72h.1	24.3419990539551	27.8139991760254	21.9839992523193	27.757999420166	23.6389999389648	24.9969997406006	38.4930000305176	NA	NA	32.9630012512207	29.375	23.4379997253418	21.4969997406006	24.8600006103516
120	P031_72h.2	24.4169998168945	27.6499996185303	22.0060005187988	27.6749992370605	23.8460006713867	24.9820003509521	NA	NA	NA	NA	29.2689990997314	23.3279991149902	21.4209995269775	24.7840003967285
