SAMPLE	AIM2	CASP1	CCL2	CCL20	CCL27	CCL5	CTLA4	CXCL1	CXCL10	CXCL2	DEFB1	EOMES	FOXP3	IFIH1	IFNAR1	IFNG	IFNGR	IL10	IL17A	IL17F	IL1b	IL1F6	IL1RN	IL20RA	IL22	IL22RA1	IL22RA2	IL26	IL8b	KLRK1	LCN2	MICB	NLRP1	NLRP3	PI3	PYCARD	REG3A	S100A8	S100A9	TNF	TRGC1	WIPI1
26	PH027	82.959353481087831	27.812578	20.364717420792406	 0.257741964	12.167823483979326	28.528522020236458	93.950723857038199	2.2302253774851649E-2	  40.6917950	2.078951197918481E-2	15.519380416013028	4.9611229793215879	 123.468482	32.71364680	1.0887447	  40.6917950	1.6538737	1.5130914774159308	0.76036200953763933	1.7513132916417984	0.534834867	3340.8489878487162	142.78153140397112	NA	9.9845150445947279	 33.053085	NA	9.096302e+00	9.7215706806523722E-2	34.831786700961089	1.888214e-01	 0.312371040	10.345988974793968	2.9749244344911743	 63.11885915	   61.36451	NA	 883.4469546	1582.1450496102907	29.000384	119.26275539942002	 33.497921
27	PH028	14.746828394691539	27.876940	36.260672411393386	 0.715488516	48.31279224329856	39.652323025754299	52.960101399967741	3.9600620806962777E-2	  22.4893034	5.8910426644174355E-2	23.840340885791349	3.9140648682571544	  45.939625	27.98767592	1.2195369	  22.4893034	1.7661254	NA	0.50674614703028098	NA	0.502199797	1523.3174513668175	97.838719401213964	7.462543e+00	NA	 21.239322	 21.794655	1.602896e+01	0.1024032015302508	73.635714862915634	1.479823e-01	 0.162142418	12.793450459701042	4.0916869946240029	 53.03968894	   72.95830	NA	 757.7964214	933.38855131409582	38.980130	142.91360396261757	 26.722827
28	PH029	29.235839218584211	22.975107	33.443817146055281	 1.420927003	19.494566452484289	12.201609591102512	121.55798622755408	4.4635438431192775E-2	  19.5486793	4.0704526115302821E-2	20.888921825107321	1.8050017508315725	  77.618753	40.99018447	1.1347176	  19.5486793	2.1728415	2.2055921706468062	0.78031105488501395	3.3350562110255808	1.087991216	2167.7766635727567	38.541294327079058	1.116569e+01	21.188916485922167	 21.805385	 27.832223	1.555798e+01	0.30885465655954286	41.777843650214649	2.482451e-01	 0.289974991	10.175302672825564	6.7315601455672178	119.15261836	   59.89374	NA	1134.8874786	1528.2521892315497	31.933542	52.200788439554607	 24.864233
29	PH030	17.245726644032576	32.450460	58.464992036783329	 1.558869746	16.30791178234157	32.472948575071136	169.56179160351968	2.0382861566451162E-2	  31.7679350	3.529235710369838E-2	44.916271197833908	10.244893913048521	 184.460278	43.69304520	1.2930999	  31.7679350	2.1077354	1.6036213629518763	1.8782569229305652	3.8724002759509148	1.376654965	2248.1155950385983	111.3403884357553	1.113091e+01	NA	 30.000627	 47.200026	2.665611e+01	0.4890883437792472	61.798493587951555	NA	 0.299888920	10.202375901069987	NA	 65.36741660	   47.59814	NA	1090.0415125	1892.1801562572045	50.673772	127.86694523231148	 27.293778
30	PH031	18.821800267419675	NA	26.495348026633071	 0.897302734	25.504269383521162	17.532984028969199	98.416869007861209	6.346039506382227E-2	  27.4296779	NA	21.293376811159423	4.5179463122599568	  63.148045	26.65333968	1.1476371	  27.4296779	1.8715377	1.7433137012046742	0.58148749692081114	3.6649302538623738	1.004399816	2349.8181911263878	132.85113568305241	7.898069e+00	9.6402289483615373	 23.262691	 23.961385	1.602214e+01	0.20442830757258906	42.724730868680155	NA	 0.209013274	12.852701252014375	1.6883477371988489	 58.64083154	   56.97802	NA	 936.1960201	1260.1093816378407	24.425781	75.287201069678773	 15.298662
31	PH032	7.2500929117563837	35.358865	39.965048888740796	 1.708423890	18.661587383624639	27.883377650749399	111.98536687424382	2.5743168034478407E-2	  19.0053364	8.224088447392916E-2	38.755590716571909	4.151597990095377	 134.022630	34.67129827	1.1206479	  19.0053364	2.2348850	2.0914442434087723	1.8979311019355241	6.5208918279751185	0.967275891	3026.9861183376202	148.8793750283771	5.159863e+00	18.470725398119367	 17.468776	 29.793891	1.860048e+01	0.16139487235399019	42.429602863847251	3.160525e-01	 0.232666070	11.04253269557538	4.8098746209523853	111.35324466	   64.07398	NA	1089.6632855	1447.819358435293	23.972908	135.54856964364029	 35.687157
32	PH033	28.816703498382161	49.072188	34.835839352204118	 0.656333165	57.967268817904113	30.657467441400755	50.492608673358689	1.8903974011784671E-2	  19.2239447	3.0794856135181667E-2	41.70553217350033	5.5628861315943396	 122.008132	81.86479897	2.1103764	  19.2239447	3.0822296	NA	0.86481313230774193	NA	1.435115450	2360.4294801242486	278.94425347365734	2.462127e+01	14.508562391681481	 58.673874	NA	NA	0.29623896319117266	121.13736455070847	2.161177e-01	 0.187873447	29.354301924996495	16.509389146501334	 67.14306550	  116.84888	NA	 869.7763181	1563.4311993410058	40.471465	111.13476818270074	 48.981595
33	PH034	7.0055533915455541	25.776767	19.391249931929128	 0.813378830	17.790068934970513	8.0092439850034527	29.057395404867624	9.9391182929957685E-3	  15.1299239	3.0962512614983784E-2	35.416082663438587	2.8732163160758093	  75.968732	47.64342746	0.8182799	  15.1299239	1.2448764	NA	0.57925605803634894	1.9447770844069749	0.457232737	3010.2486055243526	244.77848288155067	5.619077e+00	2.2923205492340841	 51.556573	NA	NA	8.5042809929450403E-2	30.016145936194423	2.669812e-01	 0.359816380	18.050907549027936	NA	 93.33421172	  120.76005	NA	 862.2723779	1512.7942224424396	24.755314	NA	 23.917581
34	PH035	NA	NA	29.815688849854958	 2.425025433	87.466990204356549	21.515933260577185	100.92684591002893	1.9754613737678034E-2	  20.6537646	3.4818539558232865E-2	50.248178248359913	2.968018917427691	 121.993992	37.98834496	1.0170098	  20.6537646	2.2774830	2.1363764534848961	NA	0.79380549504446019	0.447874421	3316.2395918346183	289.88410422573378	1.099925e+01	NA	 66.647597	 30.690263	9.595201e+00	6.7016788534882438E-2	35.244659716840907	NA	 0.216484051	21.178076976044252	NA	110.81424190	  122.38930	NA	 979.1139315	1587.2717565789928	35.432474	NA	 27.233931
35	PT001	NA	17.231782	8.0370595580516646	 0.271432859	47.802014701754658	9.7969541267178393	29.476647847435693	2.5646913346762234E-3	   3.1303704	1.5933051989904409E-2	14.24120954800069	1.312363820619753	  23.774338	 3.47965116	0.4127482	   3.1303704	0.6024963	NA	NA	NA	0.087131220	644.03696821048561	119.26280795746747	7.939239e+00	NA	 16.526712	NA	NA	2.8437286003624119E-3	15.105480117656304	5.496342e-02	 0.146943547	13.912725518520922	NA	 24.16198566	  148.22727	NA	 473.2088180	928.87071072434844	13.906301	11.47296264495388	 23.686618
36	PT002	3.7119221561528208	28.148762	11.384511322222464	 0.033154141	184.86566891526959	2.4628578149615237	4.4862188635071032	1.2990447721651617E-3	   6.1517578	1.2266202588902509E-2	0.21778858988174729	0.79774494590556477	  15.280995	13.26443967	1.1206479	   6.1517578	0.9105194	NA	NA	NA	0.093008109	143.14499343068465	48.874129694827239	1.284379e+01	NA	 25.260772	NA	NA	NA	12.457986294745917	4.023304e-03	 0.139789971	15.476421082853923	NA	  0.32473460	   43.32114	NA	   9.5709801	6.8242307997444911	10.255552	10.478302334126337	 34.631204
37	PT003	4.4608975332434122	32.649770	46.775056900687112	 0.705475022	142.45213485573277	5.7146556073460708	10.247268990819126	3.0750681760479716E-3	  34.2730009	NA	18.059254141447621	1.6245052938459208	  16.779953	50.63077443	1.1085450	  34.2730009	0.9823175	NA	NA	NA	0.193758845	73.042647469531829	57.017530524539659	4.024103e+00	NA	 13.212696	 19.201589	1.773707e+00	NA	20.922742793689739	1.621854e-02	 0.243895245	10.570712704931905	NA	  2.96151232	   59.32907	NA	 104.1607228	155.16582654353809	20.163406	15.252770782573137	 20.440162
38	PT004	1.7836507388295975	16.892753	11.655994698753181	 0.060748810	144.57415456717393	7.1668197554737425	2.8467845131026235	7.8810010651086026E-4	   1.0285883	NA	26.233398468610087	1.9065967679317146	  12.061459	 4.62560076	0.5972196	   1.0285883	0.7370650	NA	NA	NA	0.016835686	121.68434200582563	60.380023470637852	8.312792e+00	NA	 13.614050	NA	NA	3.1415417705018167E-5	16.408067217555541	NA	 0.166316096	7.097606031683557	NA	  0.49072949	   29.34412	NA	   5.3504736	12.828962423197675	18.549814	NA	 21.897085
39	PT005	NA	20.154087	24.273898678289985	 0.344999622	150.15752964194633	6.4950150697720321	13.605958484049568	1.3324835356952312E-3	  14.4801029	3.6090472340721221E-3	19.203978497383808	3.7213678766216227	  30.597324	10.44053597	1.1044538	  14.4801029	1.3331425	0.66044059332395133	NA	NA	0.112344394	154.80772302015049	82.025437794167573	1.028402e+01	NA	 23.627458	 13.177592	NA	8.4232650750607732E-4	24.195486087844444	1.420529e-02	 0.170085620	NA	0.59682168895690457	  0.81469576	   44.63179	NA	  52.9417251	87.446755934592957	18.121957	NA	 20.056527
40	PT006	1.0050956497936696	NA	6.8923731048285752	NA	147.5779521805436	1.7532111799396943	NA	NA	   1.7159406	2.9820070464151916E-3	21.5209023396676	NA	   6.228993	 2.99534717	0.4336691	   1.7159406	0.7041364	NA	NA	NA	NA	399.85517597900377	52.770752604374344	3.610004e+00	NA	 10.247264	  4.564657	NA	NA	NA	NA	NA	6.9146976784649183	NA	  0.11910725	NA	NA	  12.9810285	33.289612225653201	12.000318	NA	 16.215862
41	PT007	3.6502612270695067	24.652575	14.175557749777541	 0.032098886	272.7936442644658	12.60274445512991	4.3124235801060546	8.3457744366695027E-4	   8.8131999	NA	41.864797699700766	1.9414940791194042	  11.621033	11.61209243	1.2195369	   8.8131999	1.4273624	NA	NA	NA	NA	152.21847717967978	89.078105168515137	1.213414e+01	NA	 18.459873	NA	NA	NA	26.769154539490298	1.737380e-01	 0.112188770	26.834169556201527	NA	  0.05464878	   77.24306	NA	   1.6647822	4.5012744922850931	15.736035	35.877297737453929	 30.002280
42	PT008	NA	16.088966	13.113682205891593	 7.774052235	104.30518686045319	3.191718143153861	NA	6.7184013192428419E-3	NA	1.8342495387595567E-2	62.538218687762786	0.46808250440131194	  21.303232	27.16561688	0.5625294	NA	0.5533634	NA	NA	6.9104089633674148E-2	2.163950485	2017.4736410228845	224.30731316022224	6.959582e+00	NA	  9.851071	NA	NA	8.5259255761200442E-2	12.827492568890644	1.654258e-01	 0.055610483	3.8780536334478506	NA	 73.70376275	   44.53907	NA	 624.2589922	1093.1936964253839	 7.670571	5.4711106170073318	 17.014198
43	PT009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
44	PT010	NA	22.177124	10.229521162521788	NA	356.23030673391116	8.7200317120911723	4.6983852660397369	1.299044485926453E-3	   4.8854784	NA	36.470709062967536	2.0681390219631197	  13.290589	 9.39397940	0.7757519	   4.8854784	0.7529135	NA	NA	NA	0.035024313	117.72959142031146	49.694004934107568	5.009499e+00	NA	  9.340955	 11.200328	3.616758e+00	NA	21.725731035396144	4.576110e-03	 0.114308058	10.526828573582192	NA	  0.64976965	NA	99.882901096395756	   2.1194156	4.7348964102552884	19.266198	29.719387571154744	 19.150811
45	PT011	NA	17.395793	13.144005385377067	 0.072972664	270.53394570788623	9.1134632746570219	NA	3.5187045136374808E-4	   7.3419655	3.4552336818431165E-3	29.161618824797266	4.7141591519677117	  19.033906	 8.43997231	0.7300159	   7.3419655	0.5762195	0.77655728641578203	NA	NA	0.051355629	68.308800080748071	67.946779844758595	4.899606e+00	NA	 16.409485	NA	NA	NA	35.860731838356983	NA	 0.103820765	25.34271518999417	NA	  0.06346037	   63.98518	NA	NA	0.75158056282644736	16.107561	NA	 20.051896
46	PT012	3.9870795771019134	23.506698	8.8745097397550214	 0.022335779	216.11665013855907	9.4065547668105243	3.9843228084092992	NA	NA	5.7775240116078293E-3	27.284319181844982	2.3359347521669083	  13.255315	14.35350611	0.7071069	NA	0.6979950	NA	NA	0.40758342260053726	0.145810454	103.2501151494988	56.951685268306342	8.768520e+00	NA	 12.670266	 17.354440	NA	1.0042497014753019E-3	30.852881607917404	6.706554e-03	 0.095039214	7.939235011481566	1.09144475886417	  0.07632680	   67.27507	NA	   7.2216745	5.7544050934092468	10.556067	17.888988795567876	 27.665203
