,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,V8_PMA,26.402000427246094,0.18,26.53,,16.552999496459961,0.11,16.44,,10.08,-4.37,0.21,,20.608,0.098082,,
,V8_SEB,26.055999755859375,,,,14.925999641418457,,,,,,,,,,,
,V8_SEB,26.143999099731445,,,,14.953000068664551,,,,,,,,,,,
,V8_SEB,26.055999755859375,0.050806,26.09,,14.859999656677246,0.047844,14.91,,11.17,-3.28,0.069788,,9.695,0.032898,,
,V8_72h,36.976001739501953,,,,14.272000312805176,,,,,,,,,,,
,V8_72h,33.011001586914063,,,,14.22700023651123,,,,,,,,,,,
,V8_72h,Undetermined,2.80,34.99,,14.071000099182129,0.11,14.19,,20.80,6.35,2.81,,0.012225,1.50,,
,V9_PMA,27.155000686645508,,,,16.83799934387207,,,,,,,,,,,
,V9_PMA,27.031000137329102,,,,16.738000869750977,,,,,,,,,,,
,V9_PMA,,0.087682,27.09,,16.820999145507813,0.053506,16.80,,10.29,-4.16,0.10,,17.821,0.054905,,
,V9_SEB,27.690000534057617,,,,16.388999938964844,,,,,,,,,,,
,V9_SEB,27.844999313354492,,,,15.923999786376953,,,,,,,,,,,
,V9_SEB,27.298999786376953,0.28,27.61,,16.405000686645508,0.27,16.24,,11.37,-3.08,0.39,,8.442,0.18,,
,V9_72h,Undetermined,,,,17.948999404907227,,,,,,,,,,,
,V9_72h,Undetermined,,,,17.944000244140625,,,,,,,,,,,
,V9_72h,Undetermined,#DIV/0!,#DIV/0!,,17.992000579833984,0.026389,17.96,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V10_PMA,31.413000106811523,,,,19.680000305175781,,,,,,,,,,,
,V10_PMA,,,,,19.75200080871582,,,,,,,,,,,
,V10_PMA,31.607999801635742,0.14,31.51,,19.819000244140625,0.069515,19.75,,11.76,-2.69,0.15,,6.450,0.08254,,
,V10_SEB,29.312999725341797,,,,15.680000305175781,,,,,,,,,,,
,V10_SEB,,,,,15.696999549865723,,,,,,,,,,,
,V10_SEB,29.819999694824219,0.36,29.57,,15.729000091552734,0.02488,15.70,,13.86,-0.59,0.36,,1.500,0.19,,
,V10_72h,Undetermined,,,,15.557999610900879,,,,,,,,,,,
,V10_72h,Undetermined,,,,15.628000259399414,,,,,,,,,,,
,V10_72h,Undetermined,#DIV/0!,#DIV/0!,,15.546999931335449,0.043936,15.58,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V11_PMA,27.857000350952148,,,,15.906999588012695,,,,,,,,,,,
,V11_PMA,27.278999328613281,,,,15.85099983215332,,,,,,,,,,,
,V11_PMA,27.725000381469727,0.30,27.62,,15.859999656677246,0.030072,15.87,,11.75,-2.70,0.30,,6.506,0.14,,
,V11_SEB,28.315000534057617,,,,15.253999710083008,,,,,,,,,,,
,V11_SEB,28.433000564575195,,,,15.25100040435791,,,,,,,,,,,
,V11_SEB,28.305000305175781,0.07119,28.35,,15.253999710083008,0.001732,15.25,,13.10,-1.35,0.071211,,2.552,0.033569,,
,V11_72h,Undetermined,,,,14.444999694824219,,,,,,,,,,,
,V11_72h,Undetermined,,,,14.814000129699707,,,,,,,,,,,
,V11_72h,Undetermined,#DIV/0!,#DIV/0!,,14.420999526977539,0.22,14.56,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
