,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,IL4,,,,B2mg,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,14.984999656677246,,,,,,,,,,,
,Kalibraator,29.384000778198242,,,,14.845000267028809,,,,,,,,,,,
,,29.268999099731445,0.081318,29.33,,14.800999641418457,0.096083,14.88,,14.45,0.00,0.13,,1.000,0.067283,,
,,,,,,,,,,,,,,,,,
,V1_PMA,,,,,16.426000595092773,,,,,,,,,,,
,V1_PMA,29.173999786376953,,,,15.982999801635742,,,,,,,,,,,
,V1_PMA,29.597999572753906,0.30,29.39,,16.39900016784668,0.25,16.27,,13.12,-1.33,0.39,,2.519,0.21,,
,V1_SEB,28.378999710083008,,,,14.675000190734863,,,,,,,,,,,
,V1_SEB,28.257999420166016,,,,15.111000061035156,,,,,,,,,,,
,V1_SEB,28.103000640869141,0.14,28.25,,15.12399959564209,0.26,14.97,,13.28,-1.17,0.29,,2.255,0.14,,
,V1_72h,Undetermined,,,,17.183000564575195,,,,,,,,,,,
,V1_72h,Undetermined,,,,17.163000106811523,,,,,,,,,,,
,V1_72h,Undetermined,#DIV/0!,#DIV/0!,,17.124000549316406,0.030006,17.16,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,
,V2_PMA,27.198999404907227,,,,16.527000427246094,,,,,,,,,,
,V2_PMA,27.254999160766602,,,,16.534999847412109,,,,,,,,,,
,V2_PMA,27.285999298095703,0.044095,27.25,,16.577999114990234,0.027428,16.55,,10.70,-3.75,0.051929,,13.450,0.02448,
,V2_SEB,27.188999176025391,,,,16.558000564575195,,,,,,,,,,
,V2_SEB,27.239999771118164,,,,16.51300048828125,,,,,,,,,,
,V2_SEB,27.409999847412109,0.12,27.28,,16.51099967956543,0.026577,16.53,,10.75,-3.70,0.12,,12.971,0.05597,
,V2_72h,Undetermined,,,,15.581000328063965,,,,,,,,,,
,V2_72h,Undetermined,,,,15.083999633789063,,,,,,,,,,
,V2_72h,Undetermined,#DIV/0!,#DIV/0!,,15.404000282287598,0.25,15.36,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,
,V3_PMA,29.483999252319336,,,,17.160999298095703,,,,,,,,,,
,V3_PMA,29.521999359130859,,,,16.996999740600586,,,,,,,,,,
,V3_PMA,29.413000106811523,0.055326,29.47,,17.006000518798828,0.092197,17.05,,12.42,-2.03,0.11,,4.087,0.050687,
,V3_SEB,27.298999786376953,,,,15.60200023651123,,,,,,,,,,
,V3_SEB,27.187999725341797,,,,15.583000183105469,,,,,,,,,,
,V3_SEB,27.169000625610352,0.070216,27.22,,15.628000259399414,0.022591,15.60,,11.61,-2.84,0.073761,,7.136,0.034771,
,V3_72h,33.550998687744141,,,,16.302000045776367,,,,,,,,,,,
,V3_72h,23.228000640869141,,,,16.615999221801758,,,,,,,,,,,
,V3_72h,Undetermined,7.30,28.39,,16.367000579833984,0.17,16.43,,11.96,-2.49,7.30,,5.611,3.90,,
,V4_PMA,25.999000549316406,,,,15.154999732971191,,,,,,,,,,,
,V4_PMA,25.926000595092773,,,,15.123000144958496,,,,,,,,,,,
,V4_PMA,25.729000091552734,0.14,25.88,,14.49899959564209,0.37,14.93,,10.96,-3.49,0.40,,11.239,0.19,,
,V4_SEB,26.384000778198242,,,,15.034999847412109,,,,,,,,,,,
,V4_SEB,26.35099983215332,,,,14.88700008392334,,,,,,,,,,,
,V4_SEB,26.222999572753906,0.085044,26.32,,14.954000473022461,0.07411,14.96,,11.36,-3.09,0.11,,8.508,0.053176,,
,V4_72h,Undetermined,,,,14.548000335693359,,,,,,,,,,,
,V4_72h,Undetermined,,,,14.616999626159668,,,,,,,,,,,
,V4_72h,Undetermined,#DIV/0!,#DIV/0!,,14.640999794006348,0.04828,14.60,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V5_PMA,28.325000762939453,,,,16.941999435424805,,,,,,,,,,,
,V5_PMA,28.224000930786133,,,,16.993000030517578,,,,,,,,,,,
,V5_PMA,28.613000869750977,0.20,28.39,,17.076000213623047,0.067634,17.00,,11.38,-3.07,0.21,,8.374,0.10,,
,V5_SEB,29.120000839233398,,,,15.496999740600586,,,,,,,,,,,
,V5_SEB,29.36400032043457,,,,15.515999794006348,,,,,,,,,,,
,V5_SEB,29.304000854492188,0.13,29.26,,15.491999626159668,0.012662,15.50,,13.76,-0.69,0.13,,1.612,0.060232,,
,V5_72h,Undetermined,,,,16.674999237060547,,,,,,,,,,,
,V5_72h,Undetermined,,,,16.690999984741211,,,,,,,,,,,
,V5_72h,Undetermined,#DIV/0!,#DIV/0!,,16.676000595092773,0.008963,16.68,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V6_PMA,28.277000427246094,,,,17.648000717163086,,,,,,,,,,,
,V6_PMA,27.797000885009766,,,,17.618000030517578,,,,,,,,,,,
,V6_PMA,27.871999740600586,0.26,27.98,,17.582000732421875,0.033045,17.62,,10.37,-4.08,0.26,,16.953,0.12,,
,V6_SEB,24.936000823974609,,,,14.892999649047852,,,,,,,,,,,
,V6_SEB,25.170999526977539,,,,14.829999923706055,,,,,,,,,,,
,V6_SEB,25.090000152587891,0.12,25.07,,14.864999771118164,0.031565,14.86,,10.20,-4.25,0.12,,18.981,0.058207,,
,V6_72h,Undetermined,,,,16.545000076293945,,,,,,,,,,,
,V6_72h,Undetermined,,,,16.555999755859375,,,,,,,,,,,
,V6_72h,Undetermined,#DIV/0!,#DIV/0!,,,0.007778,16.55,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V7_PMA,25.013999938964844,,,,17.350000381469727,,,,,,,,,,,
,V7_PMA,25.371000289916992,,,,17.312999725341797,,,,,,,,,,,
,V7_PMA,25.086999893188477,0.19,25.16,,17.228000640869141,0.062554,17.30,,7.86,-6.59,0.20,,96.280,0.093672,,
,V7_SEB,23.118000030517578,,,,13.895000457763672,,,,,,,,,,,
,V7_SEB,23.221000671386719,,,,13.946999549865723,,,,,,,,,,,
,V7_SEB,23.320999145507813,0.10,23.22,,13.942999839782715,0.028936,13.93,,9.29,-5.16,0.11,,35.700,0.049755,,
,V7_72h,Undetermined,,,,16.951999664306641,,,,,,,,,,,
,V7_72h,Undetermined,,,,16.98699951171875,,,,,,,,,,,
,V7_72h,Undetermined,#DIV/0!,#DIV/0!,,16.986000061035156,0.019925,16.97,,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,,
,V8_PMA,26.444999694824219,,,,16.339000701904297,,,,,,,,,,,
,V8_PMA,26.729999542236328,,,,16.431999206542969,,,,,,,,,,,
