,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,
,,EOMES,,,,B2mg,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,24.545999526977539,,,,14.984999656677246,,,,,,,,,,
,Kalibraator,24.639999389648438,,,,14.845000267028809,,,,,,,,,,
,,24.636999130249023,0.053426,24.61,,14.800999641418457,0.096083,14.88,,9.73,0.00,0.11,,1.000,0.051825,
,,,,,,,,,,,,,,,,
,P1_PMA,25.516000747680664,,,,16.915000915527344,,,,,,,,,,
,P1_PMA,25.452999114990234,,,,16.916000366210937,,,,,,,,,,
,P1_PMA,25.371999740600586,0.072188,25.45,,16.892000198364258,0.013577,16.91,,8.54,-1.19,0.073453,,2.284,0.034626,
,P1_SEB,23.954000473022461,,,,15.651000022888184,,,,,,,,,,
,P1_SEB,23.926000595092773,,,,15.657999992370605,,,,,,,,,,
,P1_SEB,23.983999252319336,0.029005,23.95,,15.647000312805176,0.005568,15.65,,8.30,-1.43,0.029535,,2.691,0.013923,
,P1_72h,24.218000411987305,,,,15.527000427246094,,,,,,,,,,
,P1_72h,24.297000885009766,,,,15.565999984741211,,,,,,,,,,
,P1_72h,24.201999664306641,0.050863,24.24,,15.673999786376953,0.076151,15.59,,8.65,-1.08,0.091575,,2.115,0.043169,
,P2_PMA,23.641000747680664,,,,16.496000289916992,,,,,,,,,,
,P2_PMA,23.593000411987305,,,,16.309000015258789,,,,,,,,,,
,P2_PMA,23.687000274658203,0.047003,23.64,,16.284999847412109,0.12,16.36,,7.28,-2.45,0.12,,5.478,0.058791,
,P2_SEB,20.591999053955078,,,,13.895000457763672,,,,,,,,,,
,P2_SEB,20.646999359130859,,,,13.866000175476074,,,,,,,,,,
,P2_SEB,20.599000930786133,0.029939,20.61,,13.890000343322754,0.015503,13.88,,6.73,-3.00,0.033714,,8.009,0.015893,
,P2_72h,23.01099967956543,,,,15.493000030517578,,,,,,,,,,
,P2_72h,23.006000518798828,,,,15.517999649047852,,,,,,,,,,
,P2_72h,22.988000869750977,0.012096,23.00,,15.534999847412109,0.021126,15.52,,7.49,-2.24,0.024344,,4.738,0.011476,
,P3_PMA,29.256999969482422,,,,19.746000289916992,,,,,,,,,,
,P3_PMA,29.440000534057617,,,,19.771999359130859,,,,,,,,,,
,P3_PMA,,0.13,29.35,,19.861000061035156,0.060308,19.79,,9.56,-0.18,0.14,,1.129,0.076311,
,P3_SEB,26.208999633789063,,,,17.384000778198242,,,,,,,,,,
,P3_SEB,26.090999603271484,,,,17.351999282836914,,,,,,,,,,
,P3_SEB,26.229999542236328,0.074929,26.18,,17.325000762939453,0.029535,17.35,,8.82,-0.91,0.08054,,1.876,0.037967,
,P3_72h,28.604999542236328,,,,18.275999069213867,,,,,,,,,,
,P3_72h,28.672000885009766,,,,18.350000381469727,,,,,,,,,,
,P3_72h,28.909999847412109,0.16,28.73,,18.253999710083008,0.050293,18.29,,10.44,0.71,0.17,,0.613,0.079194,
,P4_PMA,24.023000717163086,,,,16.813999176025391,,,,,,,,,,
,P4_PMA,24.156000137329102,,,,16.812000274658203,,,,,,,,,,
,P4_PMA,24.166000366210938,0.079831,24.12,,16.811000823974609,0.001527,16.81,,7.30,-2.43,0.079845,,5.381,0.037639,
,P4_SEB,20.760000228881836,,,,14.704000473022461,,,,,,,,,,
,P4_SEB,20.781999588012695,,,,14.680000305175781,,,,,,,,,,
,P4_SEB,20.73900032043457,0.021502,20.76,,14.649999618530273,0.027056,14.68,,6.08,-3.65,0.034559,,12.539,0.016291,
,P4_72h,23.66200065612793,,,,16.385000228881836,,,,,,,,,,
,P4_72h,23.731000900268555,,,,16.395000457763672,,,,,,,,,,
,P4_72h,23.931999206542969,0.14,23.78,,16.430000305175781,0.023629,16.40,,7.37,-2.36,0.14,,5.130,0.067057,
,P5_PMA,29.434999465942383,,,,17.653999328613281,,,,,,,,,,
