,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,IL22,,,,B2mg,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,28.583000183105469,,,,14.984999656677246,,,,,,,,,,,
,Kalibraator,28.315999984741211,,,,14.845000267028809,,,,,,,,,,,
,,28.215999603271484,0.19,28.37,,14.800999641418457,0.096083,14.88,,13.49,0.00,0.21,,1.000,0.10,,
,,,,,,,,,,,,,,,,,
,V1_PMA,26.579999923706055,,,,16.426000595092773,,,,,,,,,,,
,V1_PMA,31.812000274658203,,,,15.982999801635742,,,,,,,,,,,
,V1_PMA,Undetermined,3.70,29.20,,16.39900016784668,0.25,16.27,,12.93,-0.57,3.71,,1.482,1.98,,
,V1_SEB,25.448999404907227,,,,14.675000190734863,,,,,,,,,,,
,V1_SEB,,,,,15.111000061035156,,,,,,,,,,,
,V1_SEB,26.131000518798828,0.48,25.79,,15.12399959564209,0.26,14.97,,10.82,-2.67,0.55,,6.385,0.29,,
,V1_72h,Undetermined,,,,17.183000564575195,,,,,,,,,,,
,V1_72h,35.006999969482422,,,,17.163000106811523,,,,,,,,,,,
,V1_72h,Undetermined,#DIV/0!,35.01,,17.124000549316406,0.030006,17.16,,17.85,4.36,#DIV/0!,,0.048844,#DIV/0!,,
,V2_PMA,34.402999877929687,,,,16.527000427246094,,,,,,,,,,,
,V2_PMA,34.270000457763672,,,,16.534999847412109,,,,,,,,,,,
,V2_PMA,Undetermined,0.094045,34.34,,16.577999114990234,0.027428,16.55,,17.79,4.30,0.097963,,0.050936,0.052363,,
,V2_SEB,29.74799919128418,,,,16.558000564575195,,,,,,,,,,,
,V2_SEB,29.920000076293945,,,,16.51300048828125,,,,,,,,,,,
,V2_SEB,30.077999114990234,0.17,29.92,,16.51099967956543,0.026577,16.53,,13.39,-0.11,0.17,,1.077,0.078807,,
,V2_72h,Undetermined,,,,15.581000328063965,,,,,,,,,,,
,V2_72h,Undetermined,,,,15.083999633789063,,,,,,,,,,,
