,SAMPLE,CT,STD,[CT],,CT,STD,[CT],,ΔCT,ΔΔCT,STD,,2-ΔΔCT,SEM,,
,,EOMES,,,,B2mg,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,V7_72h,26.586999893188477,0.09487,26.55,,16.986000061035156,0.019925,16.97,,9.58,-0.15,0.096939,,1.113,0.045698,,
,V8_PMA,23.756999969482422,,,,16.339000701904297,,,,,,,,,,,
,V8_PMA,23.783000946044922,,,,16.431999206542969,,,,,,,,,,,
,V8_PMA,23.781999588012695,0.014731,23.77,,16.552999496459961,0.11,16.44,,7.33,-2.40,0.11,,5.271,0.051058,,
,V8_SEB,21.378999710083008,,,,14.925999641418457,,,,,,,,,,,
,V8_SEB,21.365999221801758,,,,14.953000068664551,,,,,,,,,,,
,V8_SEB,21.357999801635742,0.010599,21.37,,14.859999656677246,0.047844,14.91,,6.45,-3.28,0.049004,,9.687,0.023101,,
,V8_72h,22.28700065612793,,,,14.272000312805176,,,,,,,,,,,
,V8_72h,22.246999740600586,,,,14.22700023651123,,,,,,,,,,,
,V8_72h,22.277000427246094,0.020817,22.27,,14.071000099182129,0.11,14.19,,8.08,-1.65,0.11,,3.139,0.050685,,
,V9_PMA,24.822000503540039,,,,16.83799934387207,,,,,,,,,,,
,V9_PMA,24.806999206542969,,,,16.738000869750977,,,,,,,,,,,
,V9_PMA,24.858999252319336,0.026764,24.83,,16.820999145507813,0.053506,16.80,,8.03,-1.70,0.059827,,3.250,0.028203,,
,V9_SEB,22.11199951171875,,,,16.388999938964844,,,,,,,,,,,
,V9_SEB,22.070999145507813,,,,15.923999786376953,,,,,,,,,,,
,V9_SEB,22.096000671386719,0.020664,22.09,,16.405000686645508,0.27,16.24,,5.85,-3.88,0.27,,14.692,0.13,,
,V9_72h,25.106000900268555,,,,17.948999404907227,,,,,,,,,,,
,V9_72h,25.177999496459961,,,,17.944000244140625,,,,,,,,,,,
,V9_72h,25.131000518798828,0.036555,25.14,,17.992000579833984,0.026389,17.96,,7.18,-2.55,0.045085,,5.873,0.021253,,
,V10_PMA,28.833000183105469,,,,19.680000305175781,,,,,,,,,,,
,V10_PMA,28.219999313354492,,,,19.75200080871582,,,,,,,,,,,
,V10_PMA,28.392000198364258,0.32,28.48,,19.819000244140625,0.069515,19.75,,8.73,-1.00,0.32,,1.999,0.15,,
,V10_SEB,22.448999404907227,,,,15.680000305175781,,,,,,,,,,,
,V10_SEB,22.503999710083008,,,,15.696999549865723,,,,,,,,,,,
,V10_SEB,22.555999755859375,0.053507,22.50,,15.729000091552734,0.02488,15.70,,6.80,-2.93,0.059009,,7.619,0.027817,,
,V10_72h,24.357999801635742,,,,15.557999610900879,,,,,,,,,,,
,V10_72h,24.384000778198242,,,,15.628000259399414,,,,,,,,,,,
,V10_72h,24.371999740600586,0.013013,24.37,,15.546999931335449,0.043936,15.58,,8.79,-0.94,0.045823,,1.915,0.021601,,
,V11_PMA,24.740999221801758,,,,15.906999588012695,,,,,,,,,,,
,V11_PMA,24.663000106811523,,,,15.85099983215332,,,,,,,,,,,
